-1.816729E+0	-1.819097E+0	-1.815712E+0	-1.818653E+0	-1.815897E+0	-1.816470E+0	-1.814917E+0	-1.817524E+0	-1.814778E+0	-1.814445E+0	-1.814897E+0	-1.814001E+0	-1.815637E+0	-1.814944E+0	-1.815304E+0	-1.815971E+0	-1.814944E+0	-1.816397E+0	-1.815250E+0	-1.815814E+0	-1.817534E+0	-1.815694E+0	-1.816581E+0	-1.816933E+0	-1.817303E+0	-1.817579E+0	-1.818218E+0	-1.816276E+0	-1.817904E+0	-1.820290E+0	-1.820031E+0	-1.821955E+0	-1.822177E+0	-1.823157E+0	-1.822057E+0	-1.820475E+0	-1.821797E+0	-1.820909E+0	-1.818394E+0	-1.818597E+0	-1.820151E+0	-1.818663E+0	-1.818523E+0	-1.818708E+0	-1.818283E+0	-1.819762E+0	-1.818949E+0	-1.818403E+0	-1.817155E+0	-1.818931E+0	-1.818477E+0	-1.816026E+0	-1.819430E+0	-1.817886E+0	-1.818662E+0	-1.821141E+0	-1.819069E+0	-1.817719E+0	-1.818865E+0	-1.816942E+0	-1.818607E+0
-1.813954E+0	-1.815499E+0	-1.812669E+0	-1.815120E+0	-1.813039E+0	-1.813658E+0	-1.811549E+0	-1.814759E+0	-1.811698E+0	-1.811763E+0	-1.811560E+0	-1.811004E+0	-1.811578E+0	-1.811615E+0	-1.812179E+0	-1.813473E+0	-1.811624E+0	-1.813455E+0	-1.812595E+0	-1.812262E+0	-1.815055E+0	-1.812308E+0	-1.813687E+0	-1.814343E+0	-1.814638E+0	-1.814741E+0	-1.814981E+0	-1.813557E+0	-1.814935E+0	-1.817645E+0	-1.817201E+0	-1.818616E+0	-1.819014E+0	-1.820133E+0	-1.818931E+0	-1.817349E+0	-1.818699E+0	-1.818274E+0	-1.815416E+0	-1.815804E+0	-1.816619E+0	-1.816073E+0	-1.815536E+0	-1.816119E+0	-1.815425E+0	-1.816425E+0	-1.816331E+0	-1.815471E+0	-1.813899E+0	-1.815869E+0	-1.815278E+0	-1.813252E+0	-1.816202E+0	-1.815147E+0	-1.815563E+0	-1.818153E+0	-1.816184E+0	-1.814833E+0	-1.815943E+0	-1.814083E+0	-1.815730E+0
-1.809747E+0	-1.811375E+0	-1.808859E+0	-1.811189E+0	-1.808498E+0	-1.809506E+0	-1.807471E+0	-1.810069E+0	-1.807055E+0	-1.807074E+0	-1.807943E+0	-1.806870E+0	-1.807610E+0	-1.807730E+0	-1.808368E+0	-1.809136E+0	-1.807554E+0	-1.808803E+0	-1.808073E+0	-1.808415E+0	-1.810634E+0	-1.808517E+0	-1.809673E+0	-1.809848E+0	-1.810015E+0	-1.810570E+0	-1.810977E+0	-1.809303E+0	-1.810930E+0	-1.813520E+0	-1.813279E+0	-1.814649E+0	-1.815351E+0	-1.815721E+0	-1.815055E+0	-1.812817E+0	-1.815046E+0	-1.813862E+0	-1.811023E+0	-1.811199E+0	-1.813094E+0	-1.811457E+0	-1.811208E+0	-1.811633E+0	-1.810985E+0	-1.812439E+0	-1.811753E+0	-1.811661E+0	-1.810107E+0	-1.812142E+0	-1.811458E+0	-1.809358E+0	-1.812123E+0	-1.810773E+0	-1.811845E+0	-1.814213E+0	-1.812207E+0	-1.810847E+0	-1.811402E+0	-1.809691E+0	-1.811791E+0
-1.805233E+0	-1.807416E+0	-1.804392E+0	-1.807129E+0	-1.804613E+0	-1.804993E+0	-1.803319E+0	-1.806269E+0	-1.803522E+0	-1.803393E+0	-1.803245E+0	-1.802921E+0	-1.803623E+0	-1.803346E+0	-1.803874E+0	-1.804807E+0	-1.803753E+0	-1.804983E+0	-1.804095E+0	-1.803948E+0	-1.806612E+0	-1.804188E+0	-1.805186E+0	-1.805649E+0	-1.806186E+0	-1.806047E+0	-1.806879E+0	-1.805233E+0	-1.806500E+0	-1.808813E+0	-1.808600E+0	-1.810384E+0	-1.810606E+0	-1.811781E+0	-1.810754E+0	-1.809044E+0	-1.810376E+0	-1.809691E+0	-1.807157E+0	-1.807499E+0	-1.808507E+0	-1.807499E+0	-1.807407E+0	-1.807277E+0	-1.807240E+0	-1.808054E+0	-1.807804E+0	-1.807231E+0	-1.805603E+0	-1.807379E+0	-1.806972E+0	-1.804743E+0	-1.808017E+0	-1.806574E+0	-1.807463E+0	-1.809534E+0	-1.807823E+0	-1.806417E+0	-1.807462E+0	-1.805871E+0	-1.807379E+0
-1.801644E+0	-1.803059E+0	-1.800257E+0	-1.802301E+0	-1.800155E+0	-1.801348E+0	-1.798869E+0	-1.801635E+0	-1.799249E+0	-1.798981E+0	-1.799157E+0	-1.798176E+0	-1.799277E+0	-1.799249E+0	-1.799887E+0	-1.800997E+0	-1.799092E+0	-1.800636E+0	-1.800118E+0	-1.799757E+0	-1.802237E+0	-1.799795E+0	-1.801423E+0	-1.801386E+0	-1.801783E+0	-1.802042E+0	-1.802385E+0	-1.800978E+0	-1.802394E+0	-1.805187E+0	-1.804863E+0	-1.806121E+0	-1.806703E+0	-1.807342E+0	-1.806287E+0	-1.804317E+0	-1.806242E+0	-1.805612E+0	-1.802515E+0	-1.803105E+0	-1.804475E+0	-1.803393E+0	-1.802819E+0	-1.803522E+0	-1.802791E+0	-1.804142E+0	-1.803596E+0	-1.803208E+0	-1.801608E+0	-1.803735E+0	-1.803161E+0	-1.801015E+0	-1.803568E+0	-1.802662E+0	-1.803004E+0	-1.805751E+0	-1.803726E+0	-1.802680E+0	-1.803114E+0	-1.801395E+0	-1.803466E+0
-1.796900E+0	-1.799092E+0	-1.796095E+0	-1.798362E+0	-1.796003E+0	-1.796595E+0	-1.795059E+0	-1.797159E+0	-1.794827E+0	-1.794726E+0	-1.795170E+0	-1.794236E+0	-1.795420E+0	-1.795124E+0	-1.795957E+0	-1.796437E+0	-1.794865E+0	-1.796345E+0	-1.795605E+0	-1.795984E+0	-1.797853E+0	-1.795855E+0	-1.796567E+0	-1.796826E+0	-1.797427E+0	-1.797770E+0	-1.798500E+0	-1.796391E+0	-1.798352E+0	-1.800775E+0	-1.800516E+0	-1.801849E+0	-1.802486E+0	-1.803290E+0	-1.802615E+0	-1.800488E+0	-1.802514E+0	-1.800969E+0	-1.798648E+0	-1.799092E+0	-1.800109E+0	-1.799018E+0	-1.798639E+0	-1.798759E+0	-1.798639E+0	-1.799823E+0	-1.799222E+0	-1.798842E+0	-1.797325E+0	-1.799397E+0	-1.798944E+0	-1.796613E+0	-1.799711E+0	-1.798112E+0	-1.799111E+0	-1.801265E+0	-1.799490E+0	-1.798038E+0	-1.798749E+0	-1.797002E+0	-1.798990E+0
-1.792599E+0	-1.794487E+0	-1.791379E+0	-1.793829E+0	-1.791693E+0	-1.792395E+0	-1.790037E+0	-1.793237E+0	-1.790352E+0	-1.790426E+0	-1.790223E+0	-1.789844E+0	-1.790417E+0	-1.790306E+0	-1.791628E+0	-1.792035E+0	-1.790639E+0	-1.791786E+0	-1.791619E+0	-1.791018E+0	-1.793931E+0	-1.791369E+0	-1.792609E+0	-1.792590E+0	-1.793404E+0	-1.793219E+0	-1.793718E+0	-1.792479E+0	-1.793561E+0	-1.796216E+0	-1.795948E+0	-1.797178E+0	-1.797741E+0	-1.798491E+0	-1.797908E+0	-1.795993E+0	-1.797436E+0	-1.797066E+0	-1.793995E+0	-1.794643E+0	-1.795614E+0	-1.794717E+0	-1.794689E+0	-1.794633E+0	-1.794422E+0	-1.795300E+0	-1.795143E+0	-1.794246E+0	-1.793025E+0	-1.794773E+0	-1.794199E+0	-1.792127E+0	-1.794884E+0	-1.794052E+0	-1.794274E+0	-1.796696E+0	-1.795022E+0	-1.793959E+0	-1.794671E+0	-1.793043E+0	-1.794597E+0
-1.788576E+0	-1.790241E+0	-1.787197E+0	-1.789233E+0	-1.787337E+0	-1.787975E+0	-1.785941E+0	-1.788585E+0	-1.786162E+0	-1.785903E+0	-1.786431E+0	-1.785302E+0	-1.786531E+0	-1.786338E+0	-1.787707E+0	-1.787753E+0	-1.786355E+0	-1.787605E+0	-1.786893E+0	-1.786690E+0	-1.789242E+0	-1.787577E+0	-1.788132E+0	-1.788752E+0	-1.788336E+0	-1.789325E+0	-1.789806E+0	-1.788040E+0	-1.789519E+0	-1.792386E+0	-1.792156E+0	-1.793478E+0	-1.794014E+0	-1.794393E+0	-1.793543E+0	-1.791535E+0	-1.793626E+0	-1.792497E+0	-1.789917E+0	-1.790065E+0	-1.791850E+0	-1.790269E+0	-1.790038E+0	-1.790380E+0	-1.789750E+0	-1.791341E+0	-1.790445E+0	-1.790408E+0	-1.788807E+0	-1.790851E+0	-1.790297E+0	-1.787948E+0	-1.790675E+0	-1.789501E+0	-1.790444E+0	-1.792785E+0	-1.791295E+0	-1.789584E+0	-1.789954E+0	-1.788456E+0	-1.790584E+0
-1.783915E+0	-1.786079E+0	-1.783230E+0	-1.785450E+0	-1.783268E+0	-1.783896E+0	-1.781917E+0	-1.784506E+0	-1.781751E+0	-1.782102E+0	-1.781779E+0	-1.781631E+0	-1.781806E+0	-1.782139E+0	-1.782953E+0	-1.783295E+0	-1.782139E+0	-1.783850E+0	-1.782777E+0	-1.782805E+0	-1.785108E+0	-1.783610E+0	-1.783859E+0	-1.784285E+0	-1.784701E+0	-1.784775E+0	-1.785625E+0	-1.783628E+0	-1.785385E+0	-1.787837E+0	-1.787327E+0	-1.788927E+0	-1.789363E+0	-1.790527E+0	-1.789815E+0	-1.787577E+0	-1.789372E+0	-1.788493E+0	-1.785755E+0	-1.786301E+0	-1.787226E+0	-1.786125E+0	-1.786135E+0	-1.786199E+0	-1.786181E+0	-1.786745E+0	-1.786523E+0	-1.785922E+0	-1.784414E+0	-1.786569E+0	-1.785959E+0	-1.783508E+0	-1.787059E+0	-1.785460E+0	-1.786384E+0	-1.788409E+0	-1.786458E+0	-1.785376E+0	-1.785894E+0	-1.784489E+0	-1.786061E+0
-1.780187E+0	-1.781427E+0	-1.778579E+0	-1.780826E+0	-1.778902E+0	-1.779605E+0	-1.777403E+0	-1.780419E+0	-1.777644E+0	-1.778004E+0	-1.777904E+0	-1.776821E+0	-1.778005E+0	-1.777681E+0	-1.778874E+0	-1.779596E+0	-1.777810E+0	-1.778995E+0	-1.778671E+0	-1.778144E+0	-1.780946E+0	-1.778810E+0	-1.780031E+0	-1.780216E+0	-1.780040E+0	-1.780807E+0	-1.781279E+0	-1.779550E+0	-1.780669E+0	-1.783804E+0	-1.783591E+0	-1.784914E+0	-1.785136E+0	-1.785950E+0	-1.785108E+0	-1.783601E+0	-1.784997E+0	-1.784239E+0	-1.781103E+0	-1.782112E+0	-1.783489E+0	-1.782056E+0	-1.781483E+0	-1.782297E+0	-1.781528E+0	-1.782777E+0	-1.782398E+0	-1.781981E+0	-1.780548E+0	-1.782694E+0	-1.781908E+0	-1.779855E+0	-1.782241E+0	-1.781473E+0	-1.781945E+0	-1.784201E+0	-1.782620E+0	-1.781307E+0	-1.782149E+0	-1.780382E+0	-1.782222E+0
