-1.139713E+0	-1.620583E+0	-2.113234E+0	-2.599458E+0	-3.091304E+0	-2.599791E+0	-3.090592E+0	-3.582874E+0	-4.064759E+0	-4.550872E+0	-5.034608E+0	-5.520682E+0	-5.998924E+0	-6.483704E+0	-6.961871E+0	-7.441092E+0	-7.922561E+0	-8.390647E+0	-8.872495E+0	-9.351698E+0	-9.817175E+0	8.130505E+0
-1.138391E+0	-1.626021E+0	-2.104540E+0	-2.605414E+0	-3.092618E+0	-2.603647E+0	-3.092358E+0	-3.573413E+0	-4.059377E+0	-4.546849E+0	-5.031176E+0	-5.511128E+0	-5.993337E+0	-6.473299E+0	-6.955721E+0	-7.430910E+0	-7.911371E+0	-8.393875E+0	-8.871256E+0	-9.341580E+0	-9.817943E+0	8.130422E+0
-1.127884E+0	-1.619324E+0	-2.111061E+0	-2.596138E+0	-3.083850E+0	-2.596257E+0	-3.087013E+0	-3.572284E+0	-4.065046E+0	-4.549281E+0	-5.031305E+0	-5.516603E+0	-5.997138E+0	-6.477424E+0	-6.954472E+0	-7.436061E+0	-7.917511E+0	-8.393672E+0	-8.860259E+0	-9.340905E+0	-9.809711E+0	8.132326E+0
-1.132416E+0	-1.612268E+0	-2.099148E+0	-2.593464E+0	-3.082759E+0	-2.594685E+0	-3.082621E+0	-3.575179E+0	-4.053282E+0	-4.540005E+0	-5.024618E+0	-5.506134E+0	-5.990156E+0	-6.471431E+0	-6.952909E+0	-7.426146E+0	-7.908106E+0	-8.384349E+0	-8.866761E+0	-9.341339E+0	-9.814651E+0	8.142528E+0
-1.122752E+0	-1.616623E+0	-2.104577E+0	-2.592475E+0	-3.085764E+0	-2.596091E+0	-3.086134E+0	-3.564154E+0	-4.057657E+0	-4.542428E+0	-5.027384E+0	-5.505505E+0	-5.988787E+0	-6.471440E+0	-6.947757E+0	-7.428080E+0	-7.905646E+0	-8.388955E+0	-8.859214E+0	-9.334070E+0	-9.812708E+0	8.134407E+0
-1.124629E+0	-1.608698E+0	-2.100655E+0	-2.586177E+0	-3.075147E+0	-2.585982E+0	-3.079799E+0	-3.568723E+0	-4.049130E+0	-4.536777E+0	-5.023850E+0	-5.507281E+0	-5.986965E+0	-6.469757E+0	-6.950375E+0	-7.428154E+0	-7.909937E+0	-8.382693E+0	-8.859667E+0	-9.337039E+0	-9.802395E+0	8.139374E+0
-1.118432E+0	-1.607866E+0	-2.092156E+0	-2.590274E+0	-3.080364E+0	-2.592762E+0	-3.075785E+0	-3.557587E+0	-4.046078E+0	-4.532476E+0	-5.016914E+0	-5.498421E+0	-5.981749E+0	-6.460536E+0	-6.942199E+0	-7.420440E+0	-7.898201E+0	-8.378281E+0	-8.856189E+0	-9.333903E+0	-9.805068E+0	8.146968E+0
-1.117590E+0	-1.608245E+0	-2.098298E+0	-2.584253E+0	-3.072419E+0	-2.581598E+0	-3.078227E+0	-3.562656E+0	-4.048111E+0	-4.538136E+0	-5.021816E+0	-5.503563E+0	-5.983016E+0	-6.463689E+0	-6.946278E+0	-7.424019E+0	-7.901187E+0	-8.380344E+0	-8.850788E+0	-9.326467E+0	-9.802128E+0	8.142583E+0
-1.118839E+0	-1.597192E+0	-2.088845E+0	-2.578204E+0	-3.069089E+0	-2.584883E+0	-3.067018E+0	-3.557190E+0	-4.036940E+0	-4.525354E+0	-5.010209E+0	-5.497348E+0	-5.977189E+0	-6.463828E+0	-6.939379E+0	-7.417379E+0	-7.900282E+0	-8.373334E+0	-8.853831E+0	-9.331785E+0	-9.797346E+0	8.153756E+0
-1.107713E+0	-1.603019E+0	-2.086061E+0	-2.583290E+0	-3.072715E+0	-2.577418E+0	-3.073991E+0	-3.552834E+0	-4.042193E+0	-4.530987E+0	-5.013761E+0	-5.491854E+0	-5.977892E+0	-6.455301E+0	-6.936104E+0	-7.418508E+0	-7.891652E+0	-8.374906E+0	-8.845350E+0	-9.322324E+0	-9.799343E+0	8.148114E+0
-1.111671E+0	-1.600745E+0	-2.091897E+0	-2.572332E+0	-3.060923E+0	-2.573755E+0	-3.062236E+0	-3.556829E+0	-4.042386E+0	-4.525558E+0	-5.011615E+0	-5.494055E+0	-5.974211E+0	-6.456337E+0	-6.936918E+0	-7.413790E+0	-7.897025E+0	-8.373759E+0	-8.850113E+0	-9.325228E+0	-9.792574E+0	8.155402E+0
-1.108267E+0	-1.589571E+0	-2.081187E+0	-2.575152E+0	-3.067702E+0	-2.576743E+0	-3.068396E+0	-3.544066E+0	-4.031141E+0	-4.518039E+0	-5.002153E+0	-5.485472E+0	-5.970281E+0	-6.452637E+0	-6.928280E+0	-7.408370E+0	-7.889691E+0	-8.364474E+0	-8.845804E+0	-9.322990E+0	-9.793794E+0	8.160166E+0
-1.101451E+0	-1.595333E+0	-2.076434E+0	-2.569649E+0	-3.061033E+0	-2.568012E+0	-3.058250E+0	-3.546573E+0	-4.035126E+0	-4.521868E+0	-5.007203E+0	-5.489800E+0	-5.971880E+0	-6.449650E+0	-6.931785E+0	-7.411811E+0	-7.889802E+0	-8.369606E+0	-8.838747E+0	-9.312945E+0	-9.788319E+0	8.156660E+0
-1.105420E+0	-1.586806E+0	-2.081714E+0	-2.565644E+0	-3.053524E+0	-2.570546E+0	-3.055549E+0	-3.545195E+0	-4.026793E+0	-4.515976E+0	-5.000766E+0	-5.481273E+0	-5.963881E+0	-6.450474E+0	-6.930740E+0	-7.405430E+0	-7.888573E+0	-8.362088E+0	-8.844647E+0	-9.320270E+0	-9.785091E+0	8.166787E+0
-1.098408E+0	-1.582256E+0	-2.072568E+0	-2.569186E+0	-3.059748E+0	-2.566209E+0	-3.060627E+0	-3.538396E+0	-4.024398E+0	-4.510048E+0	-4.996133E+0	-5.480700E+0	-5.964731E+0	-6.440281E+0	-6.920835E+0	-7.402470E+0	-7.879130E+0	-8.362226E+0	-8.838469E+0	-9.312705E+0	-9.788273E+0	8.168453E+0
-1.091935E+0	-1.588785E+0	-2.070034E+0	-2.559365E+0	-3.051008E+0	-2.560233E+0	-3.049528E+0	-3.542013E+0	-4.028393E+0	-4.514026E+0	-4.998870E+0	-5.479377E+0	-5.962558E+0	-6.444147E+0	-6.926735E+0	-7.402202E+0	-7.883708E+0	-8.362772E+0	-8.831034E+0	-9.311059E+0	-9.778246E+0	8.167592E+0
-1.098196E+0	-1.577909E+0	-2.072179E+0	-2.558727E+0	-3.047548E+0	-2.563517E+0	-3.052895E+0	-3.533828E+0	-4.018071E+0	-4.503842E+0	-4.988531E+0	-5.473283E+0	-5.954530E+0	-6.441456E+0	-6.918717E+0	-7.394766E+0	-7.880119E+0	-8.355206E+0	-8.833836E+0	-9.313297E+0	-9.782456E+0	8.177645E+0
-1.091194E+0	-1.575652E+0	-2.061682E+0	-2.559605E+0	-3.050786E+0	-2.556460E+0	-3.049694E+0	-3.531053E+0	-4.017332E+0	-4.504388E+0	-4.995837E+0	-5.476936E+0	-5.958358E+0	-6.436397E+0	-6.917080E+0	-7.400028E+0	-7.874181E+0	-8.355576E+0	-8.829590E+0	-9.304280E+0	-9.775879E+0	8.173021E+0
-1.085026E+0	-1.577826E+0	-2.067998E+0	-2.547037E+0	-3.040723E+0	-2.548516E+0	-3.039003E+0	-3.532838E+0	-4.019626E+0	-4.505451E+0	-4.985432E+0	-5.466355E+0	-5.956342E+0	-6.438283E+0	-6.919234E+0	-7.394747E+0	-7.873090E+0	-8.354263E+0	-8.824142E+0	-9.304566E+0	-9.774150E+0	8.178691E+0
-1.090141E+0	-1.566616E+0	-2.060027E+0	-2.554722E+0	-3.039446E+0	-2.555979E+0	-3.043997E+0	-3.523951E+0	-4.011099E+0	-4.493317E+0	-4.987550E+0	-5.471516E+0	-5.945883E+0	-6.429895E+0	-6.910198E+0	-7.389253E+0	-7.872027E+0	-8.346013E+0	-8.828295E+0	-9.300626E+0	-9.776934E+0	8.184666E+0
-1.079144E+0	-1.569344E+0	-2.053654E+0	-2.546222E+0	-3.043730E+0	-2.545806E+0	-3.035489E+0	-3.529194E+0	-4.013596E+0	-4.500808E+0	-4.985099E+0	-5.461074E+0	-5.954336E+0	-6.429174E+0	-6.910791E+0	-7.394534E+0	-7.864868E+0	-8.350231E+0	-8.821137E+0	-9.295289E+0	-9.768500E+0	8.180837E+0
-1.075277E+0	-1.569548E+0	-2.059249E+0	-2.542587E+0	-3.031169E+0	-2.545297E+0	-3.035091E+0	-3.521712E+0	-4.005216E+0	-4.490672E+0	-4.979855E+0	-5.466457E+0	-5.945244E+0	-6.432050E+0	-6.912280E+0	-7.382826E+0	-7.870703E+0	-8.344015E+0	-8.818150E+0	-9.299045E+0	-9.767334E+0	8.189234E+0
