-1.384814E+0	-1.359629E+0	-1.334482E+0	-1.310380E+0	-1.285344E+0	-1.258948E+0	-1.235031E+0	-1.209125E+0	-1.183687E+0	-1.158184E+0	-1.133528E+0	-1.108219E+0	-1.082937E+0	-1.057710E+0	-1.033076E+0	6.781604E-1	7.030618E-1	7.285995E-1	7.541179E-1	7.788278E-1	8.038956E-1	8.283418E-1	8.538861E-1	8.794091E-1	9.044519E-1	9.291858E-1	9.556005E-1	9.807867E-1	1.005520E+0	1.030871E+0
-1.384639E+0	-1.359065E+0	-1.334029E+0	-1.309122E+0	-1.283624E+0	-1.259420E+0	-1.233791E+0	-1.207997E+0	-1.184199E+0	-1.158333E+0	-1.133974E+0	-1.108537E+0	-1.083449E+0	-1.058064E+0	-1.033236E+0	6.786720E-1	7.039082E-1	7.287384E-1	7.538182E-1	7.797306E-1	8.037791E-1	8.296239E-1	8.552856E-1	8.794951E-1	9.051642E-1	9.304920E-1	9.547735E-1	9.808006E-1	1.004817E+0	1.029936E+0
-1.383204E+0	-1.359527E+0	-1.334538E+0	-1.308179E+0	-1.284345E+0	-1.258300E+0	-1.233042E+0	-1.208145E+0	-1.183226E+0	-1.158413E+0	-1.133217E+0	-1.107615E+0	-1.081786E+0	-1.057499E+0	-1.031618E+0	6.779616E-1	7.030812E-1	7.290917E-1	7.540282E-1	7.789934E-1	8.054497E-1	8.298782E-1	8.546549E-1	8.792435E-1	9.044648E-1	9.304531E-1	9.557328E-1	9.805749E-1	1.006362E+0	1.031629E+0
-1.383676E+0	-1.358112E+0	-1.333501E+0	-1.309030E+0	-1.283364E+0	-1.257542E+0	-1.233680E+0	-1.208413E+0	-1.182355E+0	-1.157148E+0	-1.132518E+0	-1.106985E+0	-1.081836E+0	-1.056283E+0	-1.032343E+0	6.795100E-1	7.047362E-1	7.302424E-1	7.555156E-1	7.798813E-1	8.046967E-1	8.294621E-1	8.554161E-1	8.805607E-1	9.060032E-1	9.308305E-1	9.568641E-1	9.820623E-1	1.006417E+0	1.031805E+0
-1.383371E+0	-1.358196E+0	-1.333002E+0	-1.307948E+0	-1.282403E+0	-1.258347E+0	-1.232599E+0	-1.206480E+0	-1.183227E+0	-1.157663E+0	-1.132930E+0	-1.107333E+0	-1.081968E+0	-1.057062E+0	-1.031552E+0	6.792039E-1	7.045492E-1	7.294506E-1	7.545971E-1	7.811412E-1	8.053460E-1	8.310715E-1	8.564992E-1	8.812655E-1	9.059301E-1	9.320349E-1	9.560427E-1	9.814593E-1	1.006621E+0	1.031722E+0
-1.381983E+0	-1.358187E+0	-1.333465E+0	-1.307033E+0	-1.283059E+0	-1.256738E+0	-1.231822E+0	-1.207368E+0	-1.181772E+0	-1.156563E+0	-1.131279E+0	-1.105699E+0	-1.080229E+0	-1.056059E+0	-1.030463E+0	6.796646E-1	7.047444E-1	7.301619E-1	7.554064E-1	7.803975E-1	8.065522E-1	8.305924E-1	8.555067E-1	8.804108E-1	9.059726E-1	9.314892E-1	9.573738E-1	9.821289E-1	1.008165E+0	1.033257E+0
-1.382742E+0	-1.356596E+0	-1.331569E+0	-1.307837E+0	-1.281996E+0	-1.256885E+0	-1.232589E+0	-1.206434E+0	-1.181691E+0	-1.156022E+0	-1.131939E+0	-1.106454E+0	-1.081116E+0	-1.055115E+0	-1.031247E+0	6.808374E-1	7.059228E-1	7.312090E-1	7.565322E-1	7.812476E-1	8.057956E-1	8.313352E-1	8.571708E-1	8.821202E-1	9.076423E-1	9.330320E-1	9.577946E-1	9.835100E-1	1.007277E+0	1.032396E+0
-1.381632E+0	-1.357197E+0	-1.332328E+0	-1.305987E+0	-1.281607E+0	-1.256692E+0	-1.230749E+0	-1.205824E+0	-1.181892E+0	-1.156604E+0	-1.131265E+0	-1.105973E+0	-1.080110E+0	-1.055558E+0	-1.029725E+0	6.799874E-1	7.054123E-1	7.302628E-1	7.556774E-1	7.822929E-1	8.068335E-1	8.322158E-1	8.570478E-1	8.820352E-1	9.066978E-1	9.321930E-1	9.570870E-1	9.829689E-1	1.008313E+0	1.033183E+0
-1.380708E+0	-1.356781E+0	-1.331597E+0	-1.306663E+0	-1.281867E+0	-1.255174E+0	-1.230970E+0	-1.206147E+0	-1.180328E+0	-1.155043E+0	-1.130293E+0	-1.104646E+0	-1.079166E+0	-1.054298E+0	-1.029905E+0	6.812972E-1	7.069922E-1	7.321914E-1	7.572963E-1	7.815732E-1	8.079823E-1	8.316247E-1	8.572670E-1	8.816467E-1	9.081510E-1	9.338331E-1	9.585328E-1	9.830179E-1	1.009016E+0	1.034320E+0
-1.381530E+0	-1.355310E+0	-1.330413E+0	-1.305876E+0	-1.280321E+0	-1.255711E+0	-1.231156E+0	-1.204463E+0	-1.180921E+0	-1.155574E+0	-1.130829E+0	-1.105111E+0	-1.079868E+0	-1.054293E+0	-1.029753E+0	6.819234E-1	7.067045E-1	7.319305E-1	7.578864E-1	7.832364E-1	8.070388E-1	8.333703E-1	8.587970E-1	8.834606E-1	9.082195E-1	9.333484E-1	9.589518E-1	9.845710E-1	1.008323E+0	1.033812E+0
-1.380161E+0	-1.355995E+0	-1.331088E+0	-1.305025E+0	-1.280367E+0	-1.255572E+0	-1.229565E+0	-1.204917E+0	-1.179836E+0	-1.154984E+0	-1.129855E+0	-1.104311E+0	-1.078840E+0	-1.054029E+0	-1.028364E+0	6.811410E-1	7.070550E-1	7.320499E-1	7.570372E-1	7.829145E-1	8.082238E-1	8.327402E-1	8.577248E-1	8.831239E-1	9.080179E-1	9.339284E-1	9.586327E-1	9.840391E-1	1.010153E+0	1.035440E+0
-1.379967E+0	-1.355125E+0	-1.330450E+0	-1.305821E+0	-1.280396E+0	-1.253936E+0	-1.230046E+0	-1.204945E+0	-1.179156E+0	-1.153619E+0	-1.128975E+0	-1.103721E+0	-1.078164E+0	-1.052807E+0	-1.028941E+0	6.827745E-1	7.083964E-1	7.334874E-1	7.586412E-1	7.830986E-1	8.086418E-1	8.335617E-1	8.590921E-1	8.832885E-1	9.097254E-1	9.346897E-1	9.601219E-1	9.847504E-1	1.009941E+0	1.035126E+0
-1.380199E+0	-1.354062E+0	-1.329220E+0	-1.303962E+0	-1.278888E+0	-1.254268E+0	-1.229584E+0	-1.203447E+0	-1.179683E+0	-1.154445E+0	-1.129562E+0	-1.104139E+0	-1.078581E+0	-1.053807E+0	-1.027642E+0	6.826931E-1	7.073937E-1	7.328685E-1	7.583693E-1	7.846914E-1	8.083653E-1	8.348123E-1	8.598330E-1	8.847121E-1	9.090696E-1	9.343761E-1	9.597927E-1	9.859307E-1	1.010034E+0	1.035125E+0
-1.378367E+0	-1.355024E+0	-1.329534E+0	-1.303860E+0	-1.279666E+0	-1.254406E+0	-1.228215E+0	-1.203428E+0	-1.177968E+0	-1.153172E+0	-1.128483E+0	-1.102355E+0	-1.076852E+0	-1.052556E+0	-1.027507E+0	6.827615E-1	7.090754E-1	7.335253E-1	7.587504E-1	7.840161E-1	8.101756E-1	8.338624E-1	8.590847E-1	8.842524E-1	9.103405E-1	9.357664E-1	9.603273E-1	9.850484E-1	1.011458E+0	1.036772E+0
-1.379283E+0	-1.353840E+0	-1.329118E+0	-1.304406E+0	-1.279129E+0	-1.252695E+0	-1.228992E+0	-1.203603E+0	-1.178451E+0	-1.153171E+0	-1.127796E+0	-1.103116E+0	-1.077685E+0	-1.051675E+0	-1.027926E+0	6.840436E-1	7.089495E-1	7.347472E-1	7.599066E-1	7.852937E-1	8.097454E-1	8.344765E-1	8.606091E-1	8.849424E-1	9.105265E-1	9.357432E-1	9.616492E-1	9.867512E-1	1.010579E+0	1.036420E+0
