4.674520E-5	4.692400E-5	4.705810E-5	4.692400E-5	4.711770E-5	4.708790E-5	4.711770E-5	4.716240E-5	4.690160E-5	4.700590E-5	4.696120E-5	4.702830E-5	4.702830E-5	4.697610E-5	4.688670E-5	4.678990E-5	4.664830E-5	4.837690E-5	4.819800E-5	4.808630E-5	4.799690E-5	4.775100E-5	4.775100E-5	4.781060E-5	4.759450E-5	4.775850E-5	4.754240E-5	4.766900E-5	4.744550E-5	4.746790E-5	4.746790E-5	4.738590E-5	4.744550E-5	4.748280E-5
4.673030E-5	4.698360E-5	4.692400E-5	4.684950E-5	4.705060E-5	4.688670E-5	4.714010E-5	4.705810E-5	4.695380E-5	4.696870E-5	4.691650E-5	4.716990E-5	4.702830E-5	4.686440E-5	4.684200E-5	4.667810E-5	4.660360E-5	4.845880E-5	4.818310E-5	4.819060E-5	4.789260E-5	4.781810E-5	4.770630E-5	4.784790E-5	4.754240E-5	4.778080E-5	4.743060E-5	4.781810E-5	4.743060E-5	4.752750E-5	4.739340E-5	4.749770E-5	4.739340E-5	4.754980E-5
4.655150E-5	4.725180E-5	4.667070E-5	4.673030E-5	4.681970E-5	4.655150E-5	4.705810E-5	4.694630E-5	4.684950E-5	4.708050E-5	4.680480E-5	4.738590E-5	4.707300E-5	4.670790E-5	4.668560E-5	4.652170E-5	4.646210E-5	4.851100E-5	4.808630E-5	4.837690E-5	4.772120E-5	4.796710E-5	4.766160E-5	4.799690E-5	4.754240E-5	4.787770E-5	4.721460E-5	4.800430E-5	4.724440E-5	4.766900E-5	4.711770E-5	4.776590E-5	4.721460E-5	4.752000E-5
4.638010E-5	4.741570E-5	4.655150E-5	4.660360E-5	4.680480E-5	4.632790E-5	4.685690E-5	4.708050E-5	4.667810E-5	4.731140E-5	4.664830E-5	4.746040E-5	4.711030E-5	4.680480E-5	4.673770E-5	4.665580E-5	4.642480E-5	4.825760E-5	4.799690E-5	4.830980E-5	4.778080E-5	4.813840E-5	4.781810E-5	4.807140E-5	4.778830E-5	4.804160E-5	4.723690E-5	4.787770E-5	4.719220E-5	4.778830E-5	4.699100E-5	4.780320E-5	4.727420E-5	4.733380E-5
4.655150E-5	4.712520E-5	4.676750E-5	4.676750E-5	4.711770E-5	4.655150E-5	4.686440E-5	4.719220E-5	4.685690E-5	4.726670E-5	4.670790E-5	4.719220E-5	4.693140E-5	4.691650E-5	4.693140E-5	4.681220E-5	4.652170E-5	4.802670E-5	4.814590E-5	4.818310E-5	4.800430E-5	4.803410E-5	4.782550E-5	4.783300E-5	4.789260E-5	4.795960E-5	4.734870E-5	4.765410E-5	4.737100E-5	4.762430E-5	4.715500E-5	4.752750E-5	4.757220E-5	4.734120E-5
4.673030E-5	4.664090E-5	4.690910E-5	4.708050E-5	4.726670E-5	4.684950E-5	4.701340E-5	4.704320E-5	4.711030E-5	4.696120E-5	4.702080E-5	4.696120E-5	4.687930E-5	4.678990E-5	4.693140E-5	4.669300E-5	4.646950E-5	4.813100E-5	4.827250E-5	4.827250E-5	4.801920E-5	4.791490E-5	4.768390E-5	4.769140E-5	4.778080E-5	4.776590E-5	4.730400E-5	4.767650E-5	4.732630E-5	4.749020E-5	4.712520E-5	4.737100E-5	4.758710E-5	4.740080E-5
4.665580E-5	4.633540E-5	4.688670E-5	4.708790E-5	4.705810E-5	4.684200E-5	4.699100E-5	4.702830E-5	4.703570E-5	4.680480E-5	4.724440E-5	4.703570E-5	4.708050E-5	4.680480E-5	4.695380E-5	4.665580E-5	4.655150E-5	4.825760E-5	4.810860E-5	4.821290E-5	4.800430E-5	4.797450E-5	4.770630E-5	4.781810E-5	4.784790E-5	4.784790E-5	4.738590E-5	4.760200E-5	4.726670E-5	4.762430E-5	4.707300E-5	4.746790E-5	4.749020E-5	4.728160E-5
4.669300E-5	4.650680E-5	4.704320E-5	4.693890E-5	4.693140E-5	4.697610E-5	4.701340E-5	4.711770E-5	4.705810E-5	4.697610E-5	4.708790E-5	4.705810E-5	4.709540E-5	4.687930E-5	4.709540E-5	4.679730E-5	4.663340E-5	4.819800E-5	4.806390E-5	4.810120E-5	4.816820E-5	4.793730E-5	4.769140E-5	4.781060E-5	4.787770E-5	4.792980E-5	4.760200E-5	4.746040E-5	4.741570E-5	4.764670E-5	4.731890E-5	4.743060E-5	4.756470E-5	4.731140E-5
4.678240E-5	4.693140E-5	4.717730E-5	4.702830E-5	4.711770E-5	4.713260E-5	4.720710E-5	4.705810E-5	4.716990E-5	4.706560E-5	4.697610E-5	4.693140E-5	4.686440E-5	4.673770E-5	4.699100E-5	4.678990E-5	4.655150E-5	4.831720E-5	4.824270E-5	4.821290E-5	4.819800E-5	4.794470E-5	4.756470E-5	4.774360E-5	4.760200E-5	4.777340E-5	4.756470E-5	4.760200E-5	4.738590E-5	4.743060E-5	4.743810E-5	4.742320E-5	4.753490E-5	4.744550E-5
4.663340E-5	4.700590E-5	4.696870E-5	4.718480E-5	4.720710E-5	4.705810E-5	4.719970E-5	4.708790E-5	4.705810E-5	4.692400E-5	4.704320E-5	4.701340E-5	4.677500E-5	4.671540E-5	4.684200E-5	4.673770E-5	4.662600E-5	4.840670E-5	4.825760E-5	4.815330E-5	4.809370E-5	4.809370E-5	4.769880E-5	4.784040E-5	4.743810E-5	4.777340E-5	4.740080E-5	4.771380E-5	4.724440E-5	4.741570E-5	4.727420E-5	4.754240E-5	4.737100E-5	4.736360E-5
4.654400E-5	4.676750E-5	4.675260E-5	4.707300E-5	4.701340E-5	4.705810E-5	4.711030E-5	4.714750E-5	4.702830E-5	4.687180E-5	4.696120E-5	4.723690E-5	4.694630E-5	4.691650E-5	4.690160E-5	4.688670E-5	4.666320E-5	4.828000E-5	4.819060E-5	4.800430E-5	4.816080E-5	4.801920E-5	4.790750E-5	4.781060E-5	4.755730E-5	4.798940E-5	4.749770E-5	4.767650E-5	4.734120E-5	4.753490E-5	4.725930E-5	4.742320E-5	4.743060E-5	4.731140E-5
