-1.291208E+0	-1.267476E+0	-1.243392E+0	-1.219585E+0	-1.195437E+0	-1.171721E+0	-1.147549E+0	-1.123338E+0	-1.099267E+0	-1.075100E+0	-1.050918E+0	-1.026847E+0	-1.002592E+0	-9.783469E-1	-9.541097E-1	-9.297310E-1	-9.053449E-1	6.866540E-1	7.115654E-1	7.366379E-1	7.616086E-1	7.866266E-1	8.114817E-1	8.365217E-1	8.615276E-1	8.865076E-1	9.113895E-1	9.365156E-1	9.614207E-1	9.863433E-1	1.011282E+0	1.036096E+0	1.060781E+0	1.085743E+0
-1.290949E+0	-1.267216E+0	-1.243197E+0	-1.219382E+0	-1.195243E+0	-1.171344E+0	-1.147255E+0	-1.123047E+0	-1.098928E+0	-1.074738E+0	-1.050575E+0	-1.026548E+0	-1.002316E+0	-9.780426E-1	-9.538248E-1	-9.294267E-1	-9.050230E-1	6.870258E-1	7.119225E-1	7.369996E-1	7.619555E-1	7.869670E-1	8.118840E-1	8.369130E-1	8.619125E-1	8.868258E-1	9.117910E-1	9.369189E-1	9.618092E-1	9.867050E-1	1.011725E+0	1.036466E+0	1.061105E+0	1.086123E+0
-1.290689E+0	-1.266836E+0	-1.242993E+0	-1.219068E+0	-1.195049E+0	-1.171163E+0	-1.146993E+0	-1.122776E+0	-1.098682E+0	-1.074522E+0	-1.050329E+0	-1.026294E+0	-1.002024E+0	-9.777207E-1	-9.535417E-1	-9.291658E-1	-9.047631E-1	6.873107E-1	7.122314E-1	7.373271E-1	7.622978E-1	7.872889E-1	8.121847E-1	8.371055E-1	8.622316E-1	8.871764E-1	9.120296E-1	9.371465E-1	9.620803E-1	9.869936E-1	1.011985E+0	1.036697E+0	1.061585E+0	1.086456E+0
-1.290356E+0	-1.266578E+0	-1.242679E+0	-1.218855E+0	-1.194660E+0	-1.170870E+0	-1.146722E+0	-1.122506E+0	-1.098395E+0	-1.074225E+0	-1.050117E+0	-1.025999E+0	-1.001765E+0	-9.775117E-1	-9.532634E-1	-9.288634E-1	-9.045346E-1	6.875956E-1	7.125136E-1	7.375583E-1	7.625587E-1	7.875978E-1	8.124233E-1	8.374311E-1	8.625072E-1	8.874668E-1	9.123654E-1	9.374980E-1	9.623531E-1	9.873228E-1	1.012207E+0	1.037049E+0	1.061771E+0	1.086696E+0
-1.290209E+0	-1.266328E+0	-1.242421E+0	-1.218614E+0	-1.194318E+0	-1.170628E+0	-1.146523E+0	-1.122252E+0	-1.098169E+0	-1.074008E+0	-1.049837E+0	-1.025785E+0	-1.001549E+0	-9.771999E-1	-9.530201E-1	-9.286590E-1	-9.042423E-1	6.879027E-1	7.128550E-1	7.378913E-1	7.628667E-1	7.878309E-1	8.127193E-1	8.377927E-1	8.627875E-1	8.877055E-1	9.126901E-1	9.377931E-1	9.626870E-1	9.875782E-1	1.012391E+0	1.037372E+0	1.062039E+0	1.087001E+0
-1.289940E+0	-1.266042E+0	-1.242051E+0	-1.218402E+0	-1.194133E+0	-1.170380E+0	-1.146243E+0	-1.122012E+0	-1.097900E+0	-1.073719E+0	-1.049593E+0	-1.025478E+0	-1.001266E+0	-9.770019E-1	-9.527066E-1	-9.283861E-1	-9.040000E-1	6.881516E-1	7.131176E-1	7.382132E-1	7.631082E-1	7.881592E-1	8.130162E-1	8.380378E-1	8.631093E-1	8.880607E-1	9.129538E-1	9.381085E-1	9.629599E-1	9.878927E-1	1.012808E+0	1.037706E+0	1.062363E+0	1.087288E+0
-1.289561E+0	-1.265857E+0	-1.241995E+0	-1.218088E+0	-1.193902E+0	-1.170110E+0	-1.145965E+0	-1.121731E+0	-1.097620E+0	-1.073477E+0	-1.049327E+0	-1.025252E+0	-1.001025E+0	-9.767319E-1	-9.524753E-1	-9.281419E-1	-9.038076E-1	6.884956E-1	7.133998E-1	7.384676E-1	7.634513E-1	7.884608E-1	8.133030E-1	8.383338E-1	8.634044E-1	8.883382E-1	9.132589E-1	9.383953E-1	9.632531E-1	9.881609E-1	1.012992E+0	1.037918E+0	1.062668E+0	1.087584E+0
-1.289367E+0	-1.265514E+0	-1.241653E+0	-1.217846E+0	-1.193698E+0	-1.169824E+0	-1.145724E+0	-1.121486E+0	-1.097395E+0	-1.073221E+0	-1.049055E+0	-1.025037E+0	-1.000752E+0	-9.764442E-1	-9.522348E-1	-9.278709E-1	-9.034820E-1	6.887602E-1	7.136893E-1	7.388080E-1	7.637510E-1	7.887189E-1	8.135916E-1	8.386605E-1	8.637005E-1	8.886111E-1	9.135984E-1	9.386820E-1	9.635685E-1	9.884366E-1	1.013381E+0	1.038261E+0	1.062991E+0	1.087926E+0
-1.289052E+0	-1.265209E+0	-1.241532E+0	-1.217606E+0	-1.193374E+0	-1.169590E+0	-1.145465E+0	-1.121250E+0	-1.097167E+0	-1.072980E+0	-1.048765E+0	-1.024747E+0	-1.000524E+0	-9.762268E-1	-9.519980E-1	-9.276313E-1	-9.032257E-1	6.890395E-1	7.140029E-1	7.390837E-1	7.639943E-1	7.890445E-1	8.139108E-1	8.389509E-1	8.639900E-1	8.889210E-1	9.138426E-1	9.389558E-1	9.638997E-1	9.887446E-1	1.013705E+0	1.038501E+0	1.063214E+0	1.088324E+0
-1.288739E+0	-1.265080E+0	-1.241107E+0	-1.217319E+0	-1.193124E+0	-1.169340E+0	-1.145201E+0	-1.120948E+0	-1.096889E+0	-1.072703E+0	-1.048549E+0	-1.024463E+0	-1.000221E+0	-9.759992E-1	-9.516945E-1	-9.273057E-1	-9.029990E-1	6.893485E-1	7.142693E-1	7.393492E-1	7.642885E-1	7.893858E-1	8.142141E-1	8.392551E-1	8.642814E-1	8.892484E-1	9.141081E-1	9.392500E-1	9.641651E-1	9.890388E-1	1.014093E+0	1.038797E+0	1.063473E+0	1.088500E+0
