-6.500000E-2	4.832760E-4	2.026570E-5	7.296328E-1
-6.450000E-2	4.832760E-4	2.193460E-5	7.299409E-1
-6.400000E-2	4.816070E-4	2.408040E-5	7.303404E-1
-6.350000E-2	4.799380E-4	2.264990E-5	7.307308E-1
-6.300000E-2	4.811310E-4	2.098100E-5	7.311878E-1
-6.250000E-2	4.820840E-4	2.145780E-5	7.316031E-1
-6.200000E-2	4.813690E-4	2.121940E-5	7.319861E-1
-6.150000E-2	4.820840E-4	1.859680E-5	7.324078E-1
-6.100000E-2	4.844680E-4	1.835830E-5	7.328509E-1
-6.050000E-2	4.844680E-4	2.026570E-5	7.332635E-1
-6.000000E-2	4.827990E-4	1.978890E-5	7.336918E-1
-5.950000E-2	4.837530E-4	1.859680E-5	7.341237E-1
-5.900000E-2	4.839920E-4	2.002730E-5	7.345862E-1
-5.850000E-2	4.816070E-4	2.026570E-5	7.349711E-1
-5.800000E-2	4.813690E-4	1.931200E-5	7.353550E-1
-5.750000E-2	4.818460E-4	2.026570E-5	7.358027E-1
-5.700000E-2	4.804150E-4	2.121940E-5	7.362124E-1
-5.650000E-2	4.801770E-4	2.074250E-5	7.366037E-1
-5.600000E-2	4.799380E-4	2.169620E-5	7.370625E-1
-5.550000E-2	4.777930E-4	2.217300E-5	7.374862E-1
-5.500000E-2	4.763620E-4	2.002730E-5	7.378700E-1
-5.450000E-2	4.775540E-4	1.931200E-5	7.383215E-1
-5.400000E-2	4.770770E-4	2.098100E-5	7.387609E-1
-5.350000E-2	4.756470E-4	2.074250E-5	7.391345E-1
-5.300000E-2	4.770770E-4	1.955040E-5	7.395619E-1
-5.250000E-2	4.780310E-4	2.098100E-5	7.399670E-1
-5.200000E-2	4.761240E-4	2.121940E-5	7.403621E-1
-5.150000E-2	4.761240E-4	1.931200E-5	7.408061E-1
-5.100000E-2	4.775540E-4	1.931200E-5	7.411955E-1
-5.050000E-2	4.761240E-4	2.026570E-5	7.416422E-1
-5.000000E-2	4.754090E-4	1.859680E-5	7.420197E-1
-4.950000E-2	4.763620E-4	1.859680E-5	7.424443E-1
-4.900000E-2	4.751700E-4	2.074250E-5	7.428929E-1
-4.850000E-2	4.730240E-4	2.050410E-5	7.432370E-1
-4.800000E-2	4.730240E-4	1.978890E-5	7.436976E-1
-4.750000E-2	4.727860E-4	2.098100E-5	7.441018E-1
-4.700000E-2	4.715940E-4	2.026570E-5	7.444802E-1
-4.650000E-2	4.730240E-4	1.859680E-5	7.448743E-1
-4.600000E-2	4.742160E-4	1.978890E-5	7.453331E-1
-4.550000E-2	4.723090E-4	2.026570E-5	7.457391E-1
-4.500000E-2	4.713550E-4	1.811990E-5	7.461730E-1
-4.450000E-2	4.723090E-4	1.764310E-5	7.465800E-1
-4.400000E-2	4.715940E-4	2.002730E-5	7.470453E-1
-4.350000E-2	4.689710E-4	2.026570E-5	7.473995E-1
-4.300000E-2	4.687330E-4	1.955040E-5	7.478149E-1
-4.250000E-2	4.696860E-4	2.145780E-5	7.482403E-1
-4.200000E-2	4.682560E-4	2.288830E-5	7.486501E-1
-4.150000E-2	4.658720E-4	2.098100E-5	7.490433E-1
-4.100000E-2	4.665870E-4	1.931200E-5	7.494586E-1
-4.050000E-2	4.665870E-4	2.026570E-5	7.498453E-1
-4.000000E-2	4.649180E-4	2.026570E-5	7.502217E-1
-3.950000E-2	4.649180E-4	1.931200E-5	7.506509E-1
-3.900000E-2	4.649180E-4	2.050410E-5	7.510904E-1
