-1.396902E+0	-1.375750E+0	-1.350547E+0	-1.325298E+0	-1.300558E+0	-1.276345E+0	-1.250873E+0	-1.225698E+0	-1.200135E+0	-1.174921E+0	-1.149521E+0	-1.124048E+0	-1.098804E+0	-1.073168E+0	-1.048036E+0	-1.022399E+0	-9.970275E-1	-9.718783E-1	-9.464127E-1	-9.211025E-1	-8.956823E-1	-8.701963E-1	-8.449481E-1	-8.194658E-1	-7.939715E-1	-7.687066E-1	-7.432318E-1	-7.179975E-1	-6.923848E-1	-6.671402E-1	-6.418568E-1	-6.160666E-1	-5.909321E-1	6.277927E-1	6.534136E-1	6.786813E-1	7.041848E-1	7.296328E-1	7.550429E-1	7.801432E-1	8.058187E-1	8.314379E-1	8.565585E-1	8.819779E-1	9.071539E-1	9.328091E-1	9.583950E-1	9.835571E-1	1.008793E+0	1.034302E+0
-1.396541E+0	-1.375583E+0	-1.350196E+0	-1.325030E+0	-1.300160E+0	-1.275984E+0	-1.250588E+0	-1.225394E+0	-1.199803E+0	-1.174663E+0	-1.149178E+0	-1.123742E+0	-1.098471E+0	-1.072858E+0	-1.047717E+0	-1.022104E+0	-9.967473E-1	-9.715739E-1	-9.460843E-1	-9.208213E-1	-8.954232E-1	-8.699003E-1	-8.446039E-1	-8.191828E-1	-7.936163E-1	-7.683413E-1	-7.429136E-1	-7.176941E-1	-6.921369E-1	-6.667887E-1	-6.415424E-1	-6.157761E-1	-5.906343E-1	6.281302E-1	6.537660E-1	6.791382E-1	7.045131E-1	7.299409E-1	7.553814E-1	7.804826E-1	8.061074E-1	8.317691E-1	8.569516E-1	8.822923E-1	9.074989E-1	9.331597E-1	9.586586E-1	9.838698E-1	1.009044E+0	1.034718E+0
-1.396060E+0	-1.375066E+0	-1.349983E+0	-1.324494E+0	-1.299744E+0	-1.275531E+0	-1.250264E+0	-1.224913E+0	-1.199377E+0	-1.174257E+0	-1.148724E+0	-1.123372E+0	-1.098012E+0	-1.072402E+0	-1.047259E+0	-1.021704E+0	-9.963357E-1	-9.711207E-1	-9.456820E-1	-9.203773E-1	-8.949792E-1	-8.694915E-1	-8.442460E-1	-8.187452E-1	-7.932352E-1	-7.678880E-1	-7.424576E-1	-7.172870E-1	-6.917012E-1	-6.663595E-1	-6.411372E-1	-6.153709E-1	-5.901792E-1	6.285150E-1	6.542138E-1	6.794139E-1	7.049081E-1	7.303404E-1	7.558366E-1	7.809294E-1	8.065449E-1	8.321538E-1	8.573290E-1	8.827280E-1	9.078809E-1	9.335427E-1	9.590360E-1	9.842398E-1	1.009553E+0	1.035088E+0
-1.395783E+0	-1.374723E+0	-1.349391E+0	-1.324142E+0	-1.299383E+0	-1.275188E+0	-1.249819E+0	-1.224570E+0	-1.199008E+0	-1.173857E+0	-1.148350E+0	-1.122970E+0	-1.097611E+0	-1.071974E+0	-1.046866E+0	-1.021262E+0	-9.959102E-1	-9.707165E-1	-9.452519E-1	-9.199509E-1	-8.945343E-1	-8.689994E-1	-8.438501E-1	-8.182948E-1	-7.928523E-1	-7.674653E-1	-7.420645E-1	-7.168680E-1	-6.912682E-1	-6.659571E-1	-6.406978E-1	-6.149307E-1	-5.897925E-1	6.290044E-1	6.546069E-1	6.798171E-1	7.053022E-1	7.307308E-1	7.562629E-1	7.812929E-1	8.069815E-1	8.325942E-1	8.577221E-1	8.831729E-1	9.083000E-1	9.339450E-1	9.595291E-1	9.847163E-1	1.009849E+0	1.035541E+0
-1.395283E+0	-1.374400E+0	-1.348929E+0	-1.323707E+0	-1.298967E+0	-1.274791E+0	-1.249394E+0	-1.224117E+0	-1.198711E+0	-1.173385E+0	-1.147938E+0	-1.122481E+0	-1.097183E+0	-1.071548E+0	-1.046445E+0	-1.020833E+0	-9.954847E-1	-9.702688E-1	-9.448245E-1	-9.195642E-1	-8.941402E-1	-8.685979E-1	-8.433783E-1	-8.179229E-1	-7.923934E-1	-7.670472E-1	-7.416592E-1	-7.163981E-1	-6.907956E-1	-6.654789E-1	-6.402733E-1	-6.145015E-1	-5.894188E-1	6.294030E-1	6.550167E-1	6.802825E-1	7.057814E-1	7.311878E-1	7.566617E-1	7.817804E-1	8.073801E-1	8.330159E-1	8.581680E-1	8.835725E-1	9.087422E-1	9.343742E-1	9.598972E-1	9.851463E-1	1.010375E+0	1.035939E+0
-1.394868E+0	-1.373799E+0	-1.348503E+0	-1.323264E+0	-1.298579E+0	-1.274227E+0	-1.249024E+0	-1.223849E+0	-1.198192E+0	-1.172955E+0	-1.147525E+0	-1.122110E+0	-1.096774E+0	-1.071084E+0	-1.046017E+0	-1.020434E+0	-9.950942E-1	-9.698387E-1	-9.444185E-1	-9.191480E-1	-8.937351E-1	-8.682334E-1	-8.429935E-1	-8.174816E-1	-7.919911E-1	-7.666494E-1	-7.411487E-1	-7.160327E-1	-6.904450E-1	-6.650211E-1	-6.398265E-1	-6.141185E-1	-5.889202E-1	6.298046E-1	6.554616E-1	6.807015E-1	7.061689E-1	7.316031E-1	7.570983E-1	7.822235E-1	8.077937E-1	8.333785E-1	8.585999E-1	8.839897E-1	9.091371E-1	9.348127E-1	9.602848E-1	9.855478E-1	1.010773E+0	1.036300E+0
-1.394461E+0	-1.373503E+0	-1.348078E+0	-1.322996E+0	-1.298246E+0	-1.273940E+0	-1.248478E+0	-1.223322E+0	-1.197786E+0	-1.172564E+0	-1.147041E+0	-1.121709E+0	-1.096336E+0	-1.070661E+0	-1.045630E+0	-1.019988E+0	-9.946188E-1	-9.693864E-1	-9.439448E-1	-9.186874E-1	-8.932550E-1	-8.677275E-1	-8.425699E-1	-8.169923E-1	-7.915535E-1	-7.662600E-1	-7.407732E-1	-7.156304E-1	-6.899889E-1	-6.646362E-1	-6.393889E-1	-6.136533E-1	-5.885114E-1	6.302485E-1	6.558390E-1	6.811381E-1	7.065925E-1	7.319861E-1	7.575062E-1	7.826240E-1	8.082524E-1	8.338327E-1	8.589876E-1	8.844291E-1	9.095867E-1	9.352114E-1	9.607990E-1	9.859437E-1	1.011171E+0	1.036809E+0
-1.394100E+0	-1.372948E+0	-1.347855E+0	-1.322394E+0	-1.298172E+0	-1.273505E+0	-1.248136E+0	-1.222868E+0	-1.197361E+0	-1.172102E+0	-1.146613E+0	-1.121273E+0	-1.095955E+0	-1.070265E+0	-1.045272E+0	-1.019556E+0	-9.941721E-1	-9.689895E-1	-9.435091E-1	-9.182794E-1	-8.928647E-1	-8.673047E-1	-8.420806E-1	-8.166269E-1	-7.910855E-1	-7.657910E-1	-7.403735E-1	-7.151429E-1	-6.895478E-1	-6.642320E-1	-6.389968E-1	-6.132425E-1	-5.881405E-1	6.306185E-1	6.562932E-1	6.815553E-1	7.070450E-1	7.324078E-1	7.579133E-1	7.829885E-1	8.086345E-1	8.342610E-1	8.594010E-1	8.848352E-1	9.100067E-1	9.356156E-1	9.611746E-1	9.864181E-1	1.011716E+0	1.037234E+0
-1.393637E+0	-1.372458E+0	-1.347320E+0	-1.321960E+0	-1.297959E+0	-1.273098E+0	-1.247572E+0	-1.222563E+0	-1.196861E+0	-1.171674E+0	-1.146203E+0	-1.120841E+0	-1.095526E+0	-1.069904E+0	-1.044780E+0	-1.019157E+0	-9.937965E-1	-9.686019E-1	-9.431206E-1	-9.178391E-1	-8.924493E-1	-8.669338E-1	-8.416532E-1	-8.162292E-1	-7.906526E-1	-7.653692E-1	-7.398869E-1	-7.147266E-1	-6.891195E-1	-6.637575E-1	-6.385823E-1	-6.127921E-1	-5.876604E-1	6.310320E-1	6.567576E-1	6.819197E-1	7.074677E-1	7.328509E-1	7.583517E-1	7.834427E-1	8.090480E-1	8.346523E-1	8.598533E-1	8.852144E-1	9.104627E-1	9.361031E-1	9.615789E-1	9.867771E-1	1.011994E+0	1.037687E+0
-1.393156E+0	-1.372189E+0	-1.346866E+0	-1.321709E+0	-1.297866E+0	-1.272497E+0	-1.247193E+0	-1.222017E+0	-1.196491E+0	-1.171249E+0	-1.145715E+0	-1.120450E+0	-1.095024E+0	-1.069418E+0	-1.044369E+0	-1.018671E+0	-9.933729E-1	-9.681441E-1	-9.426896E-1	-9.174090E-1	-8.919757E-1	-8.664916E-1	-8.412193E-1	-8.157741E-1	-7.903372E-1	-7.649456E-1	-7.395068E-1	-7.142215E-1	-6.887337E-1	-6.633828E-1	-6.381226E-1	-6.124109E-1	-5.871895E-1	6.315083E-1	6.571220E-1	6.823795E-1	7.078636E-1	7.332635E-1	7.587179E-1	7.838617E-1	8.094652E-1	8.351250E-1	8.602549E-1	8.856991E-1	9.108474E-1	9.365230E-1	9.619887E-1	9.871554E-1	1.012511E+0	1.037983E+0
-1.392759E+0	-1.371727E+0	-1.346506E+0	-1.321321E+0	-1.297691E+0	-1.272118E+0	-1.246832E+0	-1.221611E+0	-1.196001E+0	-1.170850E+0	-1.145363E+0	-1.119994E+0	-1.094601E+0	-1.068989E+0	-1.043955E+0	-1.018264E+0	-9.929058E-1	-9.677065E-1	-9.422835E-1	-9.169400E-1	-8.915530E-1	-8.660338E-1	-8.407772E-1	-8.153347E-1	-7.898016E-1	-7.645265E-1	-7.390970E-1	-7.138099E-1	-6.882703E-1	-6.629360E-1	-6.377082E-1	-6.119707E-1	-5.868131E-1	6.318682E-1	6.575825E-1	6.828096E-1	7.083084E-1	7.336918E-1	7.591740E-1	7.842548E-1	8.099276E-1	8.355293E-1	8.606480E-1	8.860664E-1	9.112684E-1	9.368977E-1	9.624355E-1	9.876578E-1	1.012873E+0	1.038455E+0
-1.392305E+0	-1.371320E+0	-1.345969E+0	-1.320711E+0	-1.297293E+0	-1.271655E+0	-1.246259E+0	-1.221176E+0	-1.195603E+0	-1.170408E+0	-1.144920E+0	-1.119487E+0	-1.094183E+0	-1.068604E+0	-1.043529E+0	-1.017861E+0	-9.925366E-1	-9.673041E-1	-9.418672E-1	-9.165792E-1	-8.911811E-1	-8.656323E-1	-8.403424E-1	-8.149842E-1	-7.893835E-1	-7.640973E-1	-7.386363E-1	-7.133160E-1	-6.878078E-1	-6.624874E-1	-6.373355E-1	-6.115165E-1	-5.863820E-1	6.323085E-1	6.579831E-1	6.832110E-1	7.087340E-1	7.341237E-1	7.595700E-1	7.847035E-1	8.103171E-1	8.359436E-1	8.611067E-1	8.864705E-1	9.116790E-1	9.373435E-1	9.628230E-1	9.880434E-1	1.013262E+0	1.038843E+0
-1.391871E+0	-1.370987E+0	-1.345563E+0	-1.320396E+0	-1.296951E+0	-1.271230E+0	-1.245963E+0	-1.220760E+0	-1.195206E+0	-1.169975E+0	-1.144478E+0	-1.119146E+0	-1.093746E+0	-1.068170E+0	-1.043064E+0	-1.017437E+0	-9.921102E-1	-9.668906E-1	-9.414140E-1	-9.161417E-1	-8.907260E-1	-8.652187E-1	-8.399576E-1	-8.145300E-1	-7.890125E-1	-7.636570E-1	-7.382136E-1	-7.129312E-1	-6.874508E-1	-6.620878E-1	-6.368508E-1	-6.111252E-1	-5.859546E-1	6.327321E-1	6.584041E-1	6.835977E-1	7.090975E-1	7.345862E-1	7.600353E-1	7.851216E-1	8.107370E-1	8.363589E-1	8.614805E-1	8.869424E-1	9.121258E-1	9.377588E-1	9.632152E-1	9.884394E-1	1.013686E+0	1.039454E+0
-1.391603E+0	-1.370468E+0	-1.345238E+0	-1.319962E+0	-1.296350E+0	-1.270888E+0	-1.245574E+0	-1.220344E+0	-1.194789E+0	-1.169600E+0	-1.144050E+0	-1.118678E+0	-1.093309E+0	-1.067702E+0	-1.042666E+0	-1.016975E+0	-9.916107E-1	-9.664475E-1	-9.410014E-1	-9.156635E-1	-8.902727E-1	-8.647693E-1	-8.395173E-1	-8.141017E-1	-7.885538E-1	-7.632213E-1	-7.378575E-1	-7.125501E-1	-6.870169E-1	-6.616392E-1	-6.364538E-1	-6.107135E-1	-5.855338E-1	6.331123E-1	6.588471E-1	6.840435E-1	7.095508E-1	7.349711E-1	7.604200E-1	7.854989E-1	8.111930E-1	8.367678E-1	8.619087E-1	8.873808E-1	9.124976E-1	9.381733E-1	9.636833E-1	9.889166E-1	1.014103E+0	1.039721E+0
-1.391149E+0	-1.369998E+0	-1.344794E+0	-1.319601E+0	-1.296035E+0	-1.270435E+0	-1.245159E+0	-1.220030E+0	-1.194410E+0	-1.169205E+0	-1.143656E+0	-1.118252E+0	-1.092898E+0	-1.067299E+0	-1.042250E+0	-1.016564E+0	-9.912665E-1	-9.660073E-1	-9.405870E-1	-9.152721E-1	-8.899315E-1	-8.643641E-1	-8.390743E-1	-8.136734E-1	-7.881078E-1	-7.627866E-1	-7.374098E-1	-7.120718E-1	-6.866053E-1	-6.611906E-1	-6.360376E-1	-6.102621E-1	-5.851304E-1	6.335674E-1	6.593050E-1	6.844376E-1	7.099883E-1	7.353550E-1	7.608363E-1	7.859716E-1	8.115714E-1	8.372026E-1	8.623805E-1	8.877536E-1	9.129453E-1	9.385599E-1	9.640903E-1	9.893403E-1	1.014547E+0	1.040203E+0
-1.390622E+0	-1.369664E+0	-1.344351E+0	-1.319083E+0	-1.295573E+0	-1.270129E+0	-1.244604E+0	-1.219484E+0	-1.193865E+0	-1.168686E+0	-1.143231E+0	-1.117863E+0	-1.092420E+0	-1.066884E+0	-1.041839E+0	-1.016188E+0	-9.907948E-1	-9.656178E-1	-9.401902E-1	-9.148652E-1	-8.894486E-1	-8.639395E-1	-8.386830E-1	-8.132636E-1	-7.876944E-1	-7.624129E-1	-7.369399E-1	-7.116528E-1	-6.861521E-1	-6.607966E-1	-6.355815E-1	-6.098366E-1	-5.846958E-1	6.339893E-1	6.596620E-1	6.848455E-1	7.103574E-1	7.358027E-1	7.612923E-1	7.864286E-1	8.119635E-1	8.375874E-1	8.627422E-1	8.881846E-1	9.134329E-1	9.390104E-1	9.645139E-1	9.897464E-1	1.014982E+0	1.040675E+0
-1.390188E+0	-1.369174E+0	-1.343944E+0	-1.318676E+0	-1.295157E+0	-1.269769E+0	-1.244335E+0	-1.219077E+0	-1.193421E+0	-1.168263E+0	-1.142774E+0	-1.117463E+0	-1.091977E+0	-1.066418E+0	-1.041374E+0	-1.015767E+0	-9.903768E-1	-9.651535E-1	-9.397036E-1	-9.143981E-1	-8.890129E-1	-8.634928E-1	-8.382260E-1	-8.128001E-1	-7.872726E-1	-7.619828E-1	-7.365098E-1	-7.112458E-1	-6.857108E-1	-6.604366E-1	-6.351645E-1	-6.094444E-1	-5.842535E-1	6.344037E-1	6.600700E-1	6.852831E-1	7.107847E-1	7.362124E-1	7.616947E-1	7.868217E-1	8.124298E-1	8.380462E-1	8.631104E-1	8.886656E-1	9.137834E-1	9.394090E-1	9.649107E-1	9.901322E-1	1.015380E+0	1.040989E+0
-1.389873E+0	-1.368758E+0	-1.343528E+0	-1.318260E+0	-1.294648E+0	-1.269241E+0	-1.243799E+0	-1.218596E+0	-1.192995E+0	-1.167865E+0	-1.142367E+0	-1.117011E+0	-1.091652E+0	-1.066023E+0	-1.040951E+0	-1.015335E+0	-9.899318E-1	-9.647345E-1	-9.392901E-1	-9.140151E-1	-8.886207E-1	-8.630783E-1	-8.377700E-1	-8.124144E-1	-7.868166E-1	-7.614925E-1	-7.360990E-1	-7.108222E-1	-6.852613E-1	-6.599825E-1	-6.347703E-1	-6.089458E-1	-5.838448E-1	6.348236E-1	6.605381E-1	6.857040E-1	7.112473E-1	7.366037E-1	7.620870E-1	7.872222E-1	8.128516E-1	8.384550E-1	8.636098E-1	8.890514E-1	9.142247E-1	9.398244E-1	9.653094E-1	9.906048E-1	1.015952E+0	1.041442E+0
-1.389521E+0	-1.368286E+0	-1.343038E+0	-1.317936E+0	-1.294315E+0	-1.268761E+0	-1.243419E+0	-1.218152E+0	-1.192718E+0	-1.167439E+0	-1.142002E+0	-1.116559E+0	-1.091236E+0	-1.065586E+0	-1.040544E+0	-1.014890E+0	-9.895423E-1	-9.643386E-1	-9.388980E-1	-9.135738E-1	-8.881869E-1	-8.626944E-1	-8.373787E-1	-8.119852E-1	-7.863984E-1	-7.611327E-1	-7.356957E-1	-7.103661E-1	-6.849144E-1	-6.595654E-1	-6.343958E-1	-6.085139E-1	-5.834220E-1	6.351964E-1	6.609275E-1	6.861276E-1	7.116478E-1	7.370625E-1	7.625716E-1	7.876515E-1	8.132364E-1	8.388620E-1	8.640336E-1	8.894575E-1	9.146881E-1	9.403156E-1	9.657184E-1	9.909943E-1	1.016165E+0	1.041812E+0
-1.388976E+0	-1.367861E+0	-1.342732E+0	-1.317363E+0	-1.293889E+0	-1.268409E+0	-1.242929E+0	-1.217726E+0	-1.192182E+0	-1.167019E+0	-1.141509E+0	-1.116153E+0	-1.090760E+0	-1.065184E+0	-1.040090E+0	-1.014426E+0	-9.890678E-1	-9.639454E-1	-9.384465E-1	-9.131391E-1	-8.877780E-1	-8.622670E-1	-8.370022E-1	-8.115412E-1	-7.859961E-1	-7.606988E-1	-7.352249E-1	-7.099776E-1	-6.844704E-1	-6.591611E-1	-6.339360E-1	-6.081152E-1	-5.829853E-1	6.356774E-1	6.613280E-1	6.865106E-1	7.120539E-1	7.374862E-1	7.629703E-1	7.880529E-1	8.136943E-1	8.392404E-1	8.643507E-1	8.898894E-1	9.150544E-1	9.407032E-1	9.661170E-1	9.913957E-1	1.016683E+0	1.042265E+0
