-1.135116E+0	-1.039639E+0	-9.443388E-1	-8.388966E-1	-7.428905E-1	-6.329971E-1	-5.366968E-1	-4.428570E-1	-3.426328E-1	-2.404050E-1	-1.440955E-1	-3.748197E-2	5.440899E-2	1.563644E-1	2.584886E-1	3.627070E-1	4.568956E-1	5.581789E-1	6.635213E-1	7.506769E-1	8.545863E-1	1.102844E+0	1.352773E+0	1.604274E+0	1.858994E+0	2.106304E+0	2.358610E+0	2.607179E+0	2.858587E+0	3.113761E+0	3.363597E+0	3.607228E+0	3.858867E+0	4.107464E+0	4.355450E+0	4.611585E+0	4.856714E+0	5.107291E+0	5.356960E+0	5.609627E+0	5.855708E+0	6.108634E+0	6.357204E+0	6.596885E+0	6.850088E+0	7.100055E+0	7.344758E+0
-1.139645E+0	-1.031619E+0	-9.341618E-1	-8.402277E-1	-7.318070E-1	-6.361810E-1	-5.334362E-1	-4.378342E-1	-3.367720E-1	-2.329901E-1	-1.399588E-1	-4.151297E-2	6.667632E-2	1.582432E-1	2.605801E-1	3.595010E-1	4.616529E-1	5.589133E-1	6.579314E-1	7.634782E-1	8.578692E-1	1.111769E+0	1.361171E+0	1.617592E+0	1.862026E+0	2.115840E+0	2.365177E+0	2.611684E+0	2.865931E+0	3.111004E+0	3.357521E+0	3.609964E+0	3.864120E+0	4.118211E+0	4.368389E+0	4.608616E+0	4.867488E+0	5.108224E+0	5.361297E+0	5.603892E+0	5.852777E+0	6.104491E+0	6.353717E+0	6.601139E+0	6.845908E+0	7.096947E+0	7.343907E+0
-1.128510E+0	-1.036710E+0	-9.306671E-1	-8.321856E-1	-7.352341E-1	-6.359118E-1	-5.365978E-1	-4.331777E-1	-3.298704E-1	-2.362063E-1	-1.297161E-1	-3.245587E-2	6.071076E-2	1.688318E-1	2.675917E-1	3.632029E-1	4.670032E-1	5.593010E-1	6.659614E-1	7.631590E-1	8.664811E-1	1.115478E+0	1.364593E+0	1.612016E+0	1.858716E+0	2.111604E+0	2.359914E+0	2.619267E+0	2.862065E+0	3.113622E+0	3.364873E+0	3.619325E+0	3.873599E+0	4.111895E+0	4.362720E+0	4.615729E+0	4.861801E+0	5.118768E+0	5.359281E+0	5.613576E+0	5.866169E+0	6.113860E+0	6.361153E+0	6.610444E+0	6.858514E+0	7.101553E+0	7.350215E+0
-1.126491E+0	-1.024486E+0	-9.328095E-1	-8.301498E-1	-7.298950E-1	-6.261760E-1	-5.272090E-1	-4.355439E-1	-3.364121E-1	-2.263624E-1	-1.380060E-1	-3.065510E-2	6.749784E-2	1.640318E-1	2.629565E-1	3.695614E-1	4.617037E-1	5.685270E-1	6.663693E-1	7.640868E-1	8.613491E-1	1.111252E+0	1.361402E+0	1.616224E+0	1.870647E+0	2.119400E+0	2.369773E+0	2.615050E+0	2.872238E+0	3.121918E+0	3.371708E+0	3.616670E+0	3.866386E+0	4.121032E+0	4.366623E+0	4.619021E+0	4.872261E+0	5.114255E+0	5.367773E+0	5.613659E+0	5.861915E+0	6.111113E+0	6.359830E+0	6.606338E+0	6.856248E+0	7.108092E+0	7.353479E+0
-1.130565E+0	-1.029046E+0	-9.225511E-1	-8.309720E-1	-7.252440E-1	-6.312895E-1	-5.294964E-1	-4.257452E-1	-3.262582E-1	-2.306933E-1	-1.309047E-1	-3.306863E-2	7.173121E-2	1.676607E-1	2.700318E-1	3.661453E-1	4.746706E-1	5.639185E-1	6.665895E-1	7.715905E-1	8.720173E-1	1.120602E+0	1.373157E+0	1.623807E+0	1.864792E+0	2.119715E+0	2.367119E+0	2.625362E+0	2.868789E+0	3.115933E+0	3.366038E+0	3.619713E+0	3.875802E+0	4.122409E+0	4.374105E+0	4.616488E+0	4.868488E+0	5.118954E+0	5.365146E+0	5.613271E+0	5.866270E+0	6.114276E+0	6.362911E+0	6.615614E+0	6.858439E+0	7.103588E+0	7.353036E+0
-1.122176E+0	-1.021216E+0	-9.260829E-1	-8.221178E-1	-7.299551E-1	-6.233326E-1	-5.264245E-1	-4.306820E-1	-3.277151E-1	-2.270330E-1	-1.234334E-1	-2.304189E-2	6.658689E-2	1.789274E-1	2.729753E-1	3.747775E-1	4.704775E-1	5.736739E-1	6.741237E-1	7.664742E-1	8.726648E-1	1.118290E+0	1.367173E+0	1.618166E+0	1.872894E+0	2.119365E+0	2.370560E+0	2.620247E+0	2.869547E+0	3.126163E+0	3.377229E+0	3.625919E+0	3.874506E+0	4.121717E+0	4.370415E+0	4.627577E+0	4.875082E+0	5.123207E+0	5.372220E+0	5.624305E+0	5.869600E+0	6.123330E+0	6.370846E+0	6.614226E+0	6.866182E+0	7.114898E+0	7.359667E+0
-1.120102E+0	-1.023000E+0	-9.210702E-1	-8.207831E-1	-7.184192E-1	-6.174652E-1	-5.176563E-1	-4.189010E-1	-3.259132E-1	-2.188874E-1	-1.284794E-1	-2.650310E-2	7.846282E-2	1.715531E-1	2.719503E-1	3.730394E-1	4.765216E-1	5.744138E-1	6.739146E-1	7.761240E-1	8.691035E-1	1.124718E+0	1.375377E+0	1.630614E+0	1.875521E+0	2.129260E+0	2.377977E+0	2.628304E+0	2.881710E+0	3.125746E+0	3.375546E+0	3.623560E+0	3.878447E+0	4.130040E+0	4.378193E+0	4.625162E+0	4.877533E+0	5.122329E+0	5.373053E+0	5.617127E+0	5.868897E+0	6.118826E+0	6.368053E+0	6.616474E+0	6.859430E+0	7.113650E+0	7.355283E+0
-1.122697E+0	-1.023543E+0	-9.167448E-1	-8.239799E-1	-7.189049E-1	-6.228238E-1	-5.249519E-1	-4.191823E-1	-3.152876E-1	-2.241331E-1	-1.183487E-1	-2.014290E-2	7.782192E-2	1.787905E-1	2.828284E-1	3.724373E-1	4.790320E-1	5.756654E-1	6.799180E-1	7.786390E-1	8.807004E-1	1.127465E+0	1.378883E+0	1.626387E+0	1.874837E+0	2.124978E+0	2.373066E+0	2.629718E+0	2.876586E+0	3.123435E+0	3.375121E+0	3.632495E+0	3.886400E+0	4.126553E+0	4.376501E+0	4.629195E+0	4.874694E+0	5.131540E+0	5.373784E+0	5.624055E+0	5.879246E+0	6.124375E+0	6.369282E+0	6.624724E+0	6.870805E+0	7.110995E+0	7.366418E+0
-1.111172E+0	-1.011237E+0	-9.201821E-1	-8.143219E-1	-7.188106E-1	-6.130400E-1	-5.143643E-1	-4.218943E-1	-3.203095E-1	-2.151346E-1	-1.184365E-1	-1.516809E-2	7.870963E-2	1.816459E-1	2.786270E-1	3.835004E-1	4.788137E-1	5.815078E-1	6.776693E-1	7.776798E-1	8.744852E-1	1.124829E+0	1.374045E+0	1.632732E+0	1.884011E+0	2.131303E+0	2.382897E+0	2.629089E+0	2.884243E+0	3.136050E+0	3.385867E+0	3.630099E+0	3.878834E+0	4.137439E+0	4.379516E+0	4.634782E+0	4.885376E+0	5.131282E+0	5.384022E+0	5.626885E+0	5.876972E+0	6.126678E+0	6.378623E+0	6.618999E+0	6.873072E+0	7.123584E+0	7.363404E+0
-1.116588E+0	-1.016248E+0	-9.079840E-1	-8.084276E-1	-7.093403E-1	-6.144941E-1	-5.089325E-1	-4.101818E-1	-3.117494E-1	-2.160272E-1	-1.202366E-1	-2.058551E-2	8.739171E-2	1.823656E-1	2.828470E-1	3.786570E-1	4.861371E-1	5.782683E-1	6.867335E-1	7.869855E-1	8.831155E-1	1.136445E+0	1.387215E+0	1.636616E+0	1.878582E+0	2.134698E+0	2.379355E+0	2.638884E+0	2.885039E+0	3.132508E+0	3.382011E+0	3.634206E+0	3.892069E+0	4.131779E+0	4.390050E+0	4.629564E+0	4.880937E+0	5.131540E+0	5.378233E+0	5.626043E+0	5.877018E+0	6.124218E+0	6.374841E+0	6.630782E+0	6.869187E+0	7.120411E+0	7.365373E+0
