-1.814509E+0	-1.545585E+0	-1.306162E+0	-1.059388E+0	-8.083684E-1	-5.662824E-1	-3.089392E-1	-5.764690E-2	1.864200E-1	4.329368E-1	6.860258E-1	9.283468E-1	1.177870E+0	1.429953E+0	1.680150E+0	1.920469E+0	2.176253E+0	2.430038E+0	2.677664E+0	2.918094E+0	3.168115E+0	3.419681E+0	3.672181E+0	3.911132E+0	4.160062E+0	4.408779E+0	4.660233E+0	4.915583E+0	5.163819E+0	5.401040E+0	5.653475E+0	5.897614E+0	6.144889E+0
-1.796983E+0	-1.548183E+0	-1.292595E+0	-1.047957E+0	-8.060106E-1	-5.496711E-1	-3.128613E-1	-6.169504E-2	1.817431E-1	4.274487E-1	6.797246E-1	9.237162E-1	1.175955E+0	1.422120E+0	1.676562E+0	1.929543E+0	2.172655E+0	2.421936E+0	2.668479E+0	2.923680E+0	3.175865E+0	3.416259E+0	3.677434E+0	3.920305E+0	4.176339E+0	4.413810E+0	4.676613E+0	4.913816E+0	5.162311E+0	5.415616E+0	5.656685E+0	5.908741E+0	6.159844E+0
-1.806999E+0	-1.547619E+0	-1.294343E+0	-1.043212E+0	-7.911040E-1	-5.556567E-1	-3.031366E-1	-5.822216E-2	1.860121E-1	4.440111E-1	6.861378E-1	9.417291E-1	1.189949E+0	1.433385E+0	1.680613E+0	1.938449E+0	2.185621E+0	2.431814E+0	2.679254E+0	2.935741E+0	3.170252E+0	3.432222E+0	3.672838E+0	3.926679E+0	4.170800E+0	4.426139E+0	4.670481E+0	4.914611E+0	5.166972E+0	5.413192E+0	5.671630E+0	5.915104E+0	6.151178E+0
-1.795836E+0	-1.533922E+0	-1.295758E+0	-1.049853E+0	-8.007464E-1	-5.464279E-1	-2.951852E-1	-4.651464E-2	1.974970E-1	4.388200E-1	6.999103E-1	9.320968E-1	1.187267E+0	1.441089E+0	1.695559E+0	1.931429E+0	2.180312E+0	2.436188E+0	2.684712E+0	2.926260E+0	3.186890E+0	3.425610E+0	3.682059E+0	3.921832E+0	4.179788E+0	4.417704E+0	4.674551E+0	4.929002E+0	5.179977E+0	5.417947E+0	5.666683E+0	5.907594E+0	6.167734E+0
-1.786338E+0	-1.542662E+0	-1.280387E+0	-1.032142E+0	-7.896831E-1	-5.364387E-1	-3.036214E-1	-5.290113E-2	1.898480E-1	4.444902E-1	6.933584E-1	9.435319E-1	1.186101E+0	1.434874E+0	1.688576E+0	1.945302E+0	2.194833E+0	2.433423E+0	2.678921E+0	2.942927E+0	3.182321E+0	3.437273E+0	3.691678E+0	3.936389E+0	4.186596E+0	4.429801E+0	4.687425E+0	4.925164E+0	5.171218E+0	5.432680E+0	5.666803E+0	5.925759E+0	6.163618E+0
-1.794819E+0	-1.526634E+0	-1.284086E+0	-1.035934E+0	-7.835179E-1	-5.455371E-1	-2.880210E-1	-3.762740E-2	2.051292E-1	4.555737E-1	7.016244E-1	9.485362E-1	1.202916E+0	1.449265E+0	1.696964E+0	1.947985E+0	2.188609E+0	2.449710E+0	2.697170E+0	2.944869E+0	3.187585E+0	3.436579E+0	3.684824E+0	3.934845E+0	4.179678E+0	4.437071E+0	4.679933E+0	4.932582E+0	5.180374E+0	5.421619E+0	5.684070E+0	5.924843E+0	6.169038E+0
-1.781686E+0	-1.525219E+0	-1.280886E+0	-1.032909E+0	-7.879118E-1	-5.324594E-1	-2.894945E-1	-4.014111E-2	2.043514E-1	4.493049E-1	7.086100E-1	9.446771E-1	1.197939E+0	1.449838E+0	1.702144E+0	1.946163E+0	2.198764E+0	2.442506E+0	2.689446E+0	2.940753E+0	3.201513E+0	3.439927E+0	3.699872E+0	3.936196E+0	4.196955E+0	4.430430E+0	4.693593E+0	4.942163E+0	5.189289E+0	5.436166E+0	5.674156E+0	5.921911E+0	6.183262E+0
-1.779808E+0	-1.529048E+0	-1.268677E+0	-1.021015E+0	-7.817133E-1	-5.271914E-1	-2.890098E-1	-4.079903E-2	2.037140E-1	4.631264E-1	7.019869E-1	9.620876E-1	1.204238E+0	1.448275E+0	1.696336E+0	1.960387E+0	2.200669E+0	2.452845E+0	2.701035E+0	2.956559E+0	3.191145E+0	3.453216E+0	3.697930E+0	3.951003E+0	4.195734E+0	4.444738E+0	4.693945E+0	4.936577E+0	5.181243E+0	5.436001E+0	5.686965E+0	5.938521E+0	6.174948E+0
-1.779226E+0	-1.513270E+0	-1.276382E+0	-1.027582E+0	-7.694254E-1	-5.341363E-1	-2.735362E-1	-2.546478E-2	2.182441E-1	4.606243E-1	7.199942E-1	9.538605E-1	1.212821E+0	1.461261E+0	1.715287E+0	1.952757E+0	2.201178E+0	2.458746E+0	2.706816E+0	2.952389E+0	3.206460E+0	3.445439E+0	3.703858E+0	3.942799E+0	4.195734E+0	4.446273E+0	4.693003E+0	4.947833E+0	5.195468E+0	5.441512E+0	5.692644E+0	5.931789E+0	6.183420E+0
-1.764862E+0	-1.519392E+0	-1.260982E+0	-1.014162E+0	-7.764971E-1	-5.243405E-1	-2.823164E-1	-2.832887E-2	2.146838E-1	4.663964E-1	7.108486E-1	9.588010E-1	1.207003E+0	1.455063E+0	1.711235E+0	1.963624E+0	2.212998E+0	2.453650E+0	2.701184E+0	2.960250E+0	3.207636E+0	3.459229E+0	3.712783E+0	3.957061E+0	4.208016E+0	4.443794E+0	4.708724E+0	4.950746E+0	5.199935E+0	5.448459E+0	5.687076E+0	5.939354E+0	6.191568E+0
