-3.118394E+0	-3.363966E+0	-3.609187E+0	-3.856488E+0	-4.103706E+0	-4.354208E+0	-4.602915E+0	-4.852279E+0	-5.105165E+0	-5.349285E+0	-5.596050E+0	-5.850954E+0	-6.098218E+0	-6.341413E+0	-6.592358E+0	-6.847779E+0	-7.093425E+0	-7.338644E+0	-7.595389E+0	-7.835087E+0	-8.090101E+0	-8.342045E+0	-8.589078E+0	-8.829350E+0	-9.086797E+0	-9.333274E+0	-9.573195E+0
-3.105381E+0	-3.366029E+0	-3.612451E+0	-3.853020E+0	-4.107313E+0	-4.354050E+0	-4.603672E+0	-4.850465E+0	-5.096564E+0	-5.346307E+0	-5.598547E+0	-5.841122E+0	-6.090430E+0	-6.342236E+0	-6.589545E+0	-6.835413E+0	-7.090160E+0	-7.333540E+0	-7.583144E+0	-7.839406E+0	-8.085126E+0	-8.330031E+0	-8.580226E+0	-8.837793E+0	-9.075726E+0	-9.325968E+0	-9.571586E+0
-3.110838E+0	-3.352534E+0	-3.605792E+0	-3.854009E+0	-4.100321E+0	-4.353014E+0	-4.603303E+0	-4.848200E+0	-5.099774E+0	-5.347287E+0	-5.594080E+0	-5.839828E+0	-6.094999E+0	-6.342097E+0	-6.594225E+0	-6.841212E+0	-7.080476E+0	-7.339662E+0	-7.584031E+0	-7.830647E+0	-8.078531E+0	-8.336597E+0	-8.580884E+0	-8.826695E+0	-9.077584E+0	-9.323572E+0	-9.571030E+0
-3.102819E+0	-3.357936E+0	-3.598236E+0	-3.843761E+0	-4.093736E+0	-4.341592E+0	-4.594859E+0	-4.843103E+0	-5.094891E+0	-5.334118E+0	-5.584721E+0	-5.843555E+0	-6.084419E+0	-6.331932E+0	-6.583886E+0	-6.832528E+0	-7.084925E+0	-7.330145E+0	-7.583375E+0	-7.828641E+0	-8.082009E+0	-8.325490E+0	-8.581328E+0	-8.825956E+0	-9.072859E+0	-9.327290E+0	-9.564824E+0
-3.104419E+0	-3.355642E+0	-3.604072E+0	-3.851271E+0	-4.099461E+0	-4.346614E+0	-4.598678E+0	-4.845018E+0	-5.087510E+0	-5.339149E+0	-5.595079E+0	-5.830866E+0	-6.081515E+0	-6.337722E+0	-6.585680E+0	-6.830975E+0	-7.079867E+0	-7.331837E+0	-7.574792E+0	-7.831073E+0	-8.069782E+0	-8.323991E+0	-8.569618E+0	-8.825854E+0	-9.066015E+0	-9.314398E+0	-9.569200E+0
-3.098658E+0	-3.344488E+0	-3.592465E+0	-3.842338E+0	-4.090610E+0	-4.344746E+0	-4.594267E+0	-4.837305E+0	-5.090488E+0	-5.334367E+0	-5.581132E+0	-5.834649E+0	-6.085344E+0	-6.329093E+0	-6.582434E+0	-6.827377E+0	-7.075704E+0	-7.326149E+0	-7.579389E+0	-7.821621E+0	-8.072982E+0	-8.325314E+0	-8.577240E+0	-8.815264E+0	-9.074126E+0	-9.321510E+0	-9.557093E+0
-3.093247E+0	-3.346264E+0	-3.590744E+0	-3.838897E+0	-4.094467E+0	-4.335793E+0	-4.585814E+0	-4.840143E+0	-5.080130E+0	-5.329336E+0	-5.582676E+0	-5.829488E+0	-6.077363E+0	-6.331849E+0	-6.576126E+0	-6.824130E+0	-7.075722E+0	-7.319361E+0	-7.571009E+0	-7.826245E+0	-8.072094E+0	-8.316954E+0	-8.565559E+0	-8.822552E+0	-9.061585E+0	-9.312058E+0	-9.559535E+0
-3.098990E+0	-3.344424E+0	-3.595582E+0	-3.841042E+0	-4.091526E+0	-4.339058E+0	-4.589818E+0	-4.829397E+0	-5.083773E+0	-5.334210E+0	-5.580586E+0	-5.824752E+0	-6.080507E+0	-6.323017E+0	-6.579168E+0	-6.827062E+0	-7.069063E+0	-7.327879E+0	-7.572406E+0	-7.815795E+0	-8.065213E+0	-8.321966E+0	-8.567297E+0	-8.817539E+0	-9.063786E+0	-9.309209E+0	-9.559849E+0
-3.087041E+0	-3.337820E+0	-3.584188E+0	-3.831090E+0	-4.078975E+0	-4.331826E+0	-4.579201E+0	-4.835205E+0	-5.077613E+0	-5.321964E+0	-5.572364E+0	-5.830616E+0	-6.077917E+0	-6.322980E+0	-6.570401E+0	-6.817804E+0	-7.073374E+0	-7.315496E+0	-7.567060E+0	-7.816599E+0	-8.067636E+0	-8.310341E+0	-8.565170E+0	-8.809308E+0	-9.061288E+0	-9.310855E+0	-9.551100E+0
-3.088215E+0	-3.341908E+0	-3.589644E+0	-3.834059E+0	-4.084256E+0	-4.335765E+0	-4.582244E+0	-4.825235E+0	-5.083006E+0	-5.324999E+0	-5.576609E+0	-5.819166E+0	-6.066550E+0	-6.325042E+0	-6.568921E+0	-6.817620E+0	-7.061285E+0	-7.314848E+0	-7.567328E+0	-7.819383E+0	-8.058600E+0	-8.312866E+0	-8.559335E+0	-8.815144E+0	-9.053501E+0	-9.303050E+0	-9.555576E+0
-3.084756E+0	-3.332946E+0	-3.582134E+0	-3.826402E+0	-4.079826E+0	-4.324260E+0	-4.579062E+0	-4.829545E+0	-5.069087E+0	-5.325701E+0	-5.566408E+0	-5.818972E+0	-6.072598E+0	-6.314176E+0	-6.567812E+0	-6.817592E+0	-7.065235E+0	-7.313997E+0	-7.567800E+0	-7.808377E+0	-8.060737E+0	-8.307834E+0	-8.561941E+0	-8.803768E+0	-9.058236E+0	-9.307831E+0	-9.544348E+0
-3.079549E+0	-3.330495E+0	-3.577343E+0	-3.822434E+0	-4.070725E+0	-4.322900E+0	-4.572088E+0	-4.820713E+0	-5.075098E+0	-5.313419E+0	-5.573483E+0	-5.818722E+0	-6.064932E+0	-6.316006E+0	-6.559506E+0	-6.809091E+0	-7.061961E+0	-7.309474E+0	-7.556322E+0	-7.811836E+0	-8.058350E+0	-8.304570E+0	-8.551140E+0	-8.805378E+0	-9.046565E+0	-9.297314E+0	-9.544496E+0
-3.085366E+0	-3.331753E+0	-3.580866E+0	-3.826754E+0	-4.076699E+0	-4.325961E+0	-4.577776E+0	-4.823460E+0	-5.065442E+0	-5.317331E+0	-5.565548E+0	-5.806662E+0	-6.059780E+0	-6.311854E+0	-6.565999E+0	-6.812347E+0	-7.053822E+0	-7.310667E+0	-7.560290E+0	-7.805177E+0	-8.051423E+0	-8.308962E+0	-8.556809E+0	-8.805155E+0	-9.050505E+0	-9.299350E+0	-9.545300E+0
-3.075851E+0	-3.324585E+0	-3.573773E+0	-3.821721E+0	-4.069578E+0	-4.316537E+0	-4.565670E+0	-4.816236E+0	-5.068393E+0	-5.315776E+0	-5.560201E+0	-5.814116E+0	-6.065108E+0	-6.304381E+0	-6.554327E+0	-6.802525E+0	-7.059713E+0	-7.301326E+0	-7.552049E+0	-7.800017E+0	-8.056825E+0	-8.295330E+0	-8.552555E+0	-8.795842E+0	-9.048711E+0	-9.298915E+0	-9.537098E+0
-3.073815E+0	-3.328275E+0	-3.567743E+0	-3.812695E+0	-4.067081E+0	-4.318636E+0	-4.568408E+0	-4.811657E+0	-5.058783E+0	-5.306473E+0	-5.562921E+0	-5.807540E+0	-6.053195E+0	-6.311326E+0	-6.556010E+0	-6.806160E+0	-7.051945E+0	-7.298829E+0	-7.553159E+0	-7.804964E+0	-8.043285E+0	-8.301453E+0	-8.544749E+0	-8.800919E+0	-9.041422E+0	-9.286846E+0	-9.543256E+0
