3.199600E-4	3.209130E-4	3.212710E-4	3.209130E-4	3.210320E-4	3.209130E-4	3.215090E-4	3.205560E-4	3.206750E-4	3.207940E-4	3.209130E-4	3.205560E-4	3.197210E-4	3.172180E-4	3.178140E-4
3.215090E-4	3.224630E-4	3.216290E-4	3.199600E-4	3.196020E-4	3.193640E-4	3.224630E-4	3.190060E-4	3.196020E-4	3.223440E-4	3.205560E-4	3.209130E-4	3.191250E-4	3.186480E-4	3.198400E-4
3.227010E-4	3.236550E-4	3.222250E-4	3.193640E-4	3.185290E-4	3.182910E-4	3.231780E-4	3.179330E-4	3.190060E-4	3.234170E-4	3.204360E-4	3.205560E-4	3.181710E-4	3.200790E-4	3.215090E-4
3.221050E-4	3.232970E-4	3.223440E-4	3.193640E-4	3.194830E-4	3.193640E-4	3.223440E-4	3.184100E-4	3.198400E-4	3.232970E-4	3.207940E-4	3.198400E-4	3.174560E-4	3.199600E-4	3.212710E-4
3.212710E-4	3.222250E-4	3.217480E-4	3.190060E-4	3.206750E-4	3.206750E-4	3.212710E-4	3.190060E-4	3.203170E-4	3.224630E-4	3.200790E-4	3.194830E-4	3.175750E-4	3.191250E-4	3.210320E-4
3.205560E-4	3.216290E-4	3.221050E-4	3.194830E-4	3.217480E-4	3.207940E-4	3.210320E-4	3.194830E-4	3.203170E-4	3.216290E-4	3.198400E-4	3.190060E-4	3.175750E-4	3.190060E-4	3.206750E-4
3.200790E-4	3.215090E-4	3.219860E-4	3.197210E-4	3.228210E-4	3.209130E-4	3.207940E-4	3.210320E-4	3.207940E-4	3.215090E-4	3.204360E-4	3.188870E-4	3.185290E-4	3.184100E-4	3.200790E-4
3.199600E-4	3.216290E-4	3.210320E-4	3.200790E-4	3.228210E-4	3.215090E-4	3.209130E-4	3.212710E-4	3.204360E-4	3.211520E-4	3.200790E-4	3.198400E-4	3.192440E-4	3.174560E-4	3.197210E-4
3.200790E-4	3.210320E-4	3.213900E-4	3.210320E-4	3.229400E-4	3.212710E-4	3.206750E-4	3.211520E-4	3.199600E-4	3.205560E-4	3.204360E-4	3.198400E-4	3.192440E-4	3.173370E-4	3.188870E-4
3.205560E-4	3.205560E-4	3.222250E-4	3.209130E-4	3.231780E-4	3.211520E-4	3.200790E-4	3.213900E-4	3.200790E-4	3.200790E-4	3.205560E-4	3.200790E-4	3.193640E-4	3.170990E-4	3.176950E-4
3.200790E-4	3.210320E-4	3.227010E-4	3.200790E-4	3.223440E-4	3.213900E-4	3.200790E-4	3.210320E-4	3.196020E-4	3.192440E-4	3.199600E-4	3.201980E-4	3.187680E-4	3.173370E-4	3.175750E-4
3.199600E-4	3.204360E-4	3.237740E-4	3.199600E-4	3.218670E-4	3.209130E-4	3.203170E-4	3.206750E-4	3.201980E-4	3.194830E-4	3.198400E-4	3.197210E-4	3.190060E-4	3.185290E-4	3.179330E-4
3.193640E-4	3.196020E-4	3.235360E-4	3.196020E-4	3.218670E-4	3.209130E-4	3.206750E-4	3.210320E-4	3.211520E-4	3.206750E-4	3.200790E-4	3.201980E-4	3.190060E-4	3.192440E-4	3.184100E-4
3.190060E-4	3.197210E-4	3.225820E-4	3.200790E-4	3.212710E-4	3.209130E-4	3.215090E-4	3.203170E-4	3.210320E-4	3.212710E-4	3.201980E-4	3.200790E-4	3.188870E-4	3.199600E-4	3.187680E-4
3.194830E-4	3.196020E-4	3.229400E-4	3.206750E-4	3.216290E-4	3.210320E-4	3.212710E-4	3.201980E-4	3.215090E-4	3.217480E-4	3.212710E-4	3.193640E-4	3.192440E-4	3.204360E-4	3.180520E-4
3.198400E-4	3.200790E-4	3.224630E-4	3.204360E-4	3.217480E-4	3.216290E-4	3.206750E-4	3.211520E-4	3.222250E-4	3.216290E-4	3.216290E-4	3.199600E-4	3.191250E-4	3.200790E-4	3.178140E-4
3.200790E-4	3.209130E-4	3.221050E-4	3.207940E-4	3.211520E-4	3.216290E-4	3.210320E-4	3.212710E-4	3.222250E-4	3.209130E-4	3.213900E-4	3.197210E-4	3.193640E-4	3.196020E-4	3.181710E-4
