-1.509422E+0	-1.512918E+0	-1.525255E+0	-1.537215E+0	-1.549655E+0	-1.561363E+0	-1.575494E+0	-1.586427E+0	-1.598515E+0	-1.611500E+0	-1.621887E+0	-1.634983E+0	-1.647218E+0	-1.658890E+0	-1.671505E+0	-1.684343E+0	-1.696330E+0	-1.710054E+0	-1.719516E+0	-1.735618E+0	-1.747234E+0	-1.759840E+0	-1.772669E+0	-1.785265E+0	-1.796928E+0	-1.809682E+0
-1.506166E+0	-1.509829E+0	-1.522314E+0	-1.534088E+0	-1.546066E+0	-1.557996E+0	-1.572462E+0	-1.583569E+0	-1.595222E+0	-1.608115E+0	-1.618178E+0	-1.631560E+0	-1.644352E+0	-1.655552E+0	-1.668204E+0	-1.680763E+0	-1.693388E+0	-1.706402E+0	-1.715955E+0	-1.732103E+0	-1.743738E+0	-1.756723E+0	-1.769127E+0	-1.781612E+0	-1.793246E+0	-1.806657E+0
-1.502448E+0	-1.505519E+0	-1.518486E+0	-1.530278E+0	-1.541996E+0	-1.554408E+0	-1.568595E+0	-1.579379E+0	-1.591598E+0	-1.604138E+0	-1.614524E+0	-1.627426E+0	-1.639986E+0	-1.651270E+0	-1.663607E+0	-1.676999E+0	-1.689171E+0	-1.702702E+0	-1.712329E+0	-1.728395E+0	-1.739826E+0	-1.752469E+0	-1.765400E+0	-1.777478E+0	-1.789093E+0	-1.802246E+0
-1.497870E+0	-1.501958E+0	-1.514305E+0	-1.526162E+0	-1.538260E+0	-1.550310E+0	-1.564341E+0	-1.575124E+0	-1.587315E+0	-1.600337E+0	-1.610640E+0	-1.623385E+0	-1.635667E+0	-1.647210E+0	-1.659667E+0	-1.672875E+0	-1.684991E+0	-1.698605E+0	-1.708149E+0	-1.724288E+0	-1.735645E+0	-1.748178E+0	-1.761016E+0	-1.773788E+0	-1.784997E+0	-1.798075E+0
-1.493949E+0	-1.498185E+0	-1.510449E+0	-1.522352E+0	-1.534153E+0	-1.545936E+0	-1.560512E+0	-1.571518E+0	-1.583060E+0	-1.595972E+0	-1.606238E+0	-1.619361E+0	-1.631921E+0	-1.643750E+0	-1.655644E+0	-1.668676E+0	-1.681218E+0	-1.694073E+0	-1.703820E+0	-1.719941E+0	-1.731474E+0	-1.743969E+0	-1.757213E+0	-1.769367E+0	-1.780891E+0	-1.794199E+0
-1.490092E+0	-1.493810E+0	-1.506620E+0	-1.518633E+0	-1.530093E+0	-1.542273E+0	-1.556618E+0	-1.567605E+0	-1.579213E+0	-1.592198E+0	-1.602362E+0	-1.615126E+0	-1.627954E+0	-1.639385E+0	-1.651538E+0	-1.664800E+0	-1.676954E+0	-1.690466E+0	-1.699862E+0	-1.716075E+0	-1.727433E+0	-1.740187E+0	-1.753348E+0	-1.765233E+0	-1.776359E+0	-1.789824E+0
-1.485791E+0	-1.490093E+0	-1.502642E+0	-1.514721E+0	-1.526810E+0	-1.538398E+0	-1.552799E+0	-1.563306E+0	-1.574857E+0	-1.588461E+0	-1.598450E+0	-1.611093E+0	-1.623487E+0	-1.635417E+0	-1.647339E+0	-1.660426E+0	-1.672643E+0	-1.686221E+0	-1.695876E+0	-1.711960E+0	-1.723187E+0	-1.735655E+0	-1.748945E+0	-1.761265E+0	-1.772225E+0	-1.785219E+0
-1.481398E+0	-1.486402E+0	-1.498609E+0	-1.510504E+0	-1.522935E+0	-1.534061E+0	-1.548146E+0	-1.559541E+0	-1.570843E+0	-1.583995E+0	-1.594594E+0	-1.607486E+0	-1.619389E+0	-1.631598E+0	-1.643787E+0	-1.656189E+0	-1.668878E+0	-1.681846E+0	-1.691483E+0	-1.707418E+0	-1.718776E+0	-1.731512E+0	-1.744765E+0	-1.757361E+0	-1.768423E+0	-1.781390E+0
-1.477912E+0	-1.482203E+0	-1.494689E+0	-1.506841E+0	-1.518717E+0	-1.530120E+0	-1.544382E+0	-1.555749E+0	-1.567365E+0	-1.579555E+0	-1.590386E+0	-1.603380E+0	-1.615579E+0	-1.627556E+0	-1.639302E+0	-1.652546E+0	-1.664820E+0	-1.678313E+0	-1.687210E+0	-1.703470E+0	-1.714882E+0	-1.727673E+0	-1.740483E+0	-1.752764E+0	-1.763983E+0	-1.777358E+0
-1.473777E+0	-1.478393E+0	-1.491017E+0	-1.502772E+0	-1.514805E+0	-1.526532E+0	-1.540405E+0	-1.551633E+0	-1.563148E+0	-1.575671E+0	-1.586427E+0	-1.599005E+0	-1.611564E+0	-1.623024E+0	-1.635103E+0	-1.648190E+0	-1.660186E+0	-1.674392E+0	-1.683714E+0	-1.699631E+0	-1.710933E+0	-1.723659E+0	-1.736284E+0	-1.748797E+0	-1.760479E+0	-1.773380E+0
-1.469449E+0	-1.474758E+0	-1.487086E+0	-1.498675E+0	-1.511365E+0	-1.522620E+0	-1.536373E+0	-1.546935E+0	-1.559171E+0	-1.571971E+0	-1.582329E+0	-1.595296E+0	-1.607245E+0	-1.618677E+0	-1.631329E+0	-1.644268E+0	-1.656514E+0	-1.670007E+0	-1.679385E+0	-1.694998E+0	-1.706493E+0	-1.719072E+0	-1.732501E+0	-1.744607E+0	-1.756640E+0	-1.769468E+0
-1.465472E+0	-1.471021E+0	-1.482924E+0	-1.494966E+0	-1.506786E+0	-1.518430E+0	-1.532404E+0	-1.543411E+0	-1.555434E+0	-1.567688E+0	-1.578048E+0	-1.591588E+0	-1.603416E+0	-1.615302E+0	-1.627435E+0	-1.640569E+0	-1.652481E+0	-1.665420E+0	-1.675131E+0	-1.691001E+0	-1.702304E+0	-1.715252E+0	-1.728164E+0	-1.740261E+0	-1.752081E+0	-1.765445E+0
-1.461846E+0	-1.466638E+0	-1.479428E+0	-1.491192E+0	-1.502615E+0	-1.514860E+0	-1.528547E+0	-1.539443E+0	-1.551412E+0	-1.563906E+0	-1.574052E+0	-1.587342E+0	-1.599800E+0	-1.611324E+0	-1.622866E+0	-1.636056E+0	-1.648375E+0	-1.661961E+0	-1.671210E+0	-1.687339E+0	-1.698438E+0	-1.711155E+0	-1.723798E+0	-1.735905E+0	-1.748104E+0	-1.761153E+0
-1.457656E+0	-1.461930E+0	-1.475636E+0	-1.487095E+0	-1.499044E+0	-1.510976E+0	-1.524413E+0	-1.535319E+0	-1.547082E+0	-1.559902E+0	-1.570464E+0	-1.582912E+0	-1.595666E+0	-1.607098E+0	-1.618835E+0	-1.632079E+0	-1.644046E+0	-1.658067E+0	-1.667418E+0	-1.683020E+0	-1.694646E+0	-1.706466E+0	-1.719414E+0	-1.732122E+0	-1.744035E+0	-1.757029E+0
-1.453615E+0	-1.459340E+0	-1.471937E+0	-1.483007E+0	-1.495235E+0	-1.506675E+0	-1.520281E+0	-1.531526E+0	-1.543096E+0	-1.555666E+0	-1.566163E+0	-1.578963E+0	-1.591439E+0	-1.603343E+0	-1.615126E+0	-1.628906E+0	-1.640162E+0	-1.653563E+0	-1.662654E+0	-1.678627E+0	-1.690447E+0	-1.702508E+0	-1.715474E+0	-1.727904E+0	-1.739928E+0	-1.752895E+0
-1.449824E+0	-1.455224E+0	-1.467599E+0	-1.479344E+0	-1.490768E+0	-1.502633E+0	-1.516238E+0	-1.527790E+0	-1.539185E+0	-1.551596E+0	-1.561946E+0	-1.574977E+0	-1.587472E+0	-1.599338E+0	-1.611074E+0	-1.624337E+0	-1.636231E+0	-1.649308E+0	-1.658613E+0	-1.675047E+0	-1.686082E+0	-1.698540E+0	-1.711053E+0	-1.723475E+0	-1.735544E+0	-1.748483E+0
-1.446032E+0	-1.450730E+0	-1.463678E+0	-1.475636E+0	-1.487632E+0	-1.499044E+0	-1.512761E+0	-1.523896E+0	-1.535383E+0	-1.547869E+0	-1.558376E+0	-1.570851E+0	-1.583596E+0	-1.595287E+0	-1.606792E+0	-1.620175E+0	-1.631958E+0	-1.645498E+0	-1.654895E+0	-1.670590E+0	-1.682178E+0	-1.694332E+0	-1.706669E+0	-1.719239E+0	-1.731826E+0	-1.743784E+0
-1.441888E+0	-1.447188E+0	-1.460099E+0	-1.471668E+0	-1.483507E+0	-1.495077E+0	-1.508561E+0	-1.519614E+0	-1.531498E+0	-1.544068E+0	-1.554426E+0	-1.566764E+0	-1.579287E+0	-1.591052E+0	-1.603130E+0	-1.616550E+0	-1.628074E+0	-1.641614E+0	-1.650928E+0	-1.666151E+0	-1.678276E+0	-1.690151E+0	-1.702414E+0	-1.715631E+0	-1.727516E+0	-1.739863E+0
-1.437994E+0	-1.443682E+0	-1.456260E+0	-1.467405E+0	-1.479253E+0	-1.490971E+0	-1.504317E+0	-1.515618E+0	-1.527272E+0	-1.540109E+0	-1.550014E+0	-1.562843E+0	-1.574940E+0	-1.587323E+0	-1.599125E+0	-1.612120E+0	-1.623903E+0	-1.637165E+0	-1.646552E+0	-1.662303E+0	-1.673975E+0	-1.686165E+0	-1.698179E+0	-1.711266E+0	-1.723280E+0	-1.735794E+0
-1.433915E+0	-1.439742E+0	-1.452024E+0	-1.463548E+0	-1.475535E+0	-1.487317E+0	-1.500320E+0	-1.511920E+0	-1.523415E+0	-1.536179E+0	-1.546001E+0	-1.558912E+0	-1.571389E+0	-1.583190E+0	-1.594899E+0	-1.608466E+0	-1.619768E+0	-1.633484E+0	-1.642668E+0	-1.658279E+0	-1.669896E+0	-1.682179E+0	-1.694073E+0	-1.706660E+0	-1.719304E+0	-1.731577E+0
-1.429819E+0	-1.435590E+0	-1.448417E+0	-1.459803E+0	-1.471863E+0	-1.483452E+0	-1.496678E+0	-1.507702E+0	-1.519845E+0	-1.532626E+0	-1.542283E+0	-1.554759E+0	-1.567494E+0	-1.578778E+0	-1.591116E+0	-1.604360E+0	-1.615412E+0	-1.629581E+0	-1.638738E+0	-1.653997E+0	-1.665956E+0	-1.677860E+0	-1.690142E+0	-1.702877E+0	-1.714891E+0	-1.727193E+0
-1.425795E+0	-1.432019E+0	-1.444782E+0	-1.455853E+0	-1.467645E+0	-1.479271E+0	-1.492607E+0	-1.503623E+0	-1.515739E+0	-1.528225E+0	-1.538149E+0	-1.551004E+0	-1.563185E+0	-1.574921E+0	-1.587056E+0	-1.599940E+0	-1.611703E+0	-1.625013E+0	-1.634686E+0	-1.649873E+0	-1.661628E+0	-1.673901E+0	-1.686230E+0	-1.698937E+0	-1.710665E+0	-1.723058E+0
-1.421818E+0	-1.427996E+0	-1.440741E+0	-1.451747E+0	-1.463576E+0	-1.475415E+0	-1.488510E+0	-1.499600E+0	-1.511531E+0	-1.524220E+0	-1.534190E+0	-1.547101E+0	-1.560087E+0	-1.571277E+0	-1.582551E+0	-1.596415E+0	-1.607884E+0	-1.620878E+0	-1.630627E+0	-1.646312E+0	-1.657475E+0	-1.670008E+0	-1.681828E+0	-1.694350E+0	-1.706642E+0	-1.719692E+0
-1.418045E+0	-1.422946E+0	-1.436662E+0	-1.448168E+0	-1.459886E+0	-1.471779E+0	-1.484940E+0	-1.496030E+0	-1.507295E+0	-1.520483E+0	-1.530435E+0	-1.542847E+0	-1.556275E+0	-1.567272E+0	-1.578677E+0	-1.592188E+0	-1.603870E+0	-1.617114E+0	-1.626751E+0	-1.642030E+0	-1.653564E+0	-1.665503E+0	-1.677832E+0	-1.690595E+0	-1.702332E+0	-1.715761E+0
-1.413929E+0	-1.419183E+0	-1.432926E+0	-1.444560E+0	-1.456066E+0	-1.467479E+0	-1.480834E+0	-1.492358E+0	-1.503595E+0	-1.516284E+0	-1.526486E+0	-1.538805E+0	-1.552031E+0	-1.562907E+0	-1.575052E+0	-1.588091E+0	-1.599718E+0	-1.613211E+0	-1.622423E+0	-1.637831E+0	-1.649707E+0	-1.661397E+0	-1.674160E+0	-1.686933E+0	-1.697883E+0	-1.711303E+0
-1.409776E+0	-1.415770E+0	-1.428939E+0	-1.440241E+0	-1.451978E+0	-1.463437E+0	-1.477079E+0	-1.488233E+0	-1.499424E+0	-1.512039E+0	-1.522296E+0	-1.535207E+0	-1.548017E+0	-1.559161E+0	-1.570852E+0	-1.584059E+0	-1.595916E+0	-1.608800E+0	-1.618168E+0	-1.634344E+0	-1.645332E+0	-1.657715E+0	-1.669970E+0	-1.682512E+0	-1.693952E+0	-1.706919E+0
-1.406058E+0	-1.411884E+0	-1.424935E+0	-1.436283E+0	-1.447974E+0	-1.459719E+0	-1.472917E+0	-1.484071E+0	-1.495558E+0	-1.508275E+0	-1.518412E+0	-1.531101E+0	-1.544429E+0	-1.555508E+0	-1.566680E+0	-1.579786E+0	-1.592059E+0	-1.604841E+0	-1.614182E+0	-1.630321E+0	-1.641438E+0	-1.653646E+0	-1.665225E+0	-1.678221E+0	-1.690004E+0	-1.703210E+0
-1.402341E+0	-1.407778E+0	-1.420903E+0	-1.432685E+0	-1.444496E+0	-1.456186E+0	-1.468792E+0	-1.480473E+0	-1.491775E+0	-1.504520E+0	-1.514638E+0	-1.527050E+0	-1.540165E+0	-1.551087E+0	-1.562880E+0	-1.576013E+0	-1.587740E+0	-1.601280E+0	-1.610584E+0	-1.625632E+0	-1.637794E+0	-1.649152E+0	-1.661406E+0	-1.674474E+0	-1.685832E+0	-1.698790E+0
-1.398207E+0	-1.403995E+0	-1.416944E+0	-1.428718E+0	-1.440445E+0	-1.451830E+0	-1.465166E+0	-1.476534E+0	-1.487493E+0	-1.500182E+0	-1.510412E+0	-1.523156E+0	-1.536289E+0	-1.546907E+0	-1.559374E+0	-1.572073E+0	-1.583578E+0	-1.597358E+0	-1.606349E+0	-1.621812E+0	-1.633271E+0	-1.645424E+0	-1.657356E+0	-1.670460E+0	-1.681734E+0	-1.694258E+0
-1.393997E+0	-1.400426E+0	-1.413337E+0	-1.424731E+0	-1.436320E+0	-1.447890E+0	-1.461439E+0	-1.472242E+0	-1.483497E+0	-1.496427E+0	-1.506250E+0	-1.519327E+0	-1.532497E+0	-1.543226E+0	-1.555369E+0	-1.567948E+0	-1.579879E+0	-1.593077E+0	-1.602186E+0	-1.618113E+0	-1.629221E+0	-1.641605E+0	-1.652759E+0	-1.665864E+0	-1.677582E+0	-1.690494E+0
-1.390243E+0	-1.396819E+0	-1.409184E+0	-1.420773E+0	-1.432519E+0	-1.444311E+0	-1.457130E+0	-1.468265E+0	-1.479614E+0	-1.493005E+0	-1.502791E+0	-1.515286E+0	-1.528743E+0	-1.539517E+0	-1.551578E+0	-1.564165E+0	-1.576003E+0	-1.589035E+0	-1.598228E+0	-1.613868E+0	-1.625317E+0	-1.637332E+0	-1.648680E+0	-1.662026E+0	-1.673532E+0	-1.686720E+0
-1.386516E+0	-1.392500E+0	-1.405365E+0	-1.417370E+0	-1.428643E+0	-1.440519E+0	-1.453522E+0	-1.464584E+0	-1.476099E+0	-1.489019E+0	-1.498943E+0	-1.511299E+0	-1.524414E+0	-1.535328E+0	-1.547619E+0	-1.560383E+0	-1.571814E+0	-1.585233E+0	-1.594639E+0	-1.610112E+0	-1.621063E+0	-1.633068E+0	-1.645129E+0	-1.658206E+0	-1.669036E+0	-1.682105E+0
-1.382464E+0	-1.388754E+0	-1.401665E+0	-1.413494E+0	-1.424592E+0	-1.436319E+0	-1.450054E+0	-1.460589E+0	-1.471799E+0	-1.484747E+0	-1.494744E+0	-1.507295E+0	-1.520816E+0	-1.531379E+0	-1.543467E+0	-1.556008E+0	-1.568124E+0	-1.581423E+0	-1.590367E+0	-1.606098E+0	-1.617031E+0	-1.629249E+0	-1.640726E+0	-1.653758E+0	-1.664773E+0	-1.678165E+0
-1.378488E+0	-1.385035E+0	-1.397891E+0	-1.409471E+0	-1.420643E+0	-1.432898E+0	-1.445995E+0	-1.456464E+0	-1.467664E+0	-1.481111E+0	-1.491100E+0	-1.503595E+0	-1.516858E+0	-1.527679E+0	-1.539591E+0	-1.552299E+0	-1.564128E+0	-1.577094E+0	-1.586224E+0	-1.601825E+0	-1.613285E+0	-1.625115E+0	-1.636388E+0	-1.649577E+0	-1.660943E+0	-1.674363E+0
-1.374557E+0	-1.380855E+0	-1.393647E+0	-1.405430E+0	-1.417064E+0	-1.428607E+0	-1.441832E+0	-1.452598E+0	-1.464020E+0	-1.477199E+0	-1.487068E+0	-1.499174E+0	-1.512465E+0	-1.523554E+0	-1.536077E+0	-1.548053E+0	-1.560142E+0	-1.573524E+0	-1.582440E+0	-1.597858E+0	-1.609262E+0	-1.620730E+0	-1.632892E+0	-1.645795E+0	-1.656653E+0	-1.670266E+0
-1.370820E+0	-1.377156E+0	-1.389918E+0	-1.401656E+0	-1.413180E+0	-1.424519E+0	-1.438151E+0	-1.448935E+0	-1.459997E+0	-1.473000E+0	-1.482897E+0	-1.495457E+0	-1.508211E+0	-1.519419E+0	-1.532248E+0	-1.543892E+0	-1.556063E+0	-1.569595E+0	-1.578195E+0	-1.593872E+0	-1.604952E+0	-1.616883E+0	-1.628878E+0	-1.641494E+0	-1.652250E+0	-1.665421E+0
-1.366603E+0	-1.373753E+0	-1.386229E+0	-1.398132E+0	-1.409137E+0	-1.420948E+0	-1.434564E+0	-1.445041E+0	-1.455825E+0	-1.469005E+0	-1.479345E+0	-1.491701E+0	-1.504493E+0	-1.515923E+0	-1.528253E+0	-1.540248E+0	-1.552234E+0	-1.565507E+0	-1.573997E+0	-1.589997E+0	-1.601244E+0	-1.612999E+0	-1.624356E+0	-1.637332E+0	-1.648412E+0	-1.661471E+0
-1.362830E+0	-1.369729E+0	-1.382298E+0	-1.393988E+0	-1.405549E+0	-1.417165E+0	-1.430041E+0	-1.440964E+0	-1.451932E+0	-1.465297E+0	-1.475719E+0	-1.487715E+0	-1.501171E+0	-1.512067E+0	-1.524257E+0	-1.536059E+0	-1.547999E+0	-1.561594E+0	-1.570408E+0	-1.585418E+0	-1.597340E+0	-1.608762E+0	-1.620101E+0	-1.633661E+0	-1.644815E+0	-1.657771E+0
-1.358834E+0	-1.365770E+0	-1.378155E+0	-1.389947E+0	-1.401674E+0	-1.413161E+0	-1.425869E+0	-1.437301E+0	-1.448676E+0	-1.461338E+0	-1.471594E+0	-1.484107E+0	-1.496908E+0	-1.507721E+0	-1.520612E+0	-1.532016E+0	-1.544086E+0	-1.558098E+0	-1.566579E+0	-1.581562E+0	-1.593105E+0	-1.604563E+0	-1.616356E+0	-1.629693E+0	-1.640560E+0	-1.653461E+0
-1.354783E+0	-1.362321E+0	-1.374372E+0	-1.386192E+0	-1.397605E+0	-1.409258E+0	-1.422216E+0	-1.433388E+0	-1.444635E+0	-1.457388E+0	-1.467322E+0	-1.480177E+0	-1.493459E+0	-1.503632E+0	-1.516608E+0	-1.528474E+0	-1.540007E+0	-1.554213E+0	-1.562297E+0	-1.577844E+0	-1.589239E+0	-1.601021E+0	-1.612480E+0	-1.624993E+0	-1.636138E+0	-1.649299E+0
-1.350704E+0	-1.358602E+0	-1.370673E+0	-1.382585E+0	-1.393489E+0	-1.405541E+0	-1.418507E+0	-1.429124E+0	-1.440658E+0	-1.453855E+0	-1.463817E+0	-1.476126E+0	-1.489658E+0	-1.499961E+0	-1.512594E+0	-1.524229E+0	-1.536456E+0	-1.549635E+0	-1.558514E+0	-1.573460E+0	-1.585206E+0	-1.596877E+0	-1.608124E+0	-1.620989E+0	-1.632439E+0	-1.645674E+0
-1.346875E+0	-1.354126E+0	-1.366834E+0	-1.378691E+0	-1.389928E+0	-1.401979E+0	-1.414512E+0	-1.424944E+0	-1.436690E+0	-1.449906E+0	-1.459738E+0	-1.472131E+0	-1.485394E+0	-1.496427E+0	-1.508349E+0	-1.520557E+0	-1.532359E+0	-1.545658E+0	-1.554907E+0	-1.569557E+0	-1.581451E+0	-1.592578E+0	-1.604231E+0	-1.617087E+0	-1.628527E+0	-1.641206E+0
-1.343232E+0	-1.350113E+0	-1.362783E+0	-1.374650E+0	-1.386238E+0	-1.397540E+0	-1.410553E+0	-1.421152E+0	-1.433083E+0	-1.445680E+0	-1.455586E+0	-1.468329E+0	-1.481601E+0	-1.491858E+0	-1.504723E+0	-1.516460E+0	-1.528280E+0	-1.541950E+0	-1.550588E+0	-1.565950E+0	-1.577159E+0	-1.588813E+0	-1.600604E+0	-1.612804E+0	-1.624088E+0	-1.637026E+0
-1.339107E+0	-1.346514E+0	-1.359305E+0	-1.370876E+0	-1.382058E+0	-1.393665E+0	-1.407038E+0	-1.417674E+0	-1.428810E+0	-1.442045E+0	-1.452015E+0	-1.464557E+0	-1.478032E+0	-1.487937E+0	-1.500738E+0	-1.512576E+0	-1.524738E+0	-1.538084E+0	-1.546260E+0	-1.562010E+0	-1.573303E+0	-1.584661E+0	-1.596212E+0	-1.608856E+0	-1.620009E+0	-1.633299E+0
-1.335037E+0	-1.342705E+0	-1.355116E+0	-1.367149E+0	-1.378136E+0	-1.390104E+0	-1.403080E+0	-1.413577E+0	-1.424860E+0	-1.438327E+0	-1.448399E+0	-1.460191E+0	-1.473888E+0	-1.484553E+0	-1.496547E+0	-1.508635E+0	-1.520622E+0	-1.534005E+0	-1.542375E+0	-1.557866E+0	-1.569150E+0	-1.580471E+0	-1.592189E+0	-1.605137E+0	-1.616208E+0	-1.629406E+0
-1.331504E+0	-1.338330E+0	-1.351074E+0	-1.363514E+0	-1.374557E+0	-1.386025E+0	-1.398936E+0	-1.409425E+0	-1.420884E+0	-1.434211E+0	-1.443895E+0	-1.456695E+0	-1.469681E+0	-1.480751E+0	-1.492913E+0	-1.504678E+0	-1.516571E+0	-1.529954E+0	-1.538768E+0	-1.554232E+0	-1.565071E+0	-1.576411E+0	-1.588119E+0	-1.600771E+0	-1.612276E+0	-1.625160E+0
-1.327768E+0	-1.334695E+0	-1.347319E+0	-1.359185E+0	-1.370923E+0	-1.381937E+0	-1.394987E+0	-1.405873E+0	-1.417315E+0	-1.430068E+0	-1.439992E+0	-1.452866E+0	-1.465916E+0	-1.476765E+0	-1.489370E+0	-1.500590E+0	-1.512862E+0	-1.526486E+0	-1.534949E+0	-1.549904E+0	-1.560771E+0	-1.572822E+0	-1.584022E+0	-1.596693E+0	-1.607681E+0	-1.620869E+0
-1.323541E+0	-1.331061E+0	-1.343778E+0	-1.355292E+0	-1.366696E+0	-1.378358E+0	-1.391529E+0	-1.402202E+0	-1.413447E+0	-1.426488E+0	-1.436339E+0	-1.449009E+0	-1.462198E+0	-1.473149E+0	-1.485413E+0	-1.496964E+0	-1.508737E+0	-1.522453E+0	-1.530592E+0	-1.545705E+0	-1.556563E+0	-1.568724E+0	-1.579721E+0	-1.592993E+0	-1.604018E+0	-1.617298E+0
-1.319296E+0	-1.326908E+0	-1.339883E+0	-1.351676E+0	-1.362931E+0	-1.374807E+0	-1.387486E+0	-1.398123E+0	-1.409350E+0	-1.422614E+0	-1.432131E+0	-1.444893E+0	-1.458046E+0	-1.468857E+0	-1.481167E+0	-1.493218E+0	-1.504575E+0	-1.518227E+0	-1.526874E+0	-1.542181E+0	-1.553132E+0	-1.564322E+0	-1.575550E+0	-1.589035E+0	-1.600411E+0	-1.613415E+0
-1.315578E+0	-1.323347E+0	-1.335703E+0	-1.347717E+0	-1.359288E+0	-1.370664E+0	-1.383500E+0	-1.393877E+0	-1.405605E+0	-1.418627E+0	-1.428089E+0	-1.441351E+0	-1.454151E+0	-1.464778E+0	-1.477468E+0	-1.489158E+0	-1.500570E+0	-1.514601E+0	-1.523267E+0	-1.538223E+0	-1.548969E+0	-1.560642E+0	-1.571703E+0	-1.584466E+0	-1.596535E+0	-1.609095E+0
-1.311713E+0	-1.319759E+0	-1.331967E+0	-1.343593E+0	-1.355237E+0	-1.366631E+0	-1.379800E+0	-1.390289E+0	-1.401785E+0	-1.414854E+0	-1.424852E+0	-1.437448E+0	-1.450517E+0	-1.461004E+0	-1.473916E+0	-1.485505E+0	-1.496788E+0	-1.510828E+0	-1.518975E+0	-1.534005E+0	-1.544614E+0	-1.556877E+0	-1.567883E+0	-1.580258E+0	-1.592254E+0	-1.605072E+0
-1.307772E+0	-1.315578E+0	-1.328369E+0	-1.340014E+0	-1.351103E+0	-1.362755E+0	-1.375907E+0	-1.386266E+0	-1.397956E+0	-1.411246E+0	-1.420810E+0	-1.433481E+0	-1.446559E+0	-1.457481E+0	-1.469421E+0	-1.481695E+0	-1.493245E+0	-1.506685E+0	-1.515156E+0	-1.530167E+0	-1.541108E+0	-1.552650E+0	-1.563851E+0	-1.576189E+0	-1.588249E+0	-1.601502E+0
-1.303693E+0	-1.311703E+0	-1.324327E+0	-1.336314E+0	-1.347107E+0	-1.358991E+0	-1.371820E+0	-1.382298E+0	-1.393637E+0	-1.407103E+0	-1.416805E+0	-1.429494E+0	-1.442470E+0	-1.453449E+0	-1.465629E+0	-1.477726E+0	-1.489222E+0	-1.502782E+0	-1.511540E+0	-1.526606E+0	-1.537242E+0	-1.548498E+0	-1.560299E+0	-1.572424E+0	-1.584171E+0	-1.597109E+0
