-9.615525E+0	-9.354195E+0	-9.121294E+0	-8.882808E+0	-8.624806E+0	-8.386051E+0	-8.130111E+0	-7.891385E+0	-7.643786E+0	-7.397586E+0	-7.149861E+0	-6.904862E+0	-6.658856E+0	-6.400207E+0	-6.165224E+0	-5.921910E+0	-5.676190E+0	-5.417513E+0	-5.184714E+0	-4.930486E+0	-4.690296E+0	-4.435549E+0	-4.192373E+0	-3.944924E+0	-3.697308E+0	-3.601278E+0	-3.504204E+0	-3.416822E+0	-3.307641E+0	-3.205859E+0	-3.113853E+0	-3.008214E+0	-2.920157E+0	-2.824136E+0	-2.716158E+0	-2.616392E+0	-2.531673E+0	-2.414262E+0	-2.332234E+0	-2.222666E+0	-2.128143E+0	-2.027840E+0	-1.933902E+0	-1.830602E+0	-1.737958E+0	-1.643556E+0	-1.531461E+0	-1.445116E+0	-1.333807E+0	-1.244853E+0	-1.138196E+0	-1.041584E+0	-9.373300E-1	-8.459008E-1	-7.479874E-1	-6.547728E-1	-5.449951E-1	-4.563946E-1	-3.446003E-1	-2.527123E-1	-1.483857E-1	-5.732539E-2	4.795242E-2	1.474446E-1	2.517212E-1	4.931302E-1	7.419040E-1	9.844711E-1	1.231661E+0	1.491680E+0	1.738177E+0	1.990584E+0	2.234982E+0	2.473581E+0	2.730049E+0	2.974345E+0	3.223812E+0	3.487058E+0	3.731419E+0	3.977769E+0	4.230897E+0	4.491906E+0	4.740642E+0	4.983977E+0	5.225017E+0	5.468501E+0	5.720112E+0	5.972048E+0	6.222745E+0
-9.606518E+0	-9.357423E+0	-9.109733E+0	-8.869471E+0	-8.630078E+0	-8.379271E+0	-8.137529E+0	-7.889404E+0	-7.633984E+0	-7.390669E+0	-7.135331E+0	-6.889574E+0	-6.647692E+0	-6.406800E+0	-6.149271E+0	-5.905798E+0	-5.659514E+0	-5.423415E+0	-5.168621E+0	-4.936682E+0	-4.675544E+0	-4.445030E+0	-4.188526E+0	-3.943352E+0	-3.694062E+0	-3.593676E+0	-3.509143E+0	-3.399018E+0	-3.307927E+0	-3.214387E+0	-3.115165E+0	-3.011404E+0	-2.904342E+0	-2.808322E+0	-2.721540E+0	-2.621775E+0	-2.519780E+0	-2.421975E+0	-2.319055E+0	-2.226059E+0	-2.131259E+0	-2.021403E+0	-1.926049E+0	-1.828465E+0	-1.724085E+0	-1.625937E+0	-1.537445E+0	-1.426442E+0	-1.340540E+0	-1.227919E+0	-1.140176E+0	-1.044766E+0	-9.424001E-1	-8.418549E-1	-7.393440E-1	-6.400494E-1	-5.539594E-1	-4.391450E-1	-3.451730E-1	-2.457312E-1	-1.531643E-1	-4.510758E-2	4.938288E-2	1.417066E-1	2.443081E-1	4.857708E-1	7.476808E-1	9.899897E-1	1.235267E+0	1.484678E+0	1.737326E+0	1.985784E+0	2.231718E+0	2.490201E+0	2.743219E+0	2.983723E+0	3.239045E+0	3.477662E+0	3.725851E+0	3.988368E+0	4.237371E+0	4.492758E+0	4.732097E+0	4.989415E+0	5.230761E+0	5.482475E+0	5.723821E+0	5.974176E+0	6.217973E+0
-9.595604E+0	-9.357340E+0	-9.114247E+0	-8.860657E+0	-8.616352E+0	-8.372760E+0	-8.125311E+0	-7.874884E+0	-7.627750E+0	-7.378562E+0	-7.144496E+0	-6.896650E+0	-6.641791E+0	-6.400290E+0	-6.157927E+0	-5.913225E+0	-5.660883E+0	-5.411252E+0	-5.170656E+0	-4.917574E+0	-4.683184E+0	-4.432719E+0	-4.193243E+0	-3.943851E+0	-3.699907E+0	-3.602268E+0	-3.495381E+0	-3.406020E+0	-3.307317E+0	-3.201864E+0	-3.100868E+0	-3.007307E+0	-2.914876E+0	-2.811966E+0	-2.706123E+0	-2.607024E+0	-2.511604E+0	-2.410442E+0	-2.316604E+0	-2.219271E+0	-2.113974E+0	-2.025667E+0	-1.917448E+0	-1.830815E+0	-1.731354E+0	-1.624032E+0	-1.528215E+0	-1.426415E+0	-1.326935E+0	-1.234633E+0	-1.123908E+0	-1.028895E+0	-9.375678E-1	-8.442256E-1	-7.442216E-1	-6.379783E-1	-5.412535E-1	-4.423927E-1	-3.486389E-1	-2.500713E-1	-1.436477E-1	-5.285706E-2	4.770274E-2	1.529678E-1	2.533641E-1	5.022822E-1	7.412187E-1	1.001320E+0	1.248910E+0	1.488035E+0	1.744336E+0	1.989512E+0	2.246783E+0	2.485558E+0	2.735792E+0	2.993971E+0	3.239275E+0	3.491210E+0	3.742462E+0	3.981579E+0	4.231545E+0	4.490260E+0	4.746589E+0	4.988259E+0	5.242544E+0	5.482050E+0	5.734984E+0	5.978532E+0	6.223161E+0
-9.603327E+0	-9.342976E+0	-9.112554E+0	-8.870313E+0	-8.613707E+0	-8.373722E+0	-8.119919E+0	-7.878538E+0	-7.632745E+0	-7.386534E+0	-7.131891E+0	-6.890083E+0	-6.648378E+0	-6.389469E+0	-6.144276E+0	-5.904754E+0	-5.662123E+0	-5.408264E+0	-5.170212E+0	-4.925703E+0	-4.670569E+0	-4.422805E+0	-4.182218E+0	-3.928443E+0	-3.684721E+0	-3.585343E+0	-3.491025E+0	-3.394625E+0	-3.290624E+0	-3.197461E+0	-3.099286E+0	-2.998336E+0	-2.897525E+0	-2.805131E+0	-2.715095E+0	-2.604101E+0	-2.516941E+0	-2.402618E+0	-2.318991E+0	-2.208542E+0	-2.114547E+0	-2.013782E+0	-1.924005E+0	-1.815120E+0	-1.721051E+0	-1.627427E+0	-1.522352E+0	-1.431705E+0	-1.331217E+0	-1.224413E+0	-1.132491E+0	-1.031568E+0	-9.275739E-1	-8.286641E-1	-7.267027E-1	-6.405119E-1	-5.396688E-1	-4.397776E-1	-3.295365E-1	-2.349576E-1	-1.389736E-1	-4.185411E-2	6.545026E-2	1.598138E-1	2.621490E-1	5.047150E-1	7.600991E-1	9.954565E-1	1.241668E+0	1.504424E+0	1.750441E+0	2.001525E+0	2.242335E+0	2.488675E+0	2.745745E+0	2.985361E+0	3.236657E+0	3.494050E+0	3.736404E+0	3.997015E+0	4.249941E+0	4.503966E+0	4.747209E+0	5.001707E+0	5.235330E+0	5.484019E+0	5.729259E+0	5.986791E+0	6.235925E+0
-9.588779E+0	-9.349811E+0	-9.097747E+0	-8.854950E+0	-8.616316E+0	-8.362180E+0	-8.124451E+0	-7.872812E+0	-7.625170E+0	-7.377766E+0	-7.128144E+0	-6.877532E+0	-6.630074E+0	-6.394824E+0	-6.145469E+0	-5.894561E+0	-5.646169E+0	-5.412473E+0	-5.155007E+0	-4.914605E+0	-4.666241E+0	-4.432304E+0	-4.171804E+0	-3.936313E+0	-3.685294E+0	-3.588645E+0	-3.494170E+0	-3.391915E+0	-3.301879E+0	-3.199745E+0	-3.102311E+0	-3.005569E+0	-2.897498E+0	-2.794513E+0	-2.699011E+0	-2.609483E+0	-2.499442E+0	-2.410794E+0	-2.302749E+0	-2.215996E+0	-2.118940E+0	-2.015798E+0	-1.910604E+0	-1.822473E+0	-1.720395E+0	-1.610640E+0	-1.527485E+0	-1.415510E+0	-1.319749E+0	-1.217625E+0	-1.124841E+0	-1.030051E+0	-9.320140E-1	-8.345620E-1	-7.324749E-1	-6.252177E-1	-5.397253E-1	-4.263640E-1	-3.401214E-1	-2.437268E-1	-1.418773E-1	-3.703724E-2	5.774753E-2	1.526930E-1	2.539459E-1	5.020010E-1	7.536841E-1	1.009423E+0	1.247328E+0	1.494732E+0	1.743476E+0	1.996567E+0	2.251112E+0	2.502030E+0	2.752911E+0	3.003182E+0	3.253953E+0	3.492413E+0	3.742842E+0	3.997052E+0	4.243688E+0	4.506695E+0	4.746368E+0	4.995991E+0	5.252763E+0	5.497347E+0	5.737537E+0	5.979170E+0	6.229219E+0
-9.586827E+0	-9.338860E+0	-9.108031E+0	-8.857457E+0	-8.601518E+0	-8.368505E+0	-8.114814E+0	-7.862796E+0	-7.612527E+0	-7.367325E+0	-7.132001E+0	-6.887169E+0	-6.633210E+0	-6.385159E+0	-6.143732E+0	-5.899908E+0	-5.656185E+0	-5.395057E+0	-5.164154E+0	-4.906161E+0	-4.669884E+0	-4.418458E+0	-4.176770E+0	-3.926843E+0	-3.685599E+0	-3.586759E+0	-3.478077E+0	-3.392960E+0	-3.284972E+0	-3.183070E+0	-3.083471E+0	-2.989856E+0	-2.897738E+0	-2.800765E+0	-2.700047E+0	-2.593178E+0	-2.502262E+0	-2.395394E+0	-2.306699E+0	-2.206322E+0	-2.098472E+0	-2.013348E+0	-1.908273E+0	-1.808932E+0	-1.715474E+0	-1.617382E+0	-1.507813E+0	-1.419377E+0	-1.313691E+0	-1.224192E+0	-1.112365E+0	-1.016900E+0	-9.145220E-1	-8.260880E-1	-7.287258E-1	-6.306060E-1	-5.227208E-1	-4.340796E-1	-3.300471E-1	-2.338337E-1	-1.262732E-1	-4.186319E-2	6.990821E-2	1.690566E-1	2.704676E-1	5.154933E-1	7.579345E-1	1.010489E+0	1.260877E+0	1.508605E+0	1.760411E+0	2.004162E+0	2.258132E+0	2.496176E+0	2.746992E+0	2.997495E+0	3.247942E+0	3.507655E+0	3.755328E+0	3.995887E+0	4.250801E+0	4.502349E+0	4.761932E+0	5.004796E+0	5.249591E+0	5.495682E+0	5.750134E+0	5.997085E+0	6.244323E+0
-9.592034E+0	-9.330842E+0	-9.090690E+0	-8.854968E+0	-8.607390E+0	-8.351478E+0	-8.106712E+0	-7.869557E+0	-7.617687E+0	-7.375251E+0	-7.116177E+0	-6.869736E+0	-6.632710E+0	-6.379564E+0	-6.128591E+0	-5.884526E+0	-5.636282E+0	-5.394585E+0	-5.147839E+0	-4.912700E+0	-4.653357E+0	-4.414379E+0	-4.162906E+0	-3.920415E+0	-3.671375E+0	-3.571729E+0	-3.487306E+0	-3.378283E+0	-3.285500E+0	-3.191256E+0	-3.090556E+0	-2.987849E+0	-2.883476E+0	-2.787836E+0	-2.695570E+0	-2.589405E+0	-2.500376E+0	-2.395616E+0	-2.304303E+0	-2.196648E+0	-2.104068E+0	-1.999012E+0	-1.910234E+0	-1.805205E+0	-1.704412E+0	-1.613803E+0	-1.515211E+0	-1.419497E+0	-1.322052E+0	-1.206739E+0	-1.119690E+0	-1.025983E+0	-9.229997E-1	-8.190643E-1	-7.167247E-1	-6.285164E-1	-5.277094E-1	-4.245954E-1	-3.187350E-1	-2.248741E-1	-1.357370E-1	-2.669399E-2	6.735638E-2	1.616297E-1	2.654799E-1	5.095491E-1	7.717829E-1	1.007407E+0	1.253470E+0	1.516272E+0	1.761669E+0	2.012291E+0	2.251500E+0	2.505129E+0	2.757083E+0	3.004265E+0	3.256690E+0	3.501237E+0	3.748964E+0	4.012091E+0	4.260373E+0	4.518885E+0	4.756208E+0	5.009947E+0	5.249370E+0	5.498364E+0	5.741727E+0	5.989723E+0	6.248633E+0
-9.577837E+0	-9.338768E+0	-9.094575E+0	-8.838145E+0	-8.598641E+0	-8.359581E+0	-8.112899E+0	-7.860317E+0	-7.613053E+0	-7.365790E+0	-7.117536E+0	-6.871585E+0	-6.619142E+0	-6.386675E+0	-6.135925E+0	-5.889363E+0	-5.639371E+0	-5.398868E+0	-5.148015E+0	-4.903701E+0	-4.659424E+0	-4.418791E+0	-4.164238E+0	-3.927480E+0	-3.672632E+0	-3.577232E+0	-3.475367E+0	-3.379689E+0	-3.284214E+0	-3.181942E+0	-3.083545E+0	-2.987784E+0	-2.889100E+0	-2.783470E+0	-2.689429E+0	-2.594279E+0	-2.486254E+0	-2.397254E+0	-2.289218E+0	-2.204648E+0	-2.102645E+0	-2.004968E+0	-1.894381E+0	-1.810412E+0	-1.712774E+0	-1.598497E+0	-1.508469E+0	-1.403644E+0	-1.303101E+0	-1.212223E+0	-1.110617E+0	-1.011915E+0	-9.148356E-1	-8.260565E-1	-7.244513E-1	-6.145957E-1	-5.216441E-1	-4.170982E-1	-3.273340E-1	-2.299885E-1	-1.252307E-1	-2.205541E-2	7.336109E-2	1.753226E-1	2.678535E-1	5.134435E-1	7.617326E-1	1.021808E+0	1.265715E+0	1.506801E+0	1.757377E+0	2.005873E+0	2.267954E+0	2.515673E+0	2.765693E+0	3.016890E+0	3.266161E+0	3.512021E+0	3.756409E+0	4.002111E+0	4.252614E+0	4.513808E+0	4.760813E+0	5.007219E+0	5.265111E+0	5.507965E+0	5.756895E+0	6.006232E+0	6.238958E+0
-9.572779E+0	-9.326301E+0	-9.094168E+0	-8.849475E+0	-8.588837E+0	-8.349860E+0	-8.095494E+0	-7.849922E+0	-7.600559E+0	-7.354756E+0	-7.116731E+0	-6.872223E+0	-6.622731E+0	-6.366865E+0	-6.122560E+0	-5.881299E+0	-5.641730E+0	-5.385698E+0	-5.147571E+0	-4.896191E+0	-4.649416E+0	-4.400635E+0	-4.164655E+0	-3.908170E+0	-3.669414E+0	-3.567309E+0	-3.466756E+0	-3.380531E+0	-3.271349E+0	-3.175255E+0	-3.073417E+0	-2.974641E+0	-2.882034E+0	-2.788548E+0	-2.691270E+0	-2.582569E+0	-2.491146E+0	-2.382991E+0	-2.299882E+0	-2.190008E+0	-2.089492E+0	-1.992269E+0	-1.900736E+0	-1.798186E+0	-1.697254E+0	-1.606145E+0	-1.499655E+0	-1.408398E+0	-1.312452E+0	-1.208745E+0	-1.100674E+0	-1.010370E+0	-9.062580E-1	-8.086274E-1	-7.109498E-1	-6.227932E-1	-5.139720E-1	-4.255223E-1	-3.148815E-1	-2.195571E-1	-1.172146E-1	-2.651607E-2	8.407270E-2	1.830206E-1	2.838080E-1	5.283565E-1	7.763043E-1	1.022449E+0	1.269303E+0	1.523135E+0	1.773202E+0	2.023076E+0	2.262331E+0	2.509105E+0	2.758081E+0	3.006882E+0	3.258392E+0	3.512640E+0	3.767498E+0	4.017538E+0	4.269641E+0	4.520763E+0	4.772310E+0	5.023034E+0	5.259348E+0	5.510850E+0	5.756044E+0	6.000812E+0	6.252147E+0
-9.580733E+0	-9.324895E+0	-9.076650E+0	-8.839422E+0	-8.598456E+0	-8.340473E+0	-8.101274E+0	-7.858181E+0	-7.606968E+0	-7.362404E+0	-7.101934E+0	-6.856778E+0	-6.617865E+0	-6.374153E+0	-6.118898E+0	-5.872105E+0	-5.623852E+0	-5.380250E+0	-5.131599E+0	-4.898790E+0	-4.645939E+0	-4.409431E+0	-4.148886E+0	-3.909714E+0	-3.654607E+0	-3.560076E+0	-3.473591E+0	-3.360821E+0	-3.275557E+0	-3.179436E+0	-3.080280E+0	-2.978544E+0	-2.869863E+0	-2.774860E+0	-2.672357E+0	-2.578879E+0	-2.485477E+0	-2.388633E+0	-2.283725E+0	-2.188814E+0	-2.096142E+0	-1.990513E+0	-1.888509E+0	-1.798362E+0	-1.697745E+0	-1.594982E+0	-1.505731E+0	-1.402988E+0	-1.296137E+0	-1.194873E+0	-1.108009E+0	-1.012553E+0	-9.139809E-1	-8.098447E-1	-7.072396E-1	-6.063410E-1	-5.208439E-1	-4.066178E-1	-3.094868E-1	-2.174203E-1	-1.240004E-1	-1.485408E-2	7.503809E-2	1.724633E-1	2.744895E-1	5.211312E-1	7.757059E-1	1.017348E+0	1.266112E+0	1.523042E+0	1.768300E+0	2.014197E+0	2.267297E+0	2.524837E+0	2.773314E+0	3.024103E+0	3.266929E+0	3.512187E+0	3.761598E+0	4.018157E+0	4.264600E+0	4.533054E+0	4.767640E+0	5.014886E+0	5.267183E+0	5.508834E+0	5.753630E+0	6.008110E+0	6.256938E+0
