-1.807980E+0	-1.801330E+0	-1.804262E+0	-1.805233E+0	-1.805723E+0	-1.805751E+0	-1.806306E+0	-1.806214E+0	-1.805769E+0	-1.806768E+0	-1.806731E+0	-1.807249E+0	-1.808553E+0	-1.808673E+0	-1.808267E+0	-1.808183E+0	-1.809191E+0	-1.807545E+0	-1.807545E+0	-1.807934E+0	-1.808053E+0	-1.806907E+0	-1.806787E+0	-1.807175E+0	-1.807425E+0	-1.807601E+0	-1.805677E+0	-1.805723E+0	-1.807814E+0	-1.806657E+0	-1.804891E+0	-1.806713E+0	-1.807629E+0	-1.808646E+0	-1.808858E+0	-1.808730E+0	-1.809358E+0	-1.808405E+0	-1.807139E+0	-1.807406E+0	-1.808443E+0	-1.807998E+0	-1.808405E+0	-1.808285E+0	-1.809820E+0	-1.809118E+0	-1.807554E+0	-1.810810E+0	-1.810126E+0	-1.807748E+0	-1.810819E+0	-1.808599E+0
-1.804465E+0	-1.797704E+0	-1.801043E+0	-1.802079E+0	-1.802255E+0	-1.802800E+0	-1.803421E+0	-1.803050E+0	-1.802024E+0	-1.803050E+0	-1.802902E+0	-1.803984E+0	-1.805131E+0	-1.805297E+0	-1.805020E+0	-1.804724E+0	-1.805575E+0	-1.804438E+0	-1.804484E+0	-1.804577E+0	-1.804253E+0	-1.803569E+0	-1.803809E+0	-1.803809E+0	-1.804400E+0	-1.804040E+0	-1.802034E+0	-1.802430E+0	-1.804354E+0	-1.803411E+0	-1.801339E+0	-1.803051E+0	-1.804715E+0	-1.805695E+0	-1.805067E+0	-1.805770E+0	-1.806278E+0	-1.804863E+0	-1.803680E+0	-1.804558E+0	-1.804706E+0	-1.804992E+0	-1.805039E+0	-1.805297E+0	-1.806769E+0	-1.805594E+0	-1.804040E+0	-1.807638E+0	-1.806647E+0	-1.804410E+0	-1.807296E+0	-1.805770E+0
-1.799823E+0	-1.793672E+0	-1.796650E+0	-1.797465E+0	-1.798407E+0	-1.798250E+0	-1.799517E+0	-1.798898E+0	-1.798093E+0	-1.799221E+0	-1.798823E+0	-1.800284E+0	-1.801358E+0	-1.801080E+0	-1.800526E+0	-1.800951E+0	-1.801709E+0	-1.800479E+0	-1.800479E+0	-1.800562E+0	-1.800646E+0	-1.799074E+0	-1.799332E+0	-1.799480E+0	-1.800368E+0	-1.799896E+0	-1.798102E+0	-1.798695E+0	-1.800063E+0	-1.799545E+0	-1.797714E+0	-1.798629E+0	-1.800683E+0	-1.801385E+0	-1.800951E+0	-1.801820E+0	-1.802052E+0	-1.800673E+0	-1.799360E+0	-1.800257E+0	-1.800793E+0	-1.800368E+0	-1.800979E+0	-1.801450E+0	-1.802524E+0	-1.801793E+0	-1.800322E+0	-1.803605E+0	-1.802810E+0	-1.800720E+0	-1.803642E+0	-1.801664E+0
-1.795845E+0	-1.789908E+0	-1.792368E+0	-1.793672E+0	-1.794014E+0	-1.794190E+0	-1.795179E+0	-1.794865E+0	-1.794052E+0	-1.795217E+0	-1.795050E+0	-1.795809E+0	-1.797066E+0	-1.797094E+0	-1.796919E+0	-1.796679E+0	-1.797770E+0	-1.795957E+0	-1.795948E+0	-1.796511E+0	-1.796456E+0	-1.795078E+0	-1.795097E+0	-1.795484E+0	-1.796179E+0	-1.796123E+0	-1.794227E+0	-1.794311E+0	-1.796030E+0	-1.795439E+0	-1.793478E+0	-1.795189E+0	-1.796262E+0	-1.796890E+0	-1.797149E+0	-1.797260E+0	-1.797880E+0	-1.796733E+0	-1.795550E+0	-1.795938E+0	-1.796918E+0	-1.796355E+0	-1.796585E+0	-1.796789E+0	-1.798120E+0	-1.797380E+0	-1.796114E+0	-1.799212E+0	-1.798824E+0	-1.796392E+0	-1.799258E+0	-1.797103E+0
-1.791850E+0	-1.785561E+0	-1.788493E+0	-1.790056E+0	-1.789593E+0	-1.790463E+0	-1.790851E+0	-1.790574E+0	-1.789769E+0	-1.791388E+0	-1.790842E+0	-1.791637E+0	-1.792775E+0	-1.792988E+0	-1.792535E+0	-1.792267E+0	-1.793292E+0	-1.792183E+0	-1.791860E+0	-1.792063E+0	-1.791951E+0	-1.791027E+0	-1.791563E+0	-1.791443E+0	-1.791916E+0	-1.791859E+0	-1.789547E+0	-1.789899E+0	-1.791980E+0	-1.790777E+0	-1.788743E+0	-1.791073E+0	-1.792266E+0	-1.793099E+0	-1.792785E+0	-1.793469E+0	-1.793977E+0	-1.792433E+0	-1.791425E+0	-1.792090E+0	-1.792359E+0	-1.792488E+0	-1.792386E+0	-1.792785E+0	-1.793986E+0	-1.793210E+0	-1.791628E+0	-1.795077E+0	-1.794588E+0	-1.792202E+0	-1.794902E+0	-1.793376E+0
-1.787096E+0	-1.781252E+0	-1.784470E+0	-1.785607E+0	-1.785728E+0	-1.785810E+0	-1.786800E+0	-1.786763E+0	-1.785441E+0	-1.786976E+0	-1.786200E+0	-1.787845E+0	-1.788844E+0	-1.788512E+0	-1.788012E+0	-1.788418E+0	-1.789334E+0	-1.788539E+0	-1.788058E+0	-1.788336E+0	-1.788198E+0	-1.786551E+0	-1.787327E+0	-1.786995E+0	-1.787938E+0	-1.787466E+0	-1.785681E+0	-1.786070E+0	-1.787660E+0	-1.787106E+0	-1.784914E+0	-1.786791E+0	-1.788123E+0	-1.789057E+0	-1.788456E+0	-1.789020E+0	-1.789917E+0	-1.788160E+0	-1.786967E+0	-1.788030E+0	-1.788483E+0	-1.788289E+0	-1.788419E+0	-1.788779E+0	-1.790287E+0	-1.789205E+0	-1.787716E+0	-1.791092E+0	-1.790389E+0	-1.788160E+0	-1.791045E+0	-1.789232E+0
-1.782500E+0	-1.777200E+0	-1.779679E+0	-1.781241E+0	-1.781547E+0	-1.781399E+0	-1.782398E+0	-1.782361E+0	-1.781232E+0	-1.782389E+0	-1.782167E+0	-1.783165E+0	-1.784636E+0	-1.784081E+0	-1.783767E+0	-1.784090E+0	-1.785191E+0	-1.783619E+0	-1.783452E+0	-1.784313E+0	-1.783906E+0	-1.782000E+0	-1.782675E+0	-1.782907E+0	-1.783739E+0	-1.783332E+0	-1.781371E+0	-1.781556E+0	-1.783082E+0	-1.782649E+0	-1.780669E+0	-1.782185E+0	-1.783600E+0	-1.784284E+0	-1.784377E+0	-1.784673E+0	-1.785293E+0	-1.783850E+0	-1.782657E+0	-1.783295E+0	-1.784294E+0	-1.783758E+0	-1.783757E+0	-1.784165E+0	-1.785654E+0	-1.784757E+0	-1.783434E+0	-1.787021E+0	-1.786116E+0	-1.783804E+0	-1.786698E+0	-1.784386E+0
-1.778652E+0	-1.772880E+0	-1.775998E+0	-1.777395E+0	-1.777329E+0	-1.777774E+0	-1.778300E+0	-1.777977E+0	-1.777163E+0	-1.778235E+0	-1.778347E+0	-1.778864E+0	-1.780169E+0	-1.780289E+0	-1.779660E+0	-1.779670E+0	-1.780622E+0	-1.779115E+0	-1.779198E+0	-1.779956E+0	-1.779346E+0	-1.778282E+0	-1.778615E+0	-1.778541E+0	-1.779346E+0	-1.778939E+0	-1.776839E+0	-1.777079E+0	-1.779198E+0	-1.778254E+0	-1.776173E+0	-1.778236E+0	-1.779540E+0	-1.780216E+0	-1.780363E+0	-1.780853E+0	-1.781121E+0	-1.779920E+0	-1.778708E+0	-1.779365E+0	-1.779734E+0	-1.779743E+0	-1.779559E+0	-1.779753E+0	-1.781214E+0	-1.780492E+0	-1.778948E+0	-1.782990E+0	-1.781695E+0	-1.779309E+0	-1.782343E+0	-1.780326E+0
-1.774425E+0	-1.768626E+0	-1.771781E+0	-1.773316E+0	-1.773075E+0	-1.773344E+0	-1.773760E+0	-1.774268E+0	-1.772807E+0	-1.774194E+0	-1.773834E+0	-1.774564E+0	-1.776228E+0	-1.776137E+0	-1.775342E+0	-1.775471E+0	-1.776294E+0	-1.775221E+0	-1.775360E+0	-1.775563E+0	-1.775415E+0	-1.773999E+0	-1.774518E+0	-1.773981E+0	-1.774870E+0	-1.774805E+0	-1.772649E+0	-1.773214E+0	-1.775368E+0	-1.774101E+0	-1.772169E+0	-1.773491E+0	-1.775850E+0	-1.776257E+0	-1.775767E+0	-1.776395E+0	-1.777238E+0	-1.775582E+0	-1.774379E+0	-1.775360E+0	-1.775563E+0	-1.775896E+0	-1.775776E+0	-1.775776E+0	-1.777293E+0	-1.776173E+0	-1.775063E+0	-1.778754E+0	-1.777616E+0	-1.775341E+0	-1.778319E+0	-1.777052E+0
-1.769884E+0	-1.764557E+0	-1.767480E+0	-1.768691E+0	-1.769339E+0	-1.769071E+0	-1.769792E+0	-1.769922E+0	-1.768607E+0	-1.769885E+0	-1.769764E+0	-1.770744E+0	-1.772123E+0	-1.771753E+0	-1.770846E+0	-1.771558E+0	-1.772677E+0	-1.770920E+0	-1.771235E+0	-1.771586E+0	-1.771568E+0	-1.769477E+0	-1.769949E+0	-1.770199E+0	-1.770967E+0	-1.770661E+0	-1.768552E+0	-1.769218E+0	-1.770883E+0	-1.770292E+0	-1.768127E+0	-1.769320E+0	-1.771512E+0	-1.772067E+0	-1.771771E+0	-1.772353E+0	-1.772696E+0	-1.771272E+0	-1.770272E+0	-1.771642E+0	-1.771512E+0	-1.771365E+0	-1.771263E+0	-1.771873E+0	-1.773223E+0	-1.772243E+0	-1.771124E+0	-1.774999E+0	-1.773620E+0	-1.771355E+0	-1.774389E+0	-1.772714E+0
-1.765686E+0	-1.760774E+0	-1.763234E+0	-1.764723E+0	-1.765028E+0	-1.765251E+0	-1.766092E+0	-1.765556E+0	-1.764613E+0	-1.765658E+0	-1.765916E+0	-1.766768E+0	-1.767637E+0	-1.768007E+0	-1.766850E+0	-1.767415E+0	-1.768247E+0	-1.766416E+0	-1.766805E+0	-1.767526E+0	-1.767193E+0	-1.765555E+0	-1.765834E+0	-1.766268E+0	-1.766758E+0	-1.766935E+0	-1.764779E+0	-1.764715E+0	-1.766139E+0	-1.766148E+0	-1.764058E+0	-1.765547E+0	-1.767026E+0	-1.767544E+0	-1.767766E+0	-1.768340E+0	-1.768128E+0	-1.767609E+0	-1.766500E+0	-1.767322E+0	-1.767517E+0	-1.767433E+0	-1.767249E+0	-1.767536E+0	-1.768756E+0	-1.768238E+0	-1.766860E+0	-1.770606E+0	-1.769441E+0	-1.766980E+0	-1.769978E+0	-1.768497E+0
-1.761986E+0	-1.756381E+0	-1.759175E+0	-1.760978E+0	-1.760599E+0	-1.761218E+0	-1.761588E+0	-1.762032E+0	-1.760516E+0	-1.761801E+0	-1.761496E+0	-1.762300E+0	-1.763503E+0	-1.763929E+0	-1.762541E+0	-1.763068E+0	-1.764021E+0	-1.762494E+0	-1.762671E+0	-1.763105E+0	-1.762208E+0	-1.761505E+0	-1.761690E+0	-1.761782E+0	-1.762283E+0	-1.762578E+0	-1.760229E+0	-1.760534E+0	-1.762346E+0	-1.761708E+0	-1.759757E+0	-1.761366E+0	-1.763069E+0	-1.763809E+0	-1.763642E+0	-1.763798E+0	-1.764335E+0	-1.763012E+0	-1.762106E+0	-1.763234E+0	-1.763225E+0	-1.763263E+0	-1.763669E+0	-1.763308E+0	-1.764660E+0	-1.763854E+0	-1.762522E+0	-1.766389E+0	-1.765159E+0	-1.762754E+0	-1.765686E+0	-1.764770E+0
-1.757500E+0	-1.752146E+0	-1.755392E+0	-1.756696E+0	-1.756511E+0	-1.756881E+0	-1.757121E+0	-1.757639E+0	-1.756233E+0	-1.757667E+0	-1.757260E+0	-1.758360E+0	-1.759655E+0	-1.759369E+0	-1.757907E+0	-1.759082E+0	-1.760155E+0	-1.758601E+0	-1.759045E+0	-1.758934E+0	-1.758611E+0	-1.756881E+0	-1.757353E+0	-1.757565E+0	-1.758490E+0	-1.758240E+0	-1.756159E+0	-1.756872E+0	-1.758148E+0	-1.757779E+0	-1.756002E+0	-1.757084E+0	-1.759230E+0	-1.759775E+0	-1.759313E+0	-1.759997E+0	-1.760053E+0	-1.758610E+0	-1.757676E+0	-1.759322E+0	-1.759276E+0	-1.758860E+0	-1.759165E+0	-1.759480E+0	-1.760857E+0	-1.759692E+0	-1.758564E+0	-1.762569E+0	-1.760885E+0	-1.759331E+0	-1.761764E+0	-1.760608E+0
-1.753051E+0	-1.747957E+0	-1.751249E+0	-1.752229E+0	-1.752664E+0	-1.753024E+0	-1.753070E+0	-1.753293E+0	-1.752053E+0	-1.753236E+0	-1.753385E+0	-1.754337E+0	-1.755577E+0	-1.755373E+0	-1.754124E+0	-1.755438E+0	-1.756086E+0	-1.754106E+0	-1.754569E+0	-1.755261E+0	-1.754347E+0	-1.752598E+0	-1.753061E+0	-1.753588E+0	-1.754263E+0	-1.754457E+0	-1.752265E+0	-1.752608E+0	-1.753533E+0	-1.753884E+0	-1.751655E+0	-1.753043E+0	-1.754800E+0	-1.755022E+0	-1.755724E+0	-1.755946E+0	-1.755734E+0	-1.754790E+0	-1.753894E+0	-1.755030E+0	-1.755262E+0	-1.754698E+0	-1.755013E+0	-1.755170E+0	-1.756437E+0	-1.756242E+0	-1.754615E+0	-1.758240E+0	-1.757260E+0	-1.754671E+0	-1.757714E+0	-1.756335E+0
