-9.567285E+0	-9.306463E+0	-9.069825E+0	-8.815208E+0	-8.570821E+0	-8.315049E+0	-8.069070E+0	-7.822131E+0	-7.567254E+0	-7.321313E+0	-7.074649E+0	-6.830771E+0	-6.571770E+0	-6.332608E+0	-6.073894E+0	-5.827433E+0	-5.586347E+0	-5.336115E+0	-5.079057E+0	-4.841882E+0	-4.596690E+0	-4.338946E+0	-4.097250E+0	-3.848210E+0	-3.595997E+0	-3.346994E+0	-3.097177E+0	-3.000565E+0	-2.902723E+0	-2.809718E+0	-2.703451E+0	-2.602500E+0	-2.512418E+0	-2.410294E+0	-2.311684E+0	-2.208894E+0	-2.106334E+0	-2.015198E+0	-1.909207E+0	-1.812891E+0	-1.709925E+0	-1.615005E+0	-1.516645E+0	-1.418165E+0	-1.312286E+0	-1.224219E+0	-1.112060E+0	-1.018788E+0	-9.167540E-1	-8.235118E-1	-7.191131E-1	-6.162645E-1	-5.243719E-1	-4.179658E-1	-3.220458E-1	-2.262366E-1	-1.248699E-1	-2.086092E-2	7.564186E-2	1.821131E-1	2.779842E-1	3.723818E-1	4.755799E-1	5.737459E-1	6.810835E-1	7.721104E-1	8.740607E-1	1.132255E+0	1.383183E+0	1.627848E+0	1.883253E+0	2.128251E+0	2.376729E+0	2.630967E+0	2.877270E+0	3.126116E+0	3.376711E+0	3.629305E+0	3.881452E+0	4.132981E+0	4.378526E+0	4.628335E+0	4.873307E+0	5.119601E+0	5.381599E+0	5.616573E+0	5.869970E+0	6.120241E+0	6.363807E+0	6.619434E+0	6.862518E+0	7.117091E+0	7.362035E+0
-9.564547E+0	-9.315590E+0	-9.061640E+0	-8.821211E+0	-8.569813E+0	-8.322262E+0	-8.073398E+0	-7.825302E+0	-7.568271E+0	-7.321784E+0	-7.073235E+0	-6.821180E+0	-6.573158E+0	-6.321103E+0	-6.079952E+0	-5.831503E+0	-5.571440E+0	-5.331944E+0	-5.086039E+0	-4.831062E+0	-4.582040E+0	-4.340288E+0	-4.083830E+0	-3.839897E+0	-3.601242E+0	-3.351684E+0	-3.100599E+0	-3.003719E+0	-2.899606E+0	-2.797926E+0	-2.707205E+0	-2.601252E+0	-2.503400E+0	-2.402729E+0	-2.302102E+0	-2.208228E+0	-2.106548E+0	-2.004293E+0	-1.911741E+0	-1.807194E+0	-1.715252E+0	-1.608115E+0	-1.504021E+0	-1.414548E+0	-1.312868E+0	-1.209930E+0	-1.112706E+0	-1.013529E+0	-9.130004E-1	-8.179303E-1	-7.163297E-1	-6.138743E-1	-5.121396E-1	-4.207076E-1	-3.142460E-1	-2.114623E-1	-1.146643E-1	-1.503117E-2	8.185700E-2	1.790494E-1	2.807972E-1	3.854698E-1	4.872600E-1	5.748754E-1	6.775897E-1	7.845148E-1	8.807374E-1	1.123719E+0	1.380741E+0	1.633315E+0	1.876372E+0	2.128871E+0	2.389195E+0	2.629858E+0	2.878445E+0	3.138972E+0	3.383602E+0	3.632180E+0	3.883561E+0	4.126562E+0	4.382465E+0	4.633597E+0	4.882157E+0	5.131559E+0	5.377946E+0	5.630159E+0	5.879099E+0	6.125569E+0	6.375442E+0	6.628062E+0	6.872554E+0	7.114335E+0	7.365614E+0
-9.554151E+0	-9.304353E+0	-9.062879E+0	-8.809049E+0	-8.562534E+0	-8.313402E+0	-8.062263E+0	-7.814083E+0	-7.570704E+0	-7.317752E+0	-7.070016E+0	-6.820967E+0	-6.574915E+0	-6.320585E+0	-6.069621E+0	-5.821044E+0	-5.576304E+0	-5.325868E+0	-5.075311E+0	-4.833984E+0	-4.586304E+0	-4.330290E+0	-4.087891E+0	-3.838111E+0	-3.586249E+0	-3.346421E+0	-3.093034E+0	-2.996681E+0	-2.903168E+0	-2.799285E+0	-2.701749E+0	-2.605793E+0	-2.499636E+0	-2.399936E+0	-2.306551E+0	-2.209578E+0	-2.105521E+0	-2.004626E+0	-1.904018E+0	-1.803281E+0	-1.701518E+0	-1.611667E+0	-1.510347E+0	-1.404754E+0	-1.306634E+0	-1.210827E+0	-1.109536E+0	-1.012999E+0	-9.157532E-1	-8.070040E-1	-7.172547E-1	-6.159362E-1	-5.141801E-1	-4.091191E-1	-3.170313E-1	-2.154805E-1	-1.220238E-1	-1.899182E-2	8.652205E-2	1.871007E-1	2.898993E-1	3.857260E-1	4.775826E-1	5.882484E-1	6.843673E-1	7.818674E-1	8.867981E-1	1.138499E+0	1.380658E+0	1.628543E+0	1.885555E+0	2.138619E+0	2.384516E+0	2.642500E+0	2.889025E+0	3.130620E+0	3.387264E+0	3.632624E+0	3.879908E+0	4.136709E+0	4.382697E+0	4.627410E+0	4.881538E+0	5.134315E+0	5.381580E+0	5.629845E+0	5.878997E+0	6.131580E+0	6.375359E+0	6.622930E+0	6.869381E+0	7.125932E+0	7.370100E+0
-9.556454E+0	-9.302290E+0	-9.061418E+0	-8.804822E+0	-8.566779E+0	-8.310674E+0	-8.059932E+0	-7.816867E+0	-7.560770E+0	-7.313201E+0	-7.062498E+0	-6.819590E+0	-6.564751E+0	-6.321592E+0	-6.069538E+0	-5.821542E+0	-5.576480E+0	-5.330362E+0	-5.077753E+0	-4.828592E+0	-4.580393E+0	-4.337421E+0	-4.088214E+0	-3.838906E+0	-3.586573E+0	-3.337635E+0	-3.095818E+0	-2.994590E+0	-2.890875E+0	-2.792802E+0	-2.698678E+0	-2.593936E+0	-2.502790E+0	-2.405864E+0	-2.298338E+0	-2.197184E+0	-2.099195E+0	-2.007761E+0	-1.901605E+0	-1.804872E+0	-1.707187E+0	-1.600660E+0	-1.507812E+0	-1.409535E+0	-1.309270E+0	-1.208052E+0	-1.102833E+0	-1.004985E+0	-9.058537E-1	-8.135763E-1	-7.049002E-1	-6.083973E-1	-5.082000E-1	-4.171324E-1	-3.162977E-1	-2.099684E-1	-1.086841E-1	-7.531371E-3	8.686662E-2	1.910912E-1	2.815631E-1	3.819223E-1	4.899832E-1	5.847268E-1	6.875679E-1	7.881880E-1	8.805986E-1	1.133263E+0	1.387401E+0	1.638790E+0	1.888691E+0	2.134531E+0	2.386568E+0	2.634037E+0	2.881700E+0	3.142523E+0	3.386136E+0	3.642049E+0	3.895001E+0	4.134221E+0	4.391234E+0	4.641783E+0	4.887031E+0	5.127776E+0	5.385548E+0	5.633258E+0	5.883473E+0	6.125781E+0	6.377810E+0	6.632687E+0	6.879074E+0	7.121770E+0	7.367723E+0
-9.549749E+0	-9.303957E+0	-9.051263E+0	-8.810612E+0	-8.552869E+0	-8.310396E+0	-8.061634E+0	-7.816247E+0	-7.565256E+0	-7.318816E+0	-7.067713E+0	-6.808583E+0	-6.568810E+0	-6.314091E+0	-6.072673E+0	-5.823143E+0	-5.567111E+0	-5.318783E+0	-5.074423E+0	-4.824273E+0	-4.577740E+0	-4.326193E+0	-4.077782E+0	-3.828871E+0	-3.589024E+0	-3.343433E+0	-3.087716E+0	-2.996847E+0	-2.897775E+0	-2.791988E+0	-2.701351E+0	-2.598542E+0	-2.495715E+0	-2.389660E+0	-2.294907E+0	-2.201495E+0	-2.104272E+0	-1.995110E+0	-1.904481E+0	-1.796363E+0	-1.706429E+0	-1.602048E+0	-1.498712E+0	-1.403912E+0	-1.302676E+0	-1.198943E+0	-1.107752E+0	-1.009491E+0	-9.085871E-1	-8.057534E-1	-7.086937E-1	-6.097395E-1	-5.034546E-1	-4.070998E-1	-3.020978E-1	-2.079592E-1	-1.121631E-1	-7.174864E-3	9.572589E-2	1.851185E-1	2.926679E-1	3.940308E-1	4.894801E-1	5.880375E-1	6.840574E-1	7.880122E-1	8.921131E-1	1.139229E+0	1.383275E+0	1.639298E+0	1.885010E+0	2.144215E+0	2.394477E+0	2.642398E+0	2.896027E+0	3.143153E+0	3.396550E+0	3.636897E+0	3.886077E+0	4.137412E+0	4.386822E+0	4.638666E+0	4.893940E+0	5.139301E+0	5.383328E+0	5.635236E+0	5.886295E+0	6.137231E+0	6.383683E+0	6.629551E+0	6.876151E+0	7.124729E+0	7.378377E+0
-9.547169E+0	-9.294300E+0	-9.053630E+0	-8.800734E+0	-8.560841E+0	-8.303200E+0	-8.054170E+0	-7.805935E+0	-7.555194E+0	-7.307578E+0	-7.061276E+0	-6.818905E+0	-6.561984E+0	-6.317930E+0	-6.059383E+0	-5.808585E+0	-5.572864E+0	-5.319023E+0	-5.065258E+0	-4.824227E+0	-4.576232E+0	-4.324519E+0	-4.081268E+0	-3.833745E+0	-3.581708E+0	-3.334056E+0	-3.085589E+0	-2.984362E+0	-2.886131E+0	-2.795069E+0	-2.686118E+0	-2.591532E+0	-2.494069E+0	-2.395708E+0	-2.300160E+0	-2.194854E+0	-2.091453E+0	-1.997625E+0	-1.892393E+0	-1.798991E+0	-1.692556E+0	-1.598746E+0	-1.502097E+0	-1.397910E+0	-1.295628E+0	-1.206212E+0	-1.102217E+0	-9.997749E-1	-9.003490E-1	-8.059606E-1	-7.065245E-1	-6.025438E-1	-5.116317E-1	-4.027522E-1	-3.100391E-1	-2.091220E-1	-1.058906E-1	-1.008941E-2	8.799307E-2	1.963925E-1	2.949934E-1	3.907312E-1	4.899352E-1	5.916801E-1	6.956969E-1	7.887347E-1	8.897941E-1	1.141125E+0	1.388972E+0	1.643026E+0	1.895655E+0	2.142051E+0	2.389010E+0	2.644147E+0	2.892087E+0	3.141192E+0	3.388874E+0	3.648680E+0	3.897443E+0	4.140787E+0	4.398170E+0	4.641449E+0	4.886643E+0	5.135046E+0	5.393437E+0	5.633970E+0	5.885758E+0	6.133263E+0	6.379724E+0	6.638089E+0	6.878344E+0	7.132731E+0	7.373448E+0
-9.549610E+0	-9.300016E+0	-9.048886E+0	-8.802260E+0	-8.556125E+0	-8.308168E+0	-8.059340E+0	-7.807119E+0	-7.555101E+0	-7.307800E+0	-7.057604E+0	-6.804329E+0	-6.559377E+0	-6.313704E+0	-6.064497E+0	-5.816808E+0	-5.559295E+0	-5.319181E+0	-5.069522E+0	-4.818040E+0	-4.570175E+0	-4.328182E+0	-4.072261E+0	-3.827882E+0	-3.585047E+0	-3.336469E+0	-3.089455E+0	-2.991270E+0	-2.887610E+0	-2.780899E+0	-2.688782E+0	-2.584678E+0	-2.494975E+0	-2.390288E+0	-2.289728E+0	-2.193920E+0	-2.094487E+0	-1.993176E+0	-1.894363E+0	-1.791138E+0	-1.698540E+0	-1.592337E+0	-1.494753E+0	-1.403700E+0	-1.304008E+0	-1.195012E+0	-1.096619E+0	-1.004417E+0	-8.985258E-1	-8.034835E-1	-6.994667E-1	-6.046315E-1	-4.981025E-1	-4.065132E-1	-2.995032E-1	-1.980514E-1	-1.048600E-1	-8.919645E-4	9.760942E-2	1.925426E-1	2.918233E-1	3.945719E-1	4.962529E-1	5.891215E-1	6.905011E-1	7.980126E-1	8.924425E-1	1.138795E+0	1.398295E+0	1.645968E+0	1.891438E+0	2.140062E+0	2.398306E+0	2.645580E+0	2.895934E+0	3.152605E+0	3.400055E+0	3.643473E+0	3.891727E+0	4.142276E+0	4.389356E+0	4.648424E+0	4.899961E+0	5.145441E+0	5.392263E+0	5.646150E+0	5.896773E+0	6.139923E+0	6.391322E+0	6.634093E+0	6.886445E+0	7.125775E+0	7.383242E+0
-9.537513E+0	-9.294503E+0	-9.045732E+0	-8.805266E+0	-8.545388E+0	-8.303579E+0	-8.054901E+0	-7.803947E+0	-7.559217E+0	-7.306617E+0	-7.059695E+0	-6.802497E+0	-6.560782E+0	-6.306277E+0	-6.055683E+0	-5.809020E+0	-5.566417E+0	-5.310542E+0	-5.065045E+0	-4.818428E+0	-4.574900E+0	-4.318350E+0	-4.071474E+0	-3.820972E+0	-3.573598E+0	-3.330254E+0	-3.076174E+0	-2.980430E+0	-2.888748E+0	-2.789380E+0	-2.688458E+0	-2.590329E+0	-2.482369E+0	-2.384545E+0	-2.291216E+0	-2.193494E+0	-2.093858E+0	-1.984686E+0	-1.894964E+0	-1.789122E+0	-1.693823E+0	-1.600114E+0	-1.498924E+0	-1.392879E+0	-1.293529E+0	-1.194059E+0	-1.099818E+0	-9.919974E-1	-9.024904E-1	-7.947171E-1	-7.017829E-1	-6.023209E-1	-4.989526E-1	-3.961050E-1	-3.001460E-1	-2.029068E-1	-1.055521E-1	-3.809103E-3	1.018910E-1	2.000278E-1	3.032186E-1	3.995965E-1	4.935288E-1	6.003234E-1	6.953296E-1	7.897809E-1	8.986364E-1	1.150475E+0	1.394392E+0	1.640214E+0	1.897079E+0	2.150662E+0	2.397112E+0	2.654912E+0	2.903157E+0	3.147453E+0	3.393156E+0	3.649133E+0	3.900154E+0	4.153208E+0	4.402157E+0	4.644640E+0	4.891111E+0	5.144045E+0	5.394788E+0	5.643560E+0	5.888607E+0	6.142308E+0	6.385394E+0	6.637848E+0	6.882625E+0	7.139538E+0	7.385721E+0
-9.544523E+0	-9.284857E+0	-9.050468E+0	-8.793456E+0	-8.548180E+0	-8.296089E+0	-8.045347E+0	-7.794245E+0	-7.547601E+0	-7.298247E+0	-7.049937E+0	-6.804125E+0	-6.548824E+0	-6.308829E+0	-6.054878E+0	-5.804673E+0	-5.563327E+0	-5.316027E+0	-5.059977E+0	-4.809309E+0	-4.561443E+0	-4.320459E+0	-4.067238E+0	-3.825042E+0	-3.578962E+0	-3.326444E+0	-3.082370E+0	-2.977813E+0	-2.878723E+0	-2.780141E+0	-2.681531E+0	-2.580914E+0	-2.491895E+0	-2.386339E+0	-2.290689E+0	-2.183691E+0	-2.083407E+0	-1.987914E+0	-1.883866E+0	-1.794486E+0	-1.689309E+0	-1.586223E+0	-1.486596E+0	-1.391963E+0	-1.293353E+0	-1.197314E+0	-1.087192E+0	-9.966853E-1	-8.952289E-1	-8.002070E-1	-6.893479E-1	-5.898665E-1	-4.971608E-1	-4.027818E-1	-3.000453E-1	-2.005536E-1	-9.803073E-2	5.449159E-3	9.884002E-2	2.036455E-1	2.981671E-1	3.961343E-1	5.046752E-1	5.928891E-1	7.057055E-1	8.038697E-1	8.938180E-1	1.148903E+0	1.403743E+0	1.653551E+0	1.903563E+0	2.147322E+0	2.402218E+0	2.648003E+0	2.898357E+0	3.157498E+0	3.405096E+0	3.655385E+0	3.901661E+0	4.149083E+0	4.396912E+0	4.653122E+0	4.907083E+0	5.150159E+0	5.398977E+0	5.642821E+0	5.898142E+0	6.141347E+0	6.390526E+0	6.645774E+0	6.889849E+0	7.136531E+0	7.383732E+0
-9.535423E+0	-9.290906E+0	-9.037797E+0	-8.795740E+0	-8.548430E+0	-8.300602E+0	-8.047836E+0	-7.802449E+0	-7.549811E+0	-7.302454E+0	-7.051546E+0	-6.796772E+0	-6.558017E+0	-6.300339E+0	-6.052529E+0	-5.809076E+0	-5.552618E+0	-5.308360E+0	-5.062612E+0	-4.817724E+0	-4.568139E+0	-4.319164E+0	-4.060977E+0	-3.819104E+0	-3.572506E+0	-3.328423E+0	-3.074759E+0	-2.983473E+0	-2.881100E+0	-2.774610E+0	-2.683935E+0	-2.578380E+0	-2.476949E+0	-2.376055E+0	-2.277584E+0	-2.190248E+0	-2.091047E+0	-1.982771E+0	-1.890322E+0	-1.782684E+0	-1.692593E+0	-1.586574E+0	-1.487669E+0	-1.389096E+0	-1.288924E+0	-1.183525E+0	-1.093807E+0	-9.906329E-1	-8.924826E-1	-7.882568E-1	-6.966398E-1	-5.993155E-1	-4.919604E-1	-3.921543E-1	-2.900245E-1	-1.927928E-1	-9.294076E-2	9.974005E-4	1.076756E-1	1.970003E-1	3.086771E-1	4.048608E-1	4.969449E-1	6.014695E-1	6.982222E-1	7.997313E-1	9.064591E-1	1.150420E+0	1.398896E+0	1.651008E+0	1.898374E+0	2.156951E+0	2.409497E+0	2.660101E+0	2.908318E+0	3.155482E+0	3.399039E+0	3.652231E+0	3.902484E+0	4.153615E+0	4.407882E+0	4.651004E+0	4.895568E+0	5.155587E+0	5.399597E+0	5.650572E+0	5.897088E+0	6.151992E+0	6.402689E+0	6.643748E+0	6.889747E+0	7.139777E+0	7.390252E+0
