6.173224E-1	6.439174E-1	6.684867E-1	6.940781E-1	7.192282E-1	7.437171E-1	7.676814E-1	7.936012E-1	8.187828E-1	8.431698E-1	8.687779E-1	8.925470E-1	9.185047E-1	9.442145E-1	9.691205E-1	9.928544E-1	1.018006E+0
6.187950E-1	6.430174E-1	6.694987E-1	6.936785E-1	7.184735E-1	7.432286E-1	7.691078E-1	7.931017E-1	8.185635E-1	8.444538E-1	8.685420E-1	8.938873E-1	9.193178E-1	9.437733E-1	9.691973E-1	9.941375E-1	1.019458E+0
6.185600E-1	6.446658E-1	6.686745E-1	6.953934E-1	7.196186E-1	7.446338E-1	7.689208E-1	7.940507E-1	8.195940E-1	8.438608E-1	8.687862E-1	8.943859E-1	9.188081E-1	9.440887E-1	9.688088E-1	9.944390E-1	1.019680E+0
6.188033E-1	6.443346E-1	6.702710E-1	6.948588E-1	7.203069E-1	7.446772E-1	7.691484E-1	7.947297E-1	8.201814E-1	8.444926E-1	8.700506E-1	8.939308E-1	9.202742E-1	9.455428E-1	9.705450E-1	9.942234E-1	1.019393E+0
6.201289E-1	6.449682E-1	6.699251E-1	6.953860E-1	7.196787E-1	7.446244E-1	7.705545E-1	7.941644E-1	8.193905E-1	8.452427E-1	8.694698E-1	8.957115E-1	9.201891E-1	9.446816E-1	9.696588E-1	9.955620E-1	1.020854E+0
6.203083E-1	6.457610E-1	6.701739E-1	6.964110E-1	7.208221E-1	7.460851E-1	7.694528E-1	7.957647E-1	8.208816E-1	8.451095E-1	8.703458E-1	8.952370E-1	9.199043E-1	9.452487E-1	9.708780E-1	9.948913E-1	1.020697E+0
6.200187E-1	6.454631E-1	6.716706E-1	6.958070E-1	7.214529E-1	7.457096E-1	7.706164E-1	7.953513E-1	8.205996E-1	8.467543E-1	8.707435E-1	8.955598E-1	9.213482E-1	9.466010E-1	9.712896E-1	9.966563E-1	1.020780E+0
6.215460E-1	6.467036E-1	6.709935E-1	6.969881E-1	7.209044E-1	7.458113E-1	7.715229E-1	7.955066E-1	8.209991E-1	8.461594E-1	8.705363E-1	8.969594E-1	9.208765E-1	9.462098E-1	9.707513E-1	9.960365E-1	1.021937E+0
6.206691E-1	6.459284E-1	6.718066E-1	6.975811E-1	7.223353E-1	7.473385E-1	7.707413E-1	7.972234E-1	8.224107E-1	8.462871E-1	8.722190E-1	8.960130E-1	9.217275E-1	9.463420E-1	9.724126E-1	9.967044E-1	1.022113E+0
6.214886E-1	6.477701E-1	6.725530E-1	6.968541E-1	7.224371E-1	7.466466E-1	7.724405E-1	7.962291E-1	8.216697E-1	8.476996E-1	8.715270E-1	8.972581E-1	9.225442E-1	9.477629E-1	9.720991E-1	9.973056E-1	1.021854E+0
