-1.769534E+0	-1.762106E+0	-1.761884E+0	-1.762125E+0	-1.759942E+0	-1.760035E+0	-1.760793E+0	-1.760432E+0	-1.757750E+0	-1.758435E+0	-1.757824E+0	-1.761505E+0	-1.759674E+0	-1.760765E+0	-1.757084E+0	-1.759970E+0	-1.758295E+0	-1.757833E+0	-1.757010E+0	-1.757102E+0	-1.756557E+0	-1.756880E+0	-1.755429E+0	-1.757342E+0	-1.758869E+0	-1.754892E+0	-1.757518E+0	-1.756992E+0	-1.758610E+0	-1.756400E+0	-1.758111E+0	-1.756289E+0	-1.755873E+0	-1.757353E+0	-1.756234E+0	-1.757380E+0	-1.756548E+0	-1.757352E+0	-1.757436E+0	-1.758545E+0	-1.756252E+0	-1.754060E+0	-1.756464E+0	-1.755614E+0	-1.755437E+0	-1.754375E+0	-1.754208E+0	-1.756409E+0	-1.753542E+0	-1.754541E+0	-1.754393E+0	-1.754375E+0	-1.753311E+0	-1.754134E+0	-1.753653E+0	-1.754976E+0	-1.752774E+0	-1.753773E+0	-1.754282E+0	-1.753866E+0	-1.752903E+0	-1.751988E+0	-1.752996E+0	-1.751795E+0	-1.752876E+0	-1.750259E+0	-1.750564E+0	-1.750453E+0	-1.749991E+0	-1.750748E+0	-1.749066E+0	-1.749352E+0	-1.748806E+0	-1.748621E+0	-1.749777E+0	-1.747456E+0	-1.750139E+0	-1.747872E+0	-1.747752E+0	-1.745116E+0	-1.745699E+0	-1.745949E+0	-1.745504E+0	-1.743951E+0	-1.744986E+0	-1.742841E+0	-1.743720E+0	-1.743822E+0	-1.742351E+0	-1.742018E+0	-1.741131E+0	-1.742619E+0	-1.743082E+0	-1.742823E+0	-1.740464E+0	-1.740862E+0	-1.742554E+0	-1.742296E+0	-1.739827E+0	-1.739965E+0	-1.741777E+0
-1.767045E+0	-1.759471E+0	-1.759479E+0	-1.759710E+0	-1.757565E+0	-1.757889E+0	-1.757935E+0	-1.758407E+0	-1.755891E+0	-1.755919E+0	-1.755465E+0	-1.758740E+0	-1.757926E+0	-1.758759E+0	-1.755290E+0	-1.757519E+0	-1.756215E+0	-1.755901E+0	-1.754745E+0	-1.754985E+0	-1.753783E+0	-1.755059E+0	-1.753134E+0	-1.754818E+0	-1.756400E+0	-1.752247E+0	-1.755382E+0	-1.755041E+0	-1.756224E+0	-1.753967E+0	-1.755780E+0	-1.753690E+0	-1.753967E+0	-1.755457E+0	-1.754393E+0	-1.755077E+0	-1.754430E+0	-1.754772E+0	-1.754902E+0	-1.756502E+0	-1.754199E+0	-1.751600E+0	-1.753986E+0	-1.753459E+0	-1.752710E+0	-1.752145E+0	-1.751572E+0	-1.753819E+0	-1.751387E+0	-1.752589E+0	-1.752099E+0	-1.751831E+0	-1.750684E+0	-1.751748E+0	-1.751646E+0	-1.752895E+0	-1.750388E+0	-1.751572E+0	-1.752080E+0	-1.751627E+0	-1.750620E+0	-1.749658E+0	-1.751027E+0	-1.749732E+0	-1.750508E+0	-1.747605E+0	-1.748122E+0	-1.747808E+0	-1.747678E+0	-1.748326E+0	-1.746337E+0	-1.746985E+0	-1.746179E+0	-1.746531E+0	-1.747586E+0	-1.745070E+0	-1.747808E+0	-1.745273E+0	-1.745699E+0	-1.742933E+0	-1.743544E+0	-1.743969E+0	-1.743702E+0	-1.741611E+0	-1.742351E+0	-1.740492E+0	-1.741620E+0	-1.741204E+0	-1.739845E+0	-1.739798E+0	-1.738623E+0	-1.740455E+0	-1.740650E+0	-1.740594E+0	-1.738023E+0	-1.738522E+0	-1.740233E+0	-1.740104E+0	-1.738319E+0	-1.737486E+0	-1.739105E+0
-1.762726E+0	-1.755743E+0	-1.755003E+0	-1.755956E+0	-1.753829E+0	-1.754023E+0	-1.753274E+0	-1.754356E+0	-1.751627E+0	-1.751369E+0	-1.751609E+0	-1.754716E+0	-1.754152E+0	-1.754671E+0	-1.750712E+0	-1.753071E+0	-1.751794E+0	-1.751313E+0	-1.750666E+0	-1.750721E+0	-1.749630E+0	-1.750749E+0	-1.749140E+0	-1.750758E+0	-1.752561E+0	-1.748612E+0	-1.751526E+0	-1.750536E+0	-1.752192E+0	-1.750129E+0	-1.751248E+0	-1.749251E+0	-1.749768E+0	-1.751082E+0	-1.749954E+0	-1.750582E+0	-1.749917E+0	-1.750554E+0	-1.751082E+0	-1.751998E+0	-1.749472E+0	-1.747660E+0	-1.750277E+0	-1.749621E+0	-1.748973E+0	-1.748335E+0	-1.747549E+0	-1.749722E+0	-1.747558E+0	-1.748233E+0	-1.748196E+0	-1.747835E+0	-1.747049E+0	-1.747891E+0	-1.747697E+0	-1.749185E+0	-1.745994E+0	-1.747059E+0	-1.747558E+0	-1.747651E+0	-1.746837E+0	-1.745829E+0	-1.746541E+0	-1.745357E+0	-1.746568E+0	-1.743535E+0	-1.743858E+0	-1.744025E+0	-1.743423E+0	-1.744376E+0	-1.742009E+0	-1.743202E+0	-1.742111E+0	-1.742000E+0	-1.743221E+0	-1.740935E+0	-1.744099E+0	-1.741149E+0	-1.741667E+0	-1.738568E+0	-1.739669E+0	-1.739391E+0	-1.739123E+0	-1.737255E+0	-1.738567E+0	-1.736792E+0	-1.737625E+0	-1.737135E+0	-1.735526E+0	-1.735987E+0	-1.734573E+0	-1.735822E+0	-1.737218E+0	-1.736191E+0	-1.733981E+0	-1.734277E+0	-1.735905E+0	-1.736146E+0	-1.733990E+0	-1.733269E+0	-1.735146E+0
-1.758897E+0	-1.751978E+0	-1.750999E+0	-1.751563E+0	-1.749667E+0	-1.749657E+0	-1.749538E+0	-1.749935E+0	-1.747281E+0	-1.747641E+0	-1.747133E+0	-1.750758E+0	-1.749592E+0	-1.750148E+0	-1.746476E+0	-1.748852E+0	-1.747484E+0	-1.747226E+0	-1.746670E+0	-1.746337E+0	-1.745856E+0	-1.746337E+0	-1.744469E+0	-1.747253E+0	-1.748271E+0	-1.744247E+0	-1.747050E+0	-1.746235E+0	-1.748556E+0	-1.745487E+0	-1.747502E+0	-1.745486E+0	-1.745274E+0	-1.746763E+0	-1.745709E+0	-1.746402E+0	-1.745949E+0	-1.746772E+0	-1.746716E+0	-1.748160E+0	-1.745255E+0	-1.743673E+0	-1.745754E+0	-1.745227E+0	-1.744673E+0	-1.743813E+0	-1.743711E+0	-1.745689E+0	-1.743137E+0	-1.744247E+0	-1.743692E+0	-1.743831E+0	-1.742748E+0	-1.743276E+0	-1.743266E+0	-1.744552E+0	-1.742166E+0	-1.743137E+0	-1.743637E+0	-1.743701E+0	-1.742416E+0	-1.741315E+0	-1.742471E+0	-1.741046E+0	-1.742425E+0	-1.739632E+0	-1.739752E+0	-1.740187E+0	-1.739604E+0	-1.740483E+0	-1.738273E+0	-1.738808E+0	-1.738300E+0	-1.738328E+0	-1.739438E+0	-1.737107E+0	-1.739863E+0	-1.737255E+0	-1.737273E+0	-1.734564E+0	-1.734859E+0	-1.735544E+0	-1.735007E+0	-1.733315E+0	-1.734194E+0	-1.732334E+0	-1.733417E+0	-1.733490E+0	-1.731715E+0	-1.731688E+0	-1.730698E+0	-1.732002E+0	-1.733343E+0	-1.732168E+0	-1.729939E+0	-1.730254E+0	-1.732048E+0	-1.731826E+0	-1.730262E+0	-1.729615E+0	-1.731373E+0
-1.754171E+0	-1.747567E+0	-1.747012E+0	-1.747141E+0	-1.745135E+0	-1.745357E+0	-1.745422E+0	-1.746041E+0	-1.743451E+0	-1.743571E+0	-1.743008E+0	-1.746106E+0	-1.745515E+0	-1.745653E+0	-1.742545E+0	-1.744978E+0	-1.743701E+0	-1.743452E+0	-1.742601E+0	-1.742471E+0	-1.741509E+0	-1.742462E+0	-1.740705E+0	-1.742924E+0	-1.743766E+0	-1.740168E+0	-1.742721E+0	-1.742795E+0	-1.743896E+0	-1.741417E+0	-1.743451E+0	-1.741139E+0	-1.741481E+0	-1.742952E+0	-1.741843E+0	-1.742675E+0	-1.741991E+0	-1.742129E+0	-1.742129E+0	-1.744072E+0	-1.741269E+0	-1.739031E+0	-1.741815E+0	-1.741213E+0	-1.740288E+0	-1.739522E+0	-1.739086E+0	-1.741195E+0	-1.738966E+0	-1.740103E+0	-1.739605E+0	-1.739466E+0	-1.738319E+0	-1.739465E+0	-1.739429E+0	-1.740779E+0	-1.738069E+0	-1.738818E+0	-1.739752E+0	-1.739327E+0	-1.738199E+0	-1.736996E+0	-1.738652E+0	-1.737338E+0	-1.737930E+0	-1.735248E+0	-1.735822E+0	-1.735701E+0	-1.735646E+0	-1.736016E+0	-1.734000E+0	-1.734564E+0	-1.733916E+0	-1.734083E+0	-1.735221E+0	-1.732778E+0	-1.735590E+0	-1.733029E+0	-1.733398E+0	-1.730605E+0	-1.730707E+0	-1.731697E+0	-1.731095E+0	-1.729411E+0	-1.730124E+0	-1.728302E+0	-1.729661E+0	-1.729273E+0	-1.727747E+0	-1.727590E+0	-1.726379E+0	-1.728173E+0	-1.728930E+0	-1.728394E+0	-1.725694E+0	-1.726563E+0	-1.728070E+0	-1.727812E+0	-1.726119E+0	-1.725333E+0	-1.726999E+0
-1.749796E+0	-1.743156E+0	-1.742924E+0	-1.743026E+0	-1.741287E+0	-1.741574E+0	-1.740826E+0	-1.741842E+0	-1.739272E+0	-1.739095E+0	-1.739151E+0	-1.742018E+0	-1.741592E+0	-1.741713E+0	-1.738059E+0	-1.740409E+0	-1.739465E+0	-1.738892E+0	-1.738060E+0	-1.738374E+0	-1.737282E+0	-1.738273E+0	-1.736682E+0	-1.738578E+0	-1.740066E+0	-1.736108E+0	-1.738799E+0	-1.738550E+0	-1.739845E+0	-1.737496E+0	-1.739049E+0	-1.736821E+0	-1.737283E+0	-1.738605E+0	-1.737504E+0	-1.738208E+0	-1.737357E+0	-1.738004E+0	-1.738189E+0	-1.739438E+0	-1.737117E+0	-1.735072E+0	-1.737708E+0	-1.737163E+0	-1.736589E+0	-1.735757E+0	-1.734952E+0	-1.736978E+0	-1.734943E+0	-1.735618E+0	-1.735941E+0	-1.735285E+0	-1.734490E+0	-1.735581E+0	-1.735137E+0	-1.736533E+0	-1.733370E+0	-1.734637E+0	-1.735137E+0	-1.734341E+0	-1.734416E+0	-1.733260E+0	-1.734341E+0	-1.732964E+0	-1.734203E+0	-1.730984E+0	-1.731317E+0	-1.731521E+0	-1.731170E+0	-1.731965E+0	-1.729671E+0	-1.731114E+0	-1.729708E+0	-1.729912E+0	-1.731012E+0	-1.728340E+0	-1.731817E+0	-1.728913E+0	-1.729421E+0	-1.726277E+0	-1.726554E+0	-1.727184E+0	-1.726518E+0	-1.725029E+0	-1.726202E+0	-1.724575E+0	-1.725195E+0	-1.724834E+0	-1.723354E+0	-1.724131E+0	-1.722170E+0	-1.723567E+0	-1.724806E+0	-1.723780E+0	-1.721311E+0	-1.722059E+0	-1.723502E+0	-1.723882E+0	-1.721661E+0	-1.720968E+0	-1.722697E+0
-1.745598E+0	-1.738975E+0	-1.738438E+0	-1.738762E+0	-1.736895E+0	-1.737088E+0	-1.736524E+0	-1.736941E+0	-1.734424E+0	-1.734721E+0	-1.734582E+0	-1.737801E+0	-1.737384E+0	-1.736857E+0	-1.733380E+0	-1.736052E+0	-1.735007E+0	-1.734619E+0	-1.733870E+0	-1.733408E+0	-1.733241E+0	-1.733509E+0	-1.731808E+0	-1.734332E+0	-1.735507E+0	-1.731373E+0	-1.734055E+0	-1.733842E+0	-1.735905E+0	-1.732704E+0	-1.734720E+0	-1.733010E+0	-1.732408E+0	-1.734000E+0	-1.732936E+0	-1.733944E+0	-1.733038E+0	-1.733676E+0	-1.733408E+0	-1.734943E+0	-1.732316E+0	-1.730873E+0	-1.732815E+0	-1.732363E+0	-1.731891E+0	-1.731058E+0	-1.730661E+0	-1.732733E+0	-1.730393E+0	-1.731493E+0	-1.731198E+0	-1.731132E+0	-1.729884E+0	-1.730707E+0	-1.730522E+0	-1.731955E+0	-1.729217E+0	-1.730532E+0	-1.730485E+0	-1.730994E+0	-1.729865E+0	-1.728783E+0	-1.729837E+0	-1.728330E+0	-1.729810E+0	-1.726887E+0	-1.726729E+0	-1.726712E+0	-1.726785E+0	-1.727951E+0	-1.725574E+0	-1.726295E+0	-1.725684E+0	-1.725472E+0	-1.726952E+0	-1.724317E+0	-1.727294E+0	-1.724769E+0	-1.725009E+0	-1.721976E+0	-1.722290E+0	-1.722735E+0	-1.722568E+0	-1.720857E+0	-1.721476E+0	-1.719692E+0	-1.720801E+0	-1.720931E+0	-1.718961E+0	-1.719099E+0	-1.717962E+0	-1.719442E+0	-1.720414E+0	-1.719423E+0	-1.717241E+0	-1.717536E+0	-1.719266E+0	-1.719275E+0	-1.717537E+0	-1.716797E+0	-1.718480E+0
-1.741343E+0	-1.735266E+0	-1.734535E+0	-1.734239E+0	-1.732464E+0	-1.732834E+0	-1.732825E+0	-1.733000E+0	-1.730466E+0	-1.730679E+0	-1.730466E+0	-1.733704E+0	-1.733305E+0	-1.732806E+0	-1.729699E+0	-1.732076E+0	-1.730911E+0	-1.730771E+0	-1.729810E+0	-1.729291E+0	-1.728912E+0	-1.729005E+0	-1.727821E+0	-1.729810E+0	-1.731095E+0	-1.727322E+0	-1.730004E+0	-1.729764E+0	-1.731253E+0	-1.728866E+0	-1.730577E+0	-1.728710E+0	-1.728866E+0	-1.729976E+0	-1.728866E+0	-1.729957E+0	-1.729033E+0	-1.729412E+0	-1.729070E+0	-1.731133E+0	-1.728358E+0	-1.726250E+0	-1.728857E+0	-1.728385E+0	-1.727507E+0	-1.726924E+0	-1.726295E+0	-1.728265E+0	-1.726074E+0	-1.727275E+0	-1.726896E+0	-1.726795E+0	-1.725453E+0	-1.726424E+0	-1.726702E+0	-1.728089E+0	-1.725194E+0	-1.726055E+0	-1.726878E+0	-1.726971E+0	-1.725453E+0	-1.724343E+0	-1.726054E+0	-1.724436E+0	-1.725352E+0	-1.722540E+0	-1.722873E+0	-1.722161E+0	-1.722790E+0	-1.723511E+0	-1.721652E+0	-1.722097E+0	-1.721255E+0	-1.721505E+0	-1.722753E+0	-1.720062E+0	-1.722836E+0	-1.720598E+0	-1.720515E+0	-1.718268E+0	-1.717722E+0	-1.718951E+0	-1.718341E+0	-1.716473E+0	-1.717370E+0	-1.715780E+0	-1.716806E+0	-1.716602E+0	-1.715058E+0	-1.714910E+0	-1.714216E+0	-1.715566E+0	-1.716250E+0	-1.715669E+0	-1.712949E+0	-1.713698E+0	-1.715520E+0	-1.715214E+0	-1.713708E+0	-1.712700E+0	-1.714540E+0
-1.737079E+0	-1.730984E+0	-1.730300E+0	-1.729782E+0	-1.728339E+0	-1.728884E+0	-1.728358E+0	-1.728996E+0	-1.726535E+0	-1.726295E+0	-1.726305E+0	-1.729338E+0	-1.729422E+0	-1.728903E+0	-1.725121E+0	-1.727480E+0	-1.726480E+0	-1.726304E+0	-1.725259E+0	-1.725481E+0	-1.724612E+0	-1.725213E+0	-1.723668E+0	-1.725879E+0	-1.727072E+0	-1.723466E+0	-1.726083E+0	-1.725981E+0	-1.727340E+0	-1.724824E+0	-1.725971E+0	-1.724381E+0	-1.724603E+0	-1.725555E+0	-1.724861E+0	-1.725398E+0	-1.724713E+0	-1.724843E+0	-1.725241E+0	-1.726823E+0	-1.724205E+0	-1.722272E+0	-1.724898E+0	-1.724538E+0	-1.723697E+0	-1.722984E+0	-1.721957E+0	-1.723872E+0	-1.722245E+0	-1.722929E+0	-1.723095E+0	-1.722512E+0	-1.721559E+0	-1.722800E+0	-1.722706E+0	-1.723983E+0	-1.720764E+0	-1.721893E+0	-1.722309E+0	-1.722383E+0	-1.721735E+0	-1.720358E+0	-1.721495E+0	-1.720719E+0	-1.721209E+0	-1.718212E+0	-1.718822E+0	-1.718212E+0	-1.718498E+0	-1.719238E+0	-1.716963E+0	-1.718221E+0	-1.716787E+0	-1.717111E+0	-1.718388E+0	-1.715826E+0	-1.718998E+0	-1.716065E+0	-1.716816E+0	-1.713930E+0	-1.713699E+0	-1.714725E+0	-1.714244E+0	-1.712422E+0	-1.713384E+0	-1.711654E+0	-1.712626E+0	-1.712173E+0	-1.710637E+0	-1.711091E+0	-1.710156E+0	-1.710942E+0	-1.712200E+0	-1.711202E+0	-1.708464E+0	-1.709250E+0	-1.711081E+0	-1.711358E+0	-1.708972E+0	-1.708390E+0	-1.710286E+0
-1.733472E+0	-1.726517E+0	-1.725888E+0	-1.726129E+0	-1.724418E+0	-1.724945E+0	-1.724002E+0	-1.724741E+0	-1.722125E+0	-1.722040E+0	-1.721855E+0	-1.725315E+0	-1.724936E+0	-1.724261E+0	-1.720681E+0	-1.723780E+0	-1.722448E+0	-1.722142E+0	-1.721171E+0	-1.720885E+0	-1.720819E+0	-1.720616E+0	-1.719118E+0	-1.721560E+0	-1.723031E+0	-1.719137E+0	-1.721634E+0	-1.721634E+0	-1.723160E+0	-1.720496E+0	-1.722124E+0	-1.720431E+0	-1.720015E+0	-1.721985E+0	-1.720331E+0	-1.721254E+0	-1.720820E+0	-1.720958E+0	-1.720931E+0	-1.722512E+0	-1.719747E+0	-1.718258E+0	-1.720329E+0	-1.720293E+0	-1.719599E+0	-1.718424E+0	-1.718119E+0	-1.719886E+0	-1.717758E+0	-1.719239E+0	-1.718748E+0	-1.718415E+0	-1.717268E+0	-1.718018E+0	-1.718239E+0	-1.719487E+0	-1.716417E+0	-1.718128E+0	-1.718230E+0	-1.718434E+0	-1.717611E+0	-1.716649E+0	-1.717389E+0	-1.716066E+0	-1.717583E+0	-1.714244E+0	-1.714439E+0	-1.714179E+0	-1.714050E+0	-1.715391E+0	-1.712755E+0	-1.714152E+0	-1.712893E+0	-1.712922E+0	-1.714540E+0	-1.711932E+0	-1.715011E+0	-1.712579E+0	-1.712792E+0	-1.709518E+0	-1.709694E+0	-1.710341E+0	-1.710313E+0	-1.708501E+0	-1.708870E+0	-1.707308E+0	-1.708325E+0	-1.708251E+0	-1.706513E+0	-1.706900E+0	-1.706133E+0	-1.706827E+0	-1.708177E+0	-1.707030E+0	-1.704829E+0	-1.705172E+0	-1.706938E+0	-1.706993E+0	-1.704644E+0	-1.704329E+0	-1.706013E+0
