-9.793423E-1	-1.004165E+0	-1.028835E+0	-1.053689E+0	-1.078638E+0	-1.103205E+0	-1.128989E+0	-1.153420E+0	-1.177942E+0	-1.203271E+0	-1.227891E+0	-1.252104E+0	-1.277454E+0	-1.302334E+0	-1.327971E+0	-1.352157E+0	-1.377683E+0
-9.776291E-1	-1.002621E+0	-1.027487E+0	-1.052943E+0	-1.077320E+0	-1.102466E+0	-1.126946E+0	-1.152241E+0	-1.177156E+0	-1.202290E+0	-1.227919E+0	-1.253362E+0	-1.276179E+0	-1.302991E+0	-1.326269E+0	-1.353017E+0	-1.377684E+0
-9.780065E-1	-1.002488E+0	-1.027964E+0	-1.052148E+0	-1.077259E+0	-1.102935E+0	-1.128190E+0	-1.151982E+0	-1.177892E+0	-1.201301E+0	-1.225819E+0	-1.251410E+0	-1.276825E+0	-1.301223E+0	-1.327528E+0	-1.351324E+0	-1.376379E+0
-9.775561E-1	-1.002826E+0	-1.026940E+0	-1.052735E+0	-1.077481E+0	-1.101109E+0	-1.126533E+0	-1.152325E+0	-1.177146E+0	-1.201902E+0	-1.226420E+0	-1.251928E+0	-1.275660E+0	-1.302223E+0	-1.326427E+0	-1.351630E+0	-1.376332E+0
-9.765644E-1	-1.000949E+0	-1.026325E+0	-1.050818E+0	-1.075780E+0	-1.101192E+0	-1.126549E+0	-1.150531E+0	-1.175883E+0	-1.200569E+0	-1.226679E+0	-1.251429E+0	-1.275605E+0	-1.300530E+0	-1.325918E+0	-1.350890E+0	-1.376425E+0
-9.767291E-1	-1.000983E+0	-1.027004E+0	-1.051503E+0	-1.076704E+0	-1.101425E+0	-1.127042E+0	-1.150957E+0	-1.175950E+0	-1.200857E+0	-1.225144E+0	-1.250023E+0	-1.275679E+0	-1.300650E+0	-1.326574E+0	-1.349872E+0	-1.374779E+0
-9.762388E-1	-1.001620E+0	-1.025585E+0	-1.050543E+0	-1.075209E+0	-1.099883E+0	-1.125340E+0	-1.150548E+0	-1.175845E+0	-1.200543E+0	-1.225929E+0	-1.250837E+0	-1.274098E+0	-1.300697E+0	-1.324531E+0	-1.350418E+0	-1.375722E+0
-9.751723E-1	-1.000363E+0	-1.025511E+0	-1.050023E+0	-1.074815E+0	-1.100510E+0	-1.125125E+0	-1.149336E+0	-1.174323E+0	-1.199062E+0	-1.225292E+0	-1.249246E+0	-1.274847E+0	-1.299707E+0	-1.325520E+0	-1.348938E+0	-1.374973E+0
-9.757495E-1	-9.994299E-1	-1.025526E+0	-1.050436E+0	-1.075416E+0	-1.100151E+0	-1.125352E+0	-1.150323E+0	-1.175616E+0	-1.199709E+0	-1.223350E+0	-1.250051E+0	-1.273857E+0	-1.300160E+0	-1.323707E+0	-1.349798E+0	-1.373641E+0
-9.741649E-1	-1.000141E+0	-1.024045E+0	-1.048711E+0	-1.073474E+0	-1.098760E+0	-1.123925E+0	-1.148713E+0	-1.173817E+0	-1.199331E+0	-1.224553E+0	-1.248414E+0	-1.273181E+0	-1.298828E+0	-1.324059E+0	-1.348892E+0	-1.374612E+0
-9.742806E-1	-9.985197E-1	-1.024615E+0	-1.049523E+0	-1.073804E+0	-1.099301E+0	-1.124180E+0	-1.148500E+0	-1.173416E+0	-1.197832E+0	-1.223793E+0	-1.248293E+0	-1.273653E+0	-1.298320E+0	-1.324420E+0	-1.348651E+0	-1.373050E+0
-9.741826E-1	-9.985326E-1	-1.023977E+0	-1.048740E+0	-1.074061E+0	-1.098486E+0	-1.123965E+0	-1.149131E+0	-1.173882E+0	-1.198766E+0	-1.222026E+0	-1.248396E+0	-1.272201E+0	-1.298828E+0	-1.322773E+0	-1.348605E+0	-1.373567E+0
-9.727987E-1	-9.986714E-1	-1.022889E+0	-1.047692E+0	-1.072387E+0	-1.097519E+0	-1.122455E+0	-1.147243E+0	-1.172437E+0	-1.197536E+0	-1.222878E+0	-1.247627E+0	-1.272988E+0	-1.297090E+0	-1.322681E+0	-1.347125E+0	-1.372790E+0
-9.735257E-1	-9.974160E-1	-1.023784E+0	-1.048711E+0	-1.073069E+0	-1.098079E+0	-1.123647E+0	-1.147808E+0	-1.172144E+0	-1.196445E+0	-1.222258E+0	-1.247544E+0	-1.271831E+0	-1.297617E+0	-1.322486E+0	-1.347412E+0	-1.371874E+0
-9.725073E-1	-9.970766E-1	-1.022594E+0	-1.046936E+0	-1.072436E+0	-1.097687E+0	-1.122293E+0	-1.147694E+0	-1.172691E+0	-1.197241E+0	-1.221251E+0	-1.247720E+0	-1.271591E+0	-1.297053E+0	-1.321599E+0	-1.347893E+0	-1.372504E+0
-9.715166E-1	-9.978379E-1	-1.021441E+0	-1.046781E+0	-1.071808E+0	-1.096038E+0	-1.121297E+0	-1.146450E+0	-1.170766E+0	-1.196426E+0	-1.221824E+0	-1.245953E+0	-1.271599E+0	-1.295646E+0	-1.321701E+0	-1.345349E+0	-1.370783E+0
