-1.142519E+0	-1.041469E+0	-9.364716E-1	-8.430379E-1	-7.400220E-1	-6.486779E-1	-5.466398E-1	-4.508806E-1	-3.500865E-1	-2.497328E-1	-1.524492E-1	-5.186743E-2	4.596510E-2	1.455372E-1	2.496482E-1	3.440070E-1	4.470349E-1	5.458134E-1	6.428962E-1	7.444950E-1	8.362146E-1	1.084726E+0	1.330594E+0	1.582031E+0	1.831876E+0	2.072307E+0	2.323992E+0	2.574642E+0	2.820030E+0	3.060200E+0	3.314948E+0	3.557783E+0	3.811466E+0	4.057873E+0	4.298340E+0	4.544513E+0	4.789910E+0	5.043270E+0	5.280556E+0	5.523548E+0	5.779859E+0	6.023491E+0	6.271680E+0	6.513249E+0	6.753910E+0	6.998430E+0	7.253019E+0	7.494208E+0	7.739522E+0	7.981147E+0	8.119582E+0
-1.131698E+0	-1.032331E+0	-9.356946E-1	-8.353502E-1	-7.443788E-1	-6.398524E-1	-5.447324E-1	-4.388823E-1	-3.473938E-1	-2.481825E-1	-1.421206E-1	-4.401510E-2	4.859387E-2	1.549806E-1	2.453756E-1	3.507938E-1	4.446530E-1	5.427146E-1	6.469154E-1	7.416765E-1	8.468967E-1	1.087510E+0	1.342184E+0	1.582022E+0	1.827067E+0	2.078235E+0	2.333870E+0	2.571534E+0	2.816764E+0	3.067017E+0	3.310454E+0	3.557866E+0	3.807000E+0	4.054302E+0	4.302085E+0	4.554465E+0	4.796810E+0	5.041061E+0	5.290351E+0	5.538837E+0	5.775282E+0	6.030177E+0	6.271718E+0	6.517929E+0	6.764195E+0	7.008380E+0	7.250448E+0	7.489657E+0	7.737840E+0	7.978843E+0	8.129654E+0
-1.131190E+0	-1.037724E+0	-9.385215E-1	-8.403054E-1	-7.330030E-1	-6.364604E-1	-5.370529E-1	-4.430836E-1	-3.383297E-1	-2.370278E-1	-1.449622E-1	-4.914220E-2	5.825511E-2	1.506608E-1	2.501885E-1	3.460956E-1	4.459748E-1	5.491036E-1	6.438370E-1	7.445070E-1	8.438802E-1	1.094845E+0	1.337069E+0	1.592602E+0	1.838498E+0	2.088797E+0	2.329273E+0	2.575003E+0	2.829241E+0	3.072307E+0	3.319378E+0	3.570047E+0	3.813993E+0	4.057863E+0	4.311695E+0	4.550793E+0	4.802229E+0	5.040930E+0	5.290998E+0	5.533537E+0	5.785705E+0	6.024998E+0	6.270209E+0	6.514451E+0	6.763215E+0	7.005847E+0	7.250791E+0	7.502246E+0	7.739578E+0	7.989600E+0	8.127573E+0
-1.131230E+0	-1.027005E+0	-9.283750E-1	-8.311608E-1	-7.321835E-1	-6.398098E-1	-5.409241E-1	-4.374558E-1	-3.433293E-1	-2.441846E-1	-1.409467E-1	-4.464276E-2	5.457126E-2	1.538004E-1	2.583333E-1	3.564141E-1	4.533962E-1	5.542605E-1	6.546022E-1	7.534879E-1	8.475072E-1	1.091358E+0	1.342784E+0	1.586350E+0	1.836648E+0	2.082035E+0	2.333527E+0	2.581939E+0	2.824487E+0	3.068155E+0	3.319850E+0	3.564424E+0	3.818561E+0	4.066455E+0	4.305405E+0	4.552199E+0	4.796949E+0	5.051807E+0	5.288861E+0	5.538375E+0	5.785372E+0	6.037668E+0	6.281632E+0	6.524532E+0	6.762068E+0	7.010694E+0	7.260077E+0	7.498565E+0	7.747865E+0	7.986141E+0	8.127425E+0
-1.122146E+0	-1.031062E+0	-9.300132E-1	-8.291646E-1	-7.347615E-1	-6.301203E-1	-5.297759E-1	-4.340074E-1	-3.375387E-1	-2.383792E-1	-1.356131E-1	-3.412177E-2	5.853507E-2	1.607897E-1	2.528747E-1	3.546243E-1	4.492540E-1	5.496114E-1	6.489023E-1	7.482330E-1	8.562957E-1	1.097767E+0	1.347575E+0	1.594812E+0	1.836279E+0	2.085809E+0	2.339409E+0	2.579803E+0	2.831516E+0	3.075471E+0	3.320461E+0	3.571037E+0	3.813743E+0	4.061063E+0	4.315089E+0	4.562252E+0	4.807021E+0	5.047709E+0	5.301357E+0	5.544876E+0	5.787841E+0	6.033488E+0	6.274936E+0	6.521674E+0	6.772917E+0	7.017435E+0	7.254564E+0	7.502718E+0	7.743786E+0	7.987732E+0	8.139143E+0
-1.126304E+0	-1.021641E+0	-9.289799E-1	-8.303847E-1	-7.242441E-1	-6.284877E-1	-5.341058E-1	-4.365420E-1	-3.302876E-1	-2.328736E-1	-1.383243E-1	-3.884070E-2	6.254264E-2	1.569611E-1	2.622063E-1	3.591235E-1	4.582248E-1	5.600429E-1	6.542452E-1	7.584090E-1	8.490742E-1	1.102512E+0	1.346780E+0	1.598743E+0	1.847201E+0	2.092977E+0	2.334970E+0	2.589681E+0	2.836807E+0	3.078893E+0	3.329238E+0	3.577677E+0	3.823879E+0	4.068841E+0	4.316596E+0	4.559514E+0	4.806734E+0	5.053638E+0	5.298703E+0	5.541047E+0	5.796322E+0	6.036420E+0	6.284860E+0	6.526853E+0	6.769457E+0	7.012164E+0	7.266218E+0	7.508424E+0	7.745312E+0	7.998284E+0	8.134666E+0
-1.118500E+0	-1.026622E+0	-9.187178E-1	-8.228486E-1	-7.294408E-1	-6.325671E-1	-5.316185E-1	-4.254418E-1	-3.372335E-1	-2.336968E-1	-1.307013E-1	-3.240468E-2	6.199960E-2	1.664795E-1	2.622515E-1	3.664488E-1	4.600008E-1	5.564334E-1	6.594428E-1	7.562417E-1	8.608588E-1	1.096943E+0	1.353661E+0	1.594858E+0	1.842114E+0	2.088344E+0	2.341518E+0	2.583826E+0	2.831544E+0	3.077432E+0	3.326176E+0	3.571425E+0	3.820688E+0	4.072088E+0	4.312620E+0	4.563991E+0	4.807067E+0	5.058725E+0	5.301376E+0	5.551313E+0	5.794324E+0	6.046501E+0	6.286219E+0	6.532191E+0	6.774276E+0	7.015743E+0	7.261861E+0	7.505871E+0	7.755838E+0	7.994622E+0	8.142001E+0
-1.115327E+0	-1.016522E+0	-9.259126E-1	-8.248928E-1	-7.239111E-1	-6.218803E-1	-5.217495E-1	-4.278654E-1	-3.233842E-1	-2.287905E-1	-1.285034E-1	-2.850652E-2	6.971362E-2	1.679586E-1	2.606846E-1	3.613788E-1	4.573774E-1	5.606061E-1	6.568195E-1	7.569170E-1	8.547269E-1	1.108866E+0	1.348574E+0	1.604514E+0	1.848163E+0	2.097963E+0	2.344405E+0	2.592770E+0	2.842319E+0	3.087910E+0	3.333187E+0	3.582071E+0	3.826173E+0	4.067325E+0	4.323099E+0	4.570632E+0	4.819377E+0	5.055386E+0	5.308247E+0	5.551851E+0	5.794769E+0	6.041424E+0	6.283028E+0	6.528990E+0	6.782026E+0	7.024751E+0	7.266486E+0	7.518034E+0	7.752378E+0	7.998331E+0	8.146681E+0
-1.118781E+0	-1.019093E+0	-9.166699E-1	-8.214037E-1	-7.157904E-1	-6.243010E-1	-5.270008E-1	-4.235538E-1	-3.264349E-1	-2.244532E-1	-1.309233E-1	-3.397670E-2	6.619419E-2	1.632475E-1	2.714888E-1	3.664386E-1	4.689152E-1	5.637919E-1	6.661954E-1	7.667305E-1	8.638254E-1	1.106609E+0	1.359469E+0	1.603978E+0	1.854970E+0	2.102216E+0	2.342638E+0	2.592945E+0	2.836317E+0	3.086365E+0	3.335813E+0	3.581552E+0	3.831731E+0	4.077202E+0	4.323172E+0	4.564167E+0	4.811996E+0	5.064293E+0	5.303568E+0	5.549686E+0	5.803592E+0	6.049027E+0	6.295404E+0	6.538146E+0	6.776782E+0	7.020580E+0	7.273201E+0	7.516091E+0	7.760481E+0	8.006461E+0	8.142991E+0
-1.107597E+0	-1.013107E+0	-9.138273E-1	-8.147390E-1	-7.220952E-1	-6.206510E-1	-5.185130E-1	-4.189492E-1	-3.254442E-1	-2.269053E-1	-1.210691E-1	-2.575259E-2	7.325972E-2	1.749747E-1	2.682382E-1	3.717935E-1	4.641846E-1	5.643654E-1	6.645591E-1	7.623255E-1	8.649419E-1	1.108838E+0	1.356704E+0	1.606401E+0	1.849976E+0	2.097851E+0	2.354661E+0	2.592973E+0	2.848164E+0	3.086551E+0	3.333741E+0	3.582154E+0	3.826200E+0	4.078636E+0	4.325576E+0	4.576690E+0	4.819257E+0	5.066235E+0	5.313936E+0	5.557890E+0	5.797238E+0	6.053308E+0	6.290548E+0	6.539071E+0	6.785560E+0	7.031272E+0	7.270250E+0	7.513057E+0	7.760360E+0	8.000994E+0	8.152461E+0
