8.871461E-2	0.000000E+0	8.842527E-3	3.910083E-4	2.398327E-1
8.861304E-2	1.000000E-2	8.991937E-3	5.060870E-4	2.401358E-1
8.840344E-2	2.000000E-2	9.061873E-3	4.202543E-4	2.403158E-1
8.857787E-2	3.000000E-2	9.035803E-3	3.725703E-4	2.399785E-1
8.881601E-2	4.000000E-2	8.944253E-3	1.691190E-4	2.390008E-1
8.867129E-2	5.000000E-2	8.906740E-3	1.017259E-4	2.389804E-1
8.880447E-2	6.000000E-2	8.575500E-3	3.312447E-4	2.388016E-1
8.752214E-2	7.000000E-2	9.087307E-3	4.405990E-4	2.383659E-1
8.865046E-2	8.000000E-2	8.936623E-3	4.514090E-5	2.381103E-1
8.841319E-2	9.000000E-2	8.529090E-3	2.841967E-4	2.384097E-1
8.860269E-2	1.000000E-1	8.794207E-3	6.637610E-4	2.384498E-1
9.034248E-2	1.100000E-1	9.147703E-3	3.725707E-4	2.386598E-1
8.859057E-2	1.200000E-1	8.846343E-3	6.612197E-5	2.384057E-1
8.896113E-2	1.300000E-1	8.776407E-3	6.135340E-4	2.385207E-1
8.844303E-2	1.400000E-1	9.131807E-3	3.910083E-4	2.386761E-1
8.409590E-2	1.500000E-1	8.791663E-3	1.239782E-4	2.385509E-1
8.714769E-2	1.600000E-1	9.148337E-3	4.361487E-4	2.387011E-1
8.727577E-2	1.700000E-1	8.970320E-3	1.061765E-4	2.385142E-1
8.919604E-2	1.800000E-1	8.685487E-3	5.518633E-4	2.384677E-1
8.819580E-2	1.900000E-1	9.064417E-3	5.340607E-4	2.386536E-1
8.905776E-2	2.000000E-1	8.665780E-3	1.633973E-4	2.388109E-1
8.905918E-2	2.100000E-1	8.616827E-3	4.730250E-4	2.392737E-1
8.889604E-2	2.200000E-1	9.086667E-3	2.422347E-4	2.391398E-1
8.848640E-2	2.300000E-1	8.660060E-3	3.115353E-4	2.389076E-1
8.818454E-2	2.400000E-1	9.139437E-3	3.897367E-4	2.392539E-1
8.770596E-2	2.500000E-1	8.983670E-3	7.883737E-5	2.392323E-1
8.909565E-2	2.600000E-1	8.544983E-3	3.210723E-4	2.398866E-1
8.939527E-2	2.700000E-1	8.884490E-3	6.020900E-4	2.391858E-1
8.799469E-2	2.800000E-1	8.916280E-3	5.594917E-5	2.391075E-1
9.072675E-2	2.900000E-1	8.539893E-3	2.409630E-4	2.390482E-1
8.854306E-2	3.000000E-1	8.771320E-3	6.472307E-4	2.388738E-1
8.941633E-2	3.100000E-1	9.160417E-3	4.107177E-4	2.391398E-1
8.864928E-2	3.200000E-1	8.894660E-3	5.340600E-5	2.388611E-1
8.993267E-2	3.300000E-1	8.637170E-3	3.153503E-4	2.395823E-1
8.865564E-2	3.400000E-1	8.941073E-3	5.455057E-4	2.397778E-1
8.823052E-2	3.500000E-1	8.654337E-3	3.547687E-4	2.393813E-1
8.859704E-2	3.600000E-1	9.108920E-3	2.244320E-4	2.396569E-1
9.122283E-2	3.700000E-1	8.687397E-3	1.004542E-4	2.398151E-1
8.812568E-2	3.800000E-1	8.653700E-3	5.226173E-4	2.396492E-1
8.913875E-2	3.900000E-1	9.152793E-3	5.302460E-4	2.401179E-1
9.122739E-2	4.000000E-1	9.100653E-3	9.981827E-5	2.402018E-1
8.691269E-2	4.100000E-1	8.591393E-3	1.824707E-4	2.401080E-1
9.003165E-2	4.200000E-1	8.726813E-3	6.186203E-4	2.399381E-1
8.748352E-2	4.300000E-1	9.152793E-3	4.851053E-4	2.401438E-1
8.834836E-2	4.400000E-1	8.646070E-3	1.703910E-4	2.397821E-1
8.686553E-2	4.500000E-1	8.558330E-3	3.560403E-4	2.392604E-1
9.003367E-2	4.600000E-1	8.626997E-3	9.727527E-5	2.395290E-1
8.799656E-2	4.700000E-1	8.684217E-3	5.226170E-4	2.395132E-1
8.773202E-2	4.800000E-1	9.052337E-3	3.058133E-4	2.391679E-1
8.866964E-2	4.900000E-1	8.703290E-3	2.460493E-4	2.391981E-1
8.730094E-2	5.000000E-1	8.774503E-3	6.020900E-4	2.394195E-1
8.950014E-2	5.100000E-1	8.540530E-3	4.831973E-4	2.394772E-1
8.942817E-2	5.200000E-1	8.900383E-3	6.987290E-4	2.395441E-1
8.908479E-2	5.300000E-1	9.150883E-3	2.740240E-4	2.395370E-1
8.821023E-2	5.400000E-1	8.778950E-3	8.392370E-5	2.393997E-1
8.759160E-2	5.500000E-1	8.860330E-3	5.544067E-4	2.395989E-1
8.749729E-2	5.600000E-1	8.808833E-3	1.659403E-4	2.394910E-1
8.767897E-2	5.700000E-1	8.691210E-3	5.060867E-4	2.392776E-1
9.076236E-2	5.800000E-1	9.074590E-3	3.789287E-4	2.387168E-1
8.732797E-2	5.900000E-1	9.138803E-3	4.940063E-4	2.387732E-1
8.961434E-2	6.000000E-1	9.100020E-3	3.153500E-4	2.389891E-1
8.768610E-2	6.100000E-1	8.799297E-3	6.974573E-4	2.392336E-1
8.794364E-2	6.200000E-1	9.130537E-3	4.666670E-4	2.392333E-1
8.867094E-2	6.300000E-1	8.903563E-3	8.646703E-5	2.393988E-1
8.856035E-2	6.400000E-1	8.763690E-3	4.800187E-4	2.394352E-1
8.657677E-2	6.500000E-1	8.669597E-3	1.290650E-4	2.393634E-1
9.056390E-2	6.600000E-1	8.593937E-3	5.849240E-4	2.392977E-1
8.794610E-2	6.700000E-1	9.000203E-3	5.455047E-4	2.392524E-1
8.817751E-2	6.800000E-1	8.856513E-3	1.640330E-4	2.390085E-1
8.961872E-2	6.900000E-1	8.699477E-3	5.480487E-4	2.391725E-1
8.769626E-2	7.000000E-1	8.592030E-3	1.608540E-4	2.391105E-1
8.934925E-2	7.100000E-1	8.616823E-3	3.693917E-4	2.397485E-1
8.808255E-2	7.200000E-1	9.063147E-3	4.329700E-4	2.406485E-1
8.915163E-2	7.300000E-1	8.717917E-3	5.569493E-4	2.405045E-1
8.991200E-2	7.400000E-1	9.056787E-3	1.977293E-4	2.403840E-1
8.729732E-2	7.500000E-1	8.832990E-3	1.347869E-4	2.406852E-1
8.932524E-2	7.600000E-1	8.712193E-3	5.779303E-4	2.409673E-1
8.994549E-2	7.700000E-1	8.604747E-3	1.856497E-4	2.411434E-1
8.774149E-2	7.800000E-1	8.919457E-3	6.179847E-4	2.414641E-1
8.925466E-2	7.900000E-1	9.070140E-3	2.663947E-4	2.412667E-1
