-2.000000E-1	6.717710E-3	-6.866500E-5	-1.364171E+0
-1.998000E-1	6.736790E-3	-9.536790E-5	-1.364318E+0
-1.996000E-1	6.746320E-3	-2.670300E-5	-1.362598E+0
-1.994000E-1	6.725340E-3	1.144420E-5	-1.361072E+0
-1.992000E-1	6.711990E-3	-2.098100E-5	-1.360656E+0
-1.990000E-1	6.755860E-3	-1.029970E-4	-1.359205E+0
-1.988000E-1	6.666210E-3	-5.149860E-5	-1.357392E+0
-1.986000E-1	6.658580E-3	-3.242520E-5	-1.356707E+0
-1.984000E-1	6.742510E-3	-1.029970E-4	-1.355792E+0
-1.982000E-1	6.719620E-3	-7.629450E-6	-1.353683E+0
-1.980000E-1	6.706270E-3	-3.242520E-5	-1.353034E+0
-1.978000E-1	6.773020E-3	-4.386930E-5	-1.351888E+0
-1.976000E-1	6.746320E-3	2.479560E-5	-1.350150E+0
-1.974000E-1	6.715800E-3	-9.346050E-5	-1.349382E+0
-1.972000E-1	6.761580E-3	-8.201650E-5	-1.347930E+0
-1.970000E-1	6.769210E-3	-6.485030E-5	-1.346543E+0
-1.968000E-1	6.666210E-3	-6.675770E-5	-1.344952E+0
-1.966000E-1	6.647140E-3	-1.602180E-4	-1.343444E+0
-1.964000E-1	6.746320E-3	-1.049050E-4	-1.342168E+0
-1.962000E-1	6.773020E-3	-5.531330E-5	-1.341261E+0
-1.960000E-1	6.692920E-3	-6.103560E-5	-1.340614E+0
-1.958000E-1	6.725340E-3	-8.010910E-5	-1.338663E+0
-1.956000E-1	6.774930E-3	-2.861030E-5	-1.336739E+0
-1.954000E-1	6.668120E-3	-5.149860E-5	-1.336055E+0
-1.952000E-1	6.790190E-3	-7.438710E-5	-1.334427E+0
-1.950000E-1	6.717710E-3	-4.196190E-5	-1.333012E+0
-1.948000E-1	6.715800E-3	-8.010910E-5	-1.332475E+0
-1.946000E-1	6.797820E-3	-6.866500E-5	-1.331061E+0
-1.944000E-1	6.778750E-3	7.629450E-6	-1.329460E+0
-1.942000E-1	6.732970E-3	-1.907360E-5	-1.327906E+0
-1.940000E-1	6.752040E-3	-1.430520E-4	-1.326889E+0
-1.938000E-1	6.824520E-3	-8.201650E-5	-1.324781E+0
-1.936000E-1	6.763490E-3	-6.675770E-5	-1.323023E+0
-1.934000E-1	6.685290E-3	-1.106270E-4	-1.322450E+0
-1.932000E-1	6.723430E-3	-1.068120E-4	-1.321534E+0
-1.930000E-1	6.797820E-3	-2.288830E-5	-1.319223E+0
-1.928000E-1	6.725340E-3	-6.294300E-5	-1.318112E+0
-1.926000E-1	6.746320E-3	-1.010900E-4	-1.317077E+0
-1.924000E-1	6.797820E-3	-5.340600E-5	-1.315449E+0
-1.922000E-1	6.732970E-3	-1.525890E-5	-1.314190E+0
-1.920000E-1	6.710080E-3	-5.149860E-5	-1.313534E+0
-1.918000E-1	6.761580E-3	-7.820180E-5	-1.311656E+0
-1.916000E-1	6.759670E-3	-4.386930E-5	-1.310195E+0
-1.914000E-1	6.767300E-3	-1.163490E-4	-1.309233E+0
-1.912000E-1	6.792100E-3	-7.438710E-5	-1.308022E+0
-1.910000E-1	6.771120E-3	-1.907360E-6	-1.306338E+0
-1.908000E-1	6.763490E-3	-6.675770E-5	-1.305136E+0
-1.906000E-1	6.757770E-3	-8.010910E-5	-1.304304E+0
-1.904000E-1	6.839780E-3	1.907360E-6	-1.302241E+0
-1.902000E-1	6.805450E-3	3.242520E-5	-1.300743E+0
-1.900000E-1	6.710080E-3	-8.010910E-5	-1.299846E+0
-1.898000E-1	6.776840E-3	-5.531330E-5	-1.297959E+0
-1.896000E-1	6.782560E-3	-4.768390E-5	-1.296340E+0
-1.894000E-1	6.761580E-3	-9.727520E-5	-1.295064E+0
-1.892000E-1	6.761580E-3	-1.068120E-4	-1.293603E+0
-1.890000E-1	6.763490E-3	-1.144420E-5	-1.292067E+0
-1.888000E-1	6.711990E-3	-8.964590E-5	-1.291614E+0
-1.886000E-1	6.795910E-3	-1.144410E-4	-1.290319E+0
-1.884000E-1	6.799730E-3	-4.005460E-5	-1.288470E+0
-1.882000E-1	6.727250E-3	-8.392380E-5	-1.287675E+0
-1.880000E-1	6.765400E-3	-7.438710E-5	-1.286712E+0
-1.878000E-1	6.794010E-3	-2.288830E-5	-1.284197E+0
-1.876000E-1	6.734880E-3	-4.959130E-5	-1.283180E+0
-1.874000E-1	6.792100E-3	-1.239790E-4	-1.282218E+0
-1.872000E-1	6.784470E-3	-4.577660E-5	-1.279711E+0
-1.870000E-1	6.731060E-3	-4.959130E-5	-1.278639E+0
-1.868000E-1	6.694820E-3	-1.087190E-4	-1.278019E+0
-1.866000E-1	6.748230E-3	-1.335150E-4	-1.276437E+0
-1.864000E-1	6.780650E-3	-4.005460E-5	-1.274762E+0
-1.862000E-1	6.723430E-3	-5.531330E-5	-1.273829E+0
-1.860000E-1	6.746320E-3	-8.010910E-5	-1.273071E+0
-1.858000E-1	6.885560E-3	-4.386930E-5	-1.270925E+0
-1.856000E-1	6.816890E-3	-5.722080E-6	-1.269750E+0
-1.854000E-1	6.723430E-3	-6.675770E-5	-1.268418E+0
-1.852000E-1	6.805450E-3	-1.354230E-4	-1.267503E+0
-1.850000E-1	6.790190E-3	-6.294300E-5	-1.265736E+0
-1.848000E-1	6.731060E-3	1.144420E-5	-1.264266E+0
-1.846000E-1	6.807360E-3	-2.288830E-5	-1.263720E+0
-1.844000E-1	6.797820E-3	0.000000E+0	-1.261575E+0
-1.842000E-1	6.700550E-3	-6.103560E-5	-1.260372E+0
