-2.149406E+0	-2.050731E+0	-1.951501E+0	-1.852346E+0	-1.753403E+0	-1.654710E+0	-1.555665E+0	-1.456426E+0	-1.357261E+0	-1.258448E+0	-1.158324E+0	-1.059279E+0	-9.603897E-1	-8.612699E-1	-7.623120E-1	-6.632210E-1	-5.640966E-1	-4.648705E-1	-3.657932E-1	-2.666985E-1	-1.679219E-1	-6.904199E-2	2.977952E-2	1.290692E-1	2.279632E-1	3.274122E-1	4.263767E-1	5.255278E-1	6.245338E-1	7.235861E-1	8.225272E-1	9.224332E-1	1.021039E+0	1.120269E+0	1.219028E+0	1.318183E+0	1.417079E+0	1.516115E+0	1.615400E+0	1.714296E+0	1.813009E+0
-2.149359E+0	-2.050601E+0	-1.951437E+0	-1.852402E+0	-1.753255E+0	-1.654682E+0	-1.555619E+0	-1.456427E+0	-1.357188E+0	-1.258180E+0	-1.158226E+0	-1.059220E+0	-9.603583E-1	-8.612653E-1	-7.622482E-1	-6.631849E-1	-5.639634E-1	-4.647798E-1	-3.657072E-1	-2.665931E-1	-1.678063E-1	-6.898552E-2	2.985589E-2	1.291784E-1	2.280399E-1	3.274632E-1	4.264442E-1	5.256434E-1	6.245976E-1	7.236526E-1	8.225874E-1	9.224869E-1	1.021262E+0	1.120269E+0	1.219304E+0	1.318294E+0	1.417255E+0	1.516356E+0	1.615373E+0	1.714306E+0	1.813074E+0
-2.149303E+0	-2.050565E+0	-1.951335E+0	-1.852188E+0	-1.753199E+0	-1.654461E+0	-1.555508E+0	-1.456390E+0	-1.357169E+0	-1.258273E+0	-1.158109E+0	-1.059100E+0	-9.602361E-1	-8.612107E-1	-7.621455E-1	-6.630563E-1	-5.639449E-1	-4.647733E-1	-3.656074E-1	-2.665829E-1	-1.677943E-1	-6.891434E-2	2.997226E-2	1.292458E-1	2.281048E-1	3.275824E-1	4.265542E-1	5.257286E-1	6.246846E-1	7.236868E-1	8.227206E-1	9.226155E-1	1.021141E+0	1.120416E+0	1.219240E+0	1.318349E+0	1.417338E+0	1.516392E+0	1.615520E+0	1.714519E+0	1.813147E+0
-2.149267E+0	-2.050435E+0	-1.951233E+0	-1.852199E+0	-1.752968E+0	-1.654525E+0	-1.555462E+0	-1.456315E+0	-1.357096E+0	-1.258051E+0	-1.158006E+0	-1.059041E+0	-9.601326E-1	-8.610738E-1	-7.620752E-1	-6.629906E-1	-5.638616E-1	-4.646374E-1	-3.655407E-1	-2.664867E-1	-1.676934E-1	-6.884509E-2	2.999819E-2	1.292930E-1	2.281944E-1	3.276499E-1	4.266060E-1	5.258137E-1	6.247956E-1	7.238034E-1	8.227455E-1	9.226525E-1	1.021326E+0	1.120546E+0	1.219388E+0	1.318488E+0	1.417255E+0	1.516337E+0	1.615631E+0	1.714436E+0	1.813350E+0
-2.149110E+0	-2.050223E+0	-1.951271E+0	-1.851875E+0	-1.753051E+0	-1.654350E+0	-1.555295E+0	-1.456122E+0	-1.357049E+0	-1.258106E+0	-1.157923E+0	-1.058990E+0	-9.600965E-1	-8.610119E-1	-7.619763E-1	-6.629277E-1	-5.638339E-1	-4.645689E-1	-3.654538E-1	-2.663600E-1	-1.676000E-1	-6.870123E-2	3.013362E-2	1.294179E-1	2.283203E-1	3.276917E-1	4.266838E-1	5.258922E-1	6.248307E-1	7.238413E-1	8.228584E-1	9.227265E-1	1.021289E+0	1.120546E+0	1.219499E+0	1.318479E+0	1.417523E+0	1.516494E+0	1.615733E+0	1.714528E+0	1.813360E+0
-2.148999E+0	-2.050269E+0	-1.951095E+0	-1.851819E+0	-1.752830E+0	-1.654229E+0	-1.555185E+0	-1.456103E+0	-1.356920E+0	-1.258014E+0	-1.157913E+0	-1.058888E+0	-9.600123E-1	-8.608675E-1	-7.619475E-1	-6.628075E-1	-5.637294E-1	-4.644588E-1	-3.653872E-1	-2.663304E-1	-1.675085E-1	-6.867076E-2	3.022490E-2	1.294178E-1	2.283794E-1	3.278303E-1	4.267947E-1	5.259348E-1	6.249704E-1	7.239902E-1	8.229564E-1	9.228513E-1	1.021382E+0	1.120666E+0	1.219554E+0	1.318645E+0	1.417449E+0	1.516448E+0	1.615613E+0	1.714741E+0	1.813415E+0
-2.148971E+0	-2.050139E+0	-1.951123E+0	-1.851828E+0	-1.752811E+0	-1.654211E+0	-1.555119E+0	-1.456094E+0	-1.356717E+0	-1.257819E+0	-1.157793E+0	-1.058806E+0	-9.598708E-1	-8.608638E-1	-7.618218E-1	-6.627372E-1	-5.636489E-1	-4.644431E-1	-3.652928E-1	-2.661823E-1	-1.674252E-1	-6.858347E-2	3.028054E-2	1.295678E-1	2.284813E-1	3.278479E-1	4.268446E-1	5.260782E-1	6.250620E-1	7.240337E-1	8.230036E-1	9.228754E-1	1.021511E+0	1.120722E+0	1.219694E+0	1.318719E+0	1.417477E+0	1.516707E+0	1.615770E+0	1.714741E+0	1.813609E+0
-2.148906E+0	-2.050111E+0	-1.951076E+0	-1.851745E+0	-1.752663E+0	-1.654146E+0	-1.554981E+0	-1.455834E+0	-1.356698E+0	-1.257828E+0	-1.157735E+0	-1.058705E+0	-9.598514E-1	-8.607593E-1	-7.617145E-1	-6.626752E-1	-5.636017E-1	-4.643035E-1	-3.652050E-1	-2.660926E-1	-1.673595E-1	-6.848099E-2	3.038219E-2	1.296195E-1	2.285469E-1	3.279682E-1	4.269807E-1	5.261346E-1	6.251157E-1	7.241050E-1	8.230998E-1	9.229651E-1	1.021492E+0	1.120787E+0	1.219683E+0	1.318655E+0	1.417598E+0	1.516706E+0	1.615900E+0	1.714786E+0	1.813665E+0
-2.148814E+0	-2.050010E+0	-1.950827E+0	-1.851652E+0	-1.752626E+0	-1.654081E+0	-1.554963E+0	-1.455844E+0	-1.356624E+0	-1.257718E+0	-1.157674E+0	-1.058640E+0	-9.597449E-1	-8.607103E-1	-7.616877E-1	-6.625679E-1	-5.634926E-1	-4.641444E-1	-3.651365E-1	-2.660492E-1	-1.672920E-1	-6.842980E-2	3.044477E-2	1.297185E-1	2.286246E-1	3.280616E-1	4.270047E-1	5.261753E-1	6.252192E-1	7.242113E-1	8.231738E-1	9.230715E-1	1.021761E+0	1.120935E+0	1.219776E+0	1.318886E+0	1.417680E+0	1.516928E+0	1.615899E+0	1.715000E+0	1.813693E+0
-2.148833E+0	-2.049954E+0	-1.950827E+0	-1.851597E+0	-1.752635E+0	-1.653970E+0	-1.554870E+0	-1.455779E+0	-1.356596E+0	-1.257653E+0	-1.157525E+0	-1.058564E+0	-9.596515E-1	-8.605993E-1	-7.615526E-1	-6.625364E-1	-5.634232E-1	-4.640907E-1	-3.650292E-1	-2.659659E-1	-1.672033E-1	-6.834037E-2	3.055252E-2	1.297851E-1	2.287513E-1	3.281180E-1	4.270917E-1	5.263020E-1	6.252405E-1	7.242530E-1	8.232339E-1	9.231188E-1	1.021742E+0	1.120944E+0	1.219878E+0	1.319043E+0	1.417903E+0	1.516873E+0	1.616112E+0	1.714971E+0	1.813823E+0
