-1.742499E+0	-1.635898E+0	-1.540118E+0	-1.440621E+0	-1.339069E+0	-1.249311E+0	-1.144227E+0	-1.056170E+0	-9.454952E-1	-8.476880E-1	-7.548722E-1	-6.605606E-1	-5.591876E-1	-4.493867E-1	-3.513575E-1	-2.501232E-1	-1.554935E-1	-6.581380E-2	3.102438E-2	1.432386E-1	2.289363E-1	4.858300E-1	7.277967E-1	9.767473E-1	1.227092E+0	1.471896E+0	1.725174E+0	1.976609E+0	2.227379E+0	2.474636E+0	2.722039E+0	2.972532E+0	3.230683E+0	3.473851E+0	3.723678E+0	3.974661E+0	4.222528E+0	4.461256E+0	4.718196E+0	4.958275E+0	5.212171E+0	5.468565E+0	5.702698E+0	5.959600E+0	6.195009E+0
-1.725990E+0	-1.622894E+0	-1.539129E+0	-1.434988E+0	-1.343657E+0	-1.238305E+0	-1.149545E+0	-1.043239E+0	-9.520516E-1	-8.529845E-1	-7.572726E-1	-6.513253E-1	-5.566780E-1	-4.571586E-1	-3.545525E-1	-2.549666E-1	-1.632127E-1	-5.129985E-2	4.355565E-2	1.427538E-1	2.440362E-1	4.790894E-1	7.291324E-1	9.834851E-1	1.230625E+0	1.489950E+0	1.727495E+0	1.987051E+0	2.228629E+0	2.481923E+0	2.722548E+0	2.979746E+0	3.225383E+0	3.468218E+0	3.717176E+0	3.970591E+0	4.217265E+0	4.476563E+0	4.715282E+0	4.976578E+0	5.213327E+0	5.464061E+0	5.718679E+0	5.952636E+0	6.204645E+0
-1.724936E+0	-1.618686E+0	-1.523739E+0	-1.440019E+0	-1.331929E+0	-1.244992E+0	-1.133276E+0	-1.040622E+0	-9.458309E-1	-8.461330E-1	-7.391395E-1	-6.443248E-1	-5.420656E-1	-4.454063E-1	-3.475280E-1	-2.524302E-1	-1.482034E-1	-5.285548E-2	4.596048E-2	1.377078E-1	2.491571E-1	4.957813E-1	7.456901E-1	9.951281E-1	1.243777E+0	1.484115E+0	1.740619E+0	1.978746E+0	2.227204E+0	2.478131E+0	2.738937E+0	2.972634E+0	3.231543E+0	3.486290E+0	3.734600E+0	3.978259E+0	4.231878E+0	4.472983E+0	4.730876E+0	4.970038E+0	5.226368E+0	5.465818E+0	5.710845E+0	5.962596E+0	6.216179E+0
-1.728404E+0	-1.623311E+0	-1.528955E+0	-1.424722E+0	-1.329571E+0	-1.243308E+0	-1.132426E+0	-1.045340E+0	-9.333108E-1	-8.375896E-1	-7.448959E-1	-6.495826E-1	-5.491642E-1	-4.426285E-1	-3.413193E-1	-2.369131E-1	-1.541096E-1	-4.843872E-2	4.332513E-2	1.572839E-1	2.403094E-1	4.953243E-1	7.376388E-1	9.842102E-1	1.235120E+0	1.486472E+0	1.731295E+0	1.996994E+0	2.241215E+0	2.493790E+0	2.730724E+0	2.987441E+0	3.242041E+0	3.482609E+0	3.728210E+0	3.987424E+0	4.232858E+0	4.478200E+0	4.726501E+0	4.974830E+0	5.218886E+0	5.479794E+0	5.718060E+0	5.971781E+0	6.208807E+0
-1.711728E+0	-1.608901E+0	-1.527984E+0	-1.427256E+0	-1.335694E+0	-1.225800E+0	-1.136745E+0	-1.029311E+0	-9.399366E-1	-8.432822E-1	-7.400294E-1	-6.328778E-1	-5.388197E-1	-4.440364E-1	-3.483540E-1	-2.455398E-1	-1.464515E-1	-3.902029E-2	5.976511E-2	1.476212E-1	2.569753E-1	4.959089E-1	7.457678E-1	9.994452E-1	1.245885E+0	1.500124E+0	1.747758E+0	1.987717E+0	2.232411E+0	2.485587E+0	2.740897E+0	2.990530E+0	3.234235E+0	3.485967E+0	3.738754E+0	3.980312E+0	4.231933E+0	4.491065E+0	4.729766E+0	4.985790E+0	5.231381E+0	5.472172E+0	5.730129E+0	5.964225E+0	6.218805E+0
-1.716066E+0	-1.615966E+0	-1.510338E+0	-1.424176E+0	-1.316382E+0	-1.230304E+0	-1.121447E+0	-1.030125E+0	-9.335699E-1	-8.277327E-1	-7.279275E-1	-6.377026E-1	-5.305640E-1	-4.300169E-1	-3.322578E-1	-2.366800E-1	-1.353421E-1	-4.774302E-2	5.574151E-2	1.567409E-1	2.557469E-1	5.096092E-1	7.565452E-1	1.001884E+0	1.253414E+0	1.496120E+0	1.743098E+0	1.999130E+0	2.250195E+0	2.498507E+0	2.745993E+0	2.987691E+0	3.250207E+0	3.498267E+0	3.744618E+0	3.994361E+0	4.246749E+0	4.482473E+0	4.742612E+0	4.979445E+0	5.235035E+0	5.485269E+0	5.722073E+0	5.980039E+0	6.228738E+0
-1.715113E+0	-1.600633E+0	-1.513861E+0	-1.411635E+0	-1.323911E+0	-1.225181E+0	-1.124518E+0	-1.027859E+0	-9.201331E-1	-8.303754E-1	-7.363683E-1	-6.339397E-1	-5.397410E-1	-4.332960E-1	-3.322921E-1	-2.285852E-1	-1.427005E-1	-4.121489E-2	5.727947E-2	1.661900E-1	2.608039E-1	5.016089E-1	7.490285E-1	9.984804E-1	1.246921E+0	1.503500E+0	1.747065E+0	1.999990E+0	2.248023E+0	2.503935E+0	2.741296E+0	2.994258E+0	3.250188E+0	3.492534E+0	3.737338E+0	3.993362E+0	4.238204E+0	4.495726E+0	4.738127E+0	4.994594E+0	5.233037E+0	5.489486E+0	5.734124E+0	5.982186E+0	6.220803E+0
-1.698919E+0	-1.598413E+0	-1.514203E+0	-1.418941E+0	-1.316465E+0	-1.216459E+0	-1.123444E+0	-1.017344E+0	-9.286293E-1	-8.303283E-1	-7.234282E-1	-6.198323E-1	-5.227652E-1	-4.310131E-1	-3.342421E-1	-2.353378E-1	-1.315800E-1	-2.676638E-2	7.183470E-2	1.600811E-1	2.690292E-1	5.115878E-1	7.646899E-1	1.014222E+0	1.253219E+0	1.507024E+0	1.762205E+0	2.003329E+0	2.245470E+0	2.496657E+0	2.759376E+0	3.007354E+0	3.247368E+0	3.503882E+0	3.756206E+0	3.995499E+0	4.249432E+0	4.495985E+0	4.743722E+0	4.993522E+0	5.247733E+0	5.485120E+0	5.737546E+0	5.977866E+0	6.235786E+0
-1.704616E+0	-1.602141E+0	-1.496668E+0	-1.404606E+0	-1.307708E+0	-1.222111E+0	-1.107352E+0	-1.024456E+0	-9.249108E-1	-8.132904E-1	-7.194275E-1	-6.262898E-1	-5.252350E-1	-4.196271E-1	-3.187897E-1	-2.193961E-1	-1.276080E-1	-3.639570E-2	7.118391E-2	1.707244E-1	2.606337E-1	5.157689E-1	7.636927E-1	1.010542E+0	1.266880E+0	1.504248E+0	1.752475E+0	2.015398E+0	2.264069E+0	2.508652E+0	2.756287E+0	2.998132E+0	3.263322E+0	3.506906E+0	3.755734E+0	4.010731E+0	4.256350E+0	4.497345E+0	4.756263E+0	4.994216E+0	5.244801E+0	5.502961E+0	5.736076E+0	5.993533E+0	6.236165E+0
-1.700288E+0	-1.589885E+0	-1.503290E+0	-1.403875E+0	-1.314792E+0	-1.206831E+0	-1.118414E+0	-1.008863E+0	-9.098858E-1	-8.225470E-1	-7.228889E-1	-6.210015E-1	-5.261896E-1	-4.256573E-1	-3.223667E-1	-2.190973E-1	-1.305079E-1	-2.066744E-2	6.796386E-2	1.765075E-1	2.753600E-1	5.125415E-1	7.609233E-1	1.012701E+0	1.259730E+0	1.519648E+0	1.768763E+0	2.005465E+0	2.258141E+0	2.517587E+0	2.755566E+0	3.014327E+0	3.257263E+0	3.503465E+0	3.752969E+0	4.001206E+0	4.250015E+0	4.510487E+0	4.749734E+0	5.010585E+0	5.246169E+0	5.493759E+0	5.750060E+0	5.993154E+0	6.233927E+0
