-1.646335E-1	-6.562689E-2	3.421822E-2	1.330652E-1	2.349055E-1	3.322168E-1	4.329618E-1	5.333275E-1	6.318794E-1	7.303941E-1	8.311807E-1	9.308546E-1	1.030899E+0	1.131321E+0	1.230440E+0	1.330419E+0	1.428418E+0	1.528573E+0	1.628413E+0	1.725312E+0	1.825458E+0	2.324436E+0	2.822342E+0	3.320349E+0	3.817479E+0	4.315838E+0	4.812588E+0	5.307924E+0	5.804646E+0	6.300860E+0	6.797176E+0	7.293095E+0	7.788957E+0	8.284496E+0	8.780147E+0	9.273856E+0
-1.642894E-1	-6.490897E-2	3.481987E-2	1.353417E-1	2.337297E-1	3.322307E-1	4.324826E-1	5.314211E-1	6.315546E-1	7.335475E-1	8.309282E-1	9.327499E-1	1.030806E+0	1.129842E+0	1.229672E+0	1.329022E+0	1.428964E+0	1.527611E+0	1.626536E+0	1.726782E+0	1.825420E+0	2.325463E+0	2.823757E+0	3.319803E+0	3.819042E+0	4.313887E+0	4.813273E+0	5.310550E+0	5.807106E+0	6.301738E+0	6.799193E+0	7.294389E+0	7.789299E+0	8.282841E+0	8.777012E+0	9.273642E+0
-1.640054E-1	-6.504820E-2	3.606890E-2	1.351373E-1	2.353402E-1	3.340668E-1	4.348442E-1	5.325274E-1	6.332909E-1	7.314264E-1	8.311668E-1	9.308388E-1	1.032017E+0	1.130248E+0	1.231263E+0	1.328902E+0	1.428890E+0	1.528406E+0	1.629301E+0	1.726394E+0	1.827104E+0	2.324926E+0	2.821463E+0	3.320830E+0	3.815786E+0	4.315015E+0	4.811866E+0	5.308571E+0	5.806338E+0	6.301119E+0	6.797491E+0	7.294565E+0	7.790104E+0	8.283303E+0	8.780582E+0	9.273550E+0
-1.636974E-1	-6.468308E-2	3.542208E-2	1.343213E-1	2.346630E-1	3.340335E-1	4.340302E-1	5.343681E-1	6.348310E-1	7.320952E-1	8.320207E-1	9.325649E-1	1.031287E+0	1.129980E+0	1.231532E+0	1.329170E+0	1.428502E+0	1.528628E+0	1.630697E+0	1.727809E+0	1.825615E+0	2.325295E+0	2.823701E+0	3.320452E+0	3.818894E+0	4.317188E+0	4.811978E+0	5.311382E+0	5.805728E+0	6.302636E+0	6.798665E+0	7.295027E+0	7.788300E+0	8.285255E+0	8.779435E+0	9.274725E+0
-1.622525E-1	-6.550608E-2	3.670813E-2	1.360058E-1	2.339795E-1	3.346190E-1	4.331477E-1	5.342525E-1	6.324232E-1	7.316855E-1	8.323129E-1	9.341753E-1	1.031472E+0	1.132847E+0	1.230153E+0	1.330160E+0	1.430055E+0	1.528961E+0	1.628376E+0	1.728013E+0	1.827603E+0	2.324714E+0	2.823230E+0	3.322301E+0	3.820151E+0	4.316892E+0	4.814475E+0	5.309717E+0	5.807846E+0	6.303745E+0	6.801171E+0	7.294963E+0	7.790974E+0	8.285348E+0	8.780054E+0	9.274614E+0
-1.631442E-1	-6.163079E-2	3.768018E-2	1.365220E-1	2.376129E-1	3.339845E-1	4.348017E-1	5.344117E-1	6.331863E-1	7.327075E-1	8.321649E-1	9.324400E-1	1.033257E+0	1.132755E+0	1.231559E+0	1.330881E+0	1.429908E+0	1.530987E+0	1.630161E+0	1.727874E+0	1.827362E+0	2.326628E+0	2.822388E+0	3.321755E+0	3.820114E+0	4.317937E+0	4.815455E+0	5.311410E+0	5.808799E+0	6.304661E+0	6.800839E+0	7.294435E+0	7.792102E+0	8.285070E+0	8.780341E+0	9.276242E+0
-1.623321E-1	-6.252108E-2	3.611982E-2	1.352066E-1	2.349119E-1	3.351074E-1	4.338655E-1	5.344616E-1	6.361187E-1	7.329102E-1	8.336875E-1	9.321265E-1	1.032647E+0	1.132866E+0	1.231411E+0	1.333157E+0	1.431776E+0	1.529664E+0	1.630448E+0	1.730944E+0	1.827946E+0	2.326480E+0	2.825394E+0	3.322911E+0	3.820336E+0	4.317937E+0	4.815844E+0	5.311882E+0	5.807449E+0	6.303635E+0	6.801162E+0	7.297294E+0	7.791176E+0	8.285348E+0	8.780378E+0	9.275761E+0
-1.608253E-1	-6.298452E-2	3.723497E-2	1.365044E-1	2.365798E-1	3.362674E-1	4.356841E-1	5.347539E-1	6.332271E-1	7.352328E-1	8.334933E-1	9.347738E-1	1.031462E+0	1.130804E+0	1.230671E+0	1.331159E+0	1.430999E+0	1.531117E+0	1.631613E+0	1.728753E+0	1.829296E+0	2.326249E+0	2.823839E+0	3.322819E+0	3.820781E+0	4.317087E+0	4.815622E+0	5.311133E+0	5.808493E+0	6.304199E+0	6.798915E+0	7.297460E+0	7.793203E+0	8.285431E+0	8.781580E+0	9.276482E+0
-1.629907E-1	-6.009182E-2	3.699456E-2	1.360105E-1	2.371357E-1	3.359678E-1	4.373472E-1	5.356049E-1	6.359106E-1	7.333172E-1	8.334128E-1	9.327906E-1	1.033608E+0	1.132458E+0	1.233205E+0	1.331825E+0	1.431350E+0	1.531246E+0	1.631706E+0	1.731870E+0	1.828935E+0	2.328589E+0	2.825347E+0	3.322920E+0	3.819522E+0	4.318401E+0	4.815419E+0	5.313676E+0	5.807578E+0	6.304652E+0	6.802078E+0	7.297265E+0	7.793970E+0	8.286439E+0	8.781062E+0	9.277759E+0
-1.601648E-1	-6.235537E-2	3.669647E-2	1.391286E-1	2.347722E-1	3.366994E-1	4.370818E-1	5.352756E-1	6.346923E-1	7.348758E-1	8.351972E-1	9.337786E-1	1.032878E+0	1.133301E+0	1.232844E+0	1.332491E+0	1.430518E+0	1.529341E+0	1.631178E+0	1.730066E+0	1.831155E+0	2.326619E+0	2.825588E+0	3.323087E+0	3.820540E+0	4.318539E+0	4.817665E+0	5.313335E+0	5.809307E+0	6.304171E+0	6.802207E+0	7.297090E+0	7.793527E+0	8.285828E+0	8.781812E+0	9.276917E+0
