-9.735498E-1	-9.983578E-1	-1.023329E+0	-1.049196E+0	-1.073703E+0	-1.098627E+0	-1.122991E+0	-1.147879E+0	-1.173672E+0	-1.197982E+0	-1.223748E+0	-1.248580E+0	-1.272377E+0	-1.297468E+0	-1.322635E+0	-1.347523E+0	-1.372375E+0
-9.742834E-1	-9.983744E-1	-1.023847E+0	-1.047391E+0	-1.072575E+0	-1.096984E+0	-1.123131E+0	-1.148496E+0	-1.173009E+0	-1.197917E+0	-1.222536E+0	-1.246776E+0	-1.272664E+0	-1.298006E+0	-1.321497E+0	-1.347485E+0	-1.372328E+0
-9.731604E-1	-9.985197E-1	-1.022255E+0	-1.048190E+0	-1.072867E+0	-1.098100E+0	-1.122574E+0	-1.146955E+0	-1.171862E+0	-1.197906E+0	-1.221722E+0	-1.247470E+0	-1.272127E+0	-1.297015E+0	-1.322394E+0	-1.345988E+0	-1.372125E+0
-9.721244E-1	-9.970266E-1	-1.022884E+0	-1.046893E+0	-1.072784E+0	-1.096882E+0	-1.121947E+0	-1.147622E+0	-1.172155E+0	-1.196293E+0	-1.222000E+0	-1.247211E+0	-1.271147E+0	-1.296174E+0	-1.321266E+0	-1.346616E+0	-1.370820E+0
-9.728153E-1	-9.978028E-1	-1.022301E+0	-1.046720E+0	-1.071048E+0	-1.096521E+0	-1.122234E+0	-1.146246E+0	-1.171350E+0	-1.197062E+0	-1.220436E+0	-1.245519E+0	-1.271434E+0	-1.296507E+0	-1.321201E+0	-1.346746E+0	-1.371033E+0
-9.723667E-1	-9.970424E-1	-1.021426E+0	-1.047027E+0	-1.071449E+0	-1.096908E+0	-1.120844E+0	-1.146034E+0	-1.170282E+0	-1.195745E+0	-1.221250E+0	-1.246092E+0	-1.269750E+0	-1.295249E+0	-1.321072E+0	-1.344712E+0	-1.370922E+0
-9.708589E-1	-9.958741E-1	-1.021794E+0	-1.045219E+0	-1.070962E+0	-1.095075E+0	-1.121639E+0	-1.146566E+0	-1.170676E+0	-1.195382E+0	-1.220529E+0	-1.245639E+0	-1.270352E+0	-1.295434E+0	-1.319352E+0	-1.345849E+0	-1.369840E+0
-9.714399E-1	-9.966298E-1	-1.020266E+0	-1.045884E+0	-1.070043E+0	-1.095500E+0	-1.119745E+0	-1.144816E+0	-1.170581E+0	-1.195933E+0	-1.219447E+0	-1.244529E+0	-1.269769E+0	-1.295424E+0	-1.320341E+0	-1.344387E+0	-1.370081E+0
-9.705417E-1	-9.951175E-1	-1.020364E+0	-1.045147E+0	-1.070495E+0	-1.094884E+0	-1.120509E+0	-1.145476E+0	-1.169232E+0	-1.194318E+0	-1.219770E+0	-1.245593E+0	-1.269371E+0	-1.293899E+0	-1.319573E+0	-1.343370E+0	-1.369803E+0
-9.695325E-1	-9.945855E-1	-1.020461E+0	-1.044474E+0	-1.069536E+0	-1.093895E+0	-1.119249E+0	-1.144550E+0	-1.170213E+0	-1.194332E+0	-1.218910E+0	-1.243937E+0	-1.269982E+0	-1.294408E+0	-1.318806E+0	-1.344425E+0	-1.368813E+0
-9.702697E-1	-9.952432E-1	-1.018993E+0	-1.044953E+0	-1.068482E+0	-1.094773E+0	-1.119314E+0	-1.143861E+0	-1.168805E+0	-1.194203E+0	-1.217819E+0	-1.243688E+0	-1.268363E+0	-1.293446E+0	-1.318962E+0	-1.342640E+0	-1.369174E+0
-9.696509E-1	-9.938687E-1	-1.019848E+0	-1.043355E+0	-1.069726E+0	-1.093899E+0	-1.118990E+0	-1.144493E+0	-1.167976E+0	-1.192859E+0	-1.218910E+0	-1.243642E+0	-1.268428E+0	-1.293159E+0	-1.318177E+0	-1.342696E+0	-1.368241E+0
