-1.819254E+0	-1.811920E+0	-1.812937E+0	-1.813741E+0	-1.812567E+0	-1.811827E+0	-1.812660E+0	-1.812151E+0	-1.811254E+0	-1.813215E+0	-1.814694E+0	-1.811244E+0	-1.811384E+0	-1.812586E+0	-1.811069E+0	-1.811042E+0	-1.809913E+0	-1.812141E+0	-1.812697E+0	-1.811097E+0	-1.810339E+0	-1.810200E+0	-1.810348E+0	-1.812836E+0	-1.810348E+0	-1.810117E+0	-1.811216E+0	-1.808683E+0	-1.811485E+0	-1.811420E+0	-1.810116E+0	-1.810700E+0	-1.811615E+0	-1.810755E+0	-1.809358E+0	-1.807842E+0	-1.808545E+0	-1.808359E+0	-1.806833E+0	-1.809340E+0	-1.808100E+0	-1.809358E+0	-1.809682E+0	-1.807240E+0	-1.807064E+0	-1.807683E+0	-1.807989E+0	-1.808100E+0	-1.808775E+0	-1.808137E+0	-1.806971E+0	-1.806380E+0	-1.807508E+0	-1.807296E+0	-1.808257E+0	-1.806981E+0	-1.806583E+0	-1.805492E+0	-1.805400E+0	-1.803763E+0	-1.804919E+0	-1.804059E+0	-1.804512E+0	-1.805631E+0	-1.803772E+0	-1.805030E+0	-1.802125E+0	-1.802246E+0	-1.801996E+0	-1.800729E+0	-1.802384E+0	-1.802921E+0	-1.801450E+0	-1.800008E+0	-1.800711E+0	-1.802440E+0
-1.815961E+0	-1.809136E+0	-1.810199E+0	-1.810588E+0	-1.809155E+0	-1.808387E+0	-1.809183E+0	-1.809044E+0	-1.807980E+0	-1.810301E+0	-1.811661E+0	-1.808470E+0	-1.808498E+0	-1.809950E+0	-1.807767E+0	-1.808229E+0	-1.806999E+0	-1.808839E+0	-1.809691E+0	-1.808452E+0	-1.807268E+0	-1.807240E+0	-1.807592E+0	-1.810245E+0	-1.807305E+0	-1.807518E+0	-1.808609E+0	-1.805316E+0	-1.808238E+0	-1.808719E+0	-1.807443E+0	-1.807842E+0	-1.808322E+0	-1.807509E+0	-1.806250E+0	-1.804429E+0	-1.805658E+0	-1.805362E+0	-1.803938E+0	-1.806787E+0	-1.805380E+0	-1.806241E+0	-1.806990E+0	-1.804400E+0	-1.804280E+0	-1.804928E+0	-1.804604E+0	-1.804780E+0	-1.805658E+0	-1.804919E+0	-1.803689E+0	-1.803134E+0	-1.804595E+0	-1.804910E+0	-1.805261E+0	-1.804335E+0	-1.803504E+0	-1.802301E+0	-1.802384E+0	-1.800535E+0	-1.801894E+0	-1.800775E+0	-1.801709E+0	-1.802265E+0	-1.800636E+0	-1.802606E+0	-1.799517E+0	-1.799230E+0	-1.799203E+0	-1.797593E+0	-1.798926E+0	-1.799657E+0	-1.798158E+0	-1.796594E+0	-1.798259E+0	-1.799508E+0
-1.812151E+0	-1.805057E+0	-1.806010E+0	-1.806481E+0	-1.805113E+0	-1.804289E+0	-1.805465E+0	-1.805325E+0	-1.804141E+0	-1.806278E+0	-1.807517E+0	-1.803836E+0	-1.804650E+0	-1.805585E+0	-1.802662E+0	-1.804457E+0	-1.802615E+0	-1.804836E+0	-1.805880E+0	-1.804123E+0	-1.803485E+0	-1.803290E+0	-1.803531E+0	-1.805955E+0	-1.803319E+0	-1.803383E+0	-1.804484E+0	-1.801553E+0	-1.804068E+0	-1.804816E+0	-1.803208E+0	-1.803281E+0	-1.803559E+0	-1.803217E+0	-1.801958E+0	-1.800756E+0	-1.801293E+0	-1.800904E+0	-1.799601E+0	-1.802273E+0	-1.801321E+0	-1.801719E+0	-1.802930E+0	-1.800517E+0	-1.800174E+0	-1.800377E+0	-1.800757E+0	-1.800831E+0	-1.801728E+0	-1.801006E+0	-1.799813E+0	-1.798953E+0	-1.800904E+0	-1.800257E+0	-1.801441E+0	-1.800303E+0	-1.799166E+0	-1.797982E+0	-1.799018E+0	-1.796428E+0	-1.798075E+0	-1.797233E+0	-1.798167E+0	-1.798195E+0	-1.796243E+0	-1.798416E+0	-1.795476E+0	-1.794967E+0	-1.794708E+0	-1.793728E+0	-1.795032E+0	-1.795503E+0	-1.794246E+0	-1.792876E+0	-1.793903E+0	-1.795041E+0
-1.807730E+0	-1.800979E+0	-1.801450E+0	-1.802468E+0	-1.801552E+0	-1.800479E+0	-1.801579E+0	-1.800691E+0	-1.799952E+0	-1.802144E+0	-1.802958E+0	-1.799989E+0	-1.799970E+0	-1.801367E+0	-1.799915E+0	-1.800091E+0	-1.798454E+0	-1.800849E+0	-1.801386E+0	-1.799961E+0	-1.799046E+0	-1.798833E+0	-1.798953E+0	-1.801571E+0	-1.799230E+0	-1.798871E+0	-1.800137E+0	-1.797344E+0	-1.800118E+0	-1.800304E+0	-1.798926E+0	-1.799398E+0	-1.799675E+0	-1.799517E+0	-1.798029E+0	-1.796280E+0	-1.797233E+0	-1.796817E+0	-1.795559E+0	-1.798555E+0	-1.796900E+0	-1.798102E+0	-1.798379E+0	-1.796086E+0	-1.795845E+0	-1.796382E+0	-1.796835E+0	-1.796872E+0	-1.797686E+0	-1.796909E+0	-1.795762E+0	-1.795226E+0	-1.796456E+0	-1.796244E+0	-1.797085E+0	-1.795864E+0	-1.795253E+0	-1.794218E+0	-1.794587E+0	-1.792479E+0	-1.793941E+0	-1.792895E+0	-1.794098E+0	-1.794237E+0	-1.792580E+0	-1.793913E+0	-1.790980E+0	-1.791295E+0	-1.790898E+0	-1.789639E+0	-1.791156E+0	-1.791887E+0	-1.790389E+0	-1.788937E+0	-1.789603E+0	-1.790805E+0
-1.803171E+0	-1.797104E+0	-1.797677E+0	-1.798240E+0	-1.797057E+0	-1.795864E+0	-1.797159E+0	-1.796475E+0	-1.795457E+0	-1.797732E+0	-1.798916E+0	-1.795975E+0	-1.795985E+0	-1.797778E+0	-1.795476E+0	-1.795855E+0	-1.794653E+0	-1.796604E+0	-1.797196E+0	-1.796197E+0	-1.794903E+0	-1.794560E+0	-1.795124E+0	-1.797297E+0	-1.794690E+0	-1.795022E+0	-1.796059E+0	-1.792766E+0	-1.795596E+0	-1.796021E+0	-1.795207E+0	-1.795170E+0	-1.795725E+0	-1.795253E+0	-1.793571E+0	-1.792026E+0	-1.793422E+0	-1.792933E+0	-1.791766E+0	-1.794801E+0	-1.792969E+0	-1.793653E+0	-1.794273E+0	-1.791961E+0	-1.791850E+0	-1.792479E+0	-1.792479E+0	-1.792452E+0	-1.793330E+0	-1.792544E+0	-1.791286E+0	-1.790989E+0	-1.792340E+0	-1.792192E+0	-1.792627E+0	-1.791721E+0	-1.791166E+0	-1.790250E+0	-1.790389E+0	-1.788123E+0	-1.789547E+0	-1.788400E+0	-1.789677E+0	-1.790019E+0	-1.788474E+0	-1.790000E+0	-1.787124E+0	-1.787068E+0	-1.786792E+0	-1.785163E+0	-1.786828E+0	-1.787485E+0	-1.785912E+0	-1.784516E+0	-1.785820E+0	-1.786736E+0
-1.799240E+0	-1.793349E+0	-1.793552E+0	-1.793737E+0	-1.793025E+0	-1.791989E+0	-1.792802E+0	-1.792757E+0	-1.791786E+0	-1.793903E+0	-1.795004E+0	-1.791434E+0	-1.792110E+0	-1.793413E+0	-1.791535E+0	-1.792016E+0	-1.790361E+0	-1.792257E+0	-1.793468E+0	-1.791776E+0	-1.791138E+0	-1.790759E+0	-1.791036E+0	-1.793237E+0	-1.790685E+0	-1.791212E+0	-1.792248E+0	-1.789113E+0	-1.791147E+0	-1.792230E+0	-1.790731E+0	-1.790639E+0	-1.791064E+0	-1.790962E+0	-1.789223E+0	-1.788142E+0	-1.789039E+0	-1.788585E+0	-1.787568E+0	-1.790361E+0	-1.789122E+0	-1.789260E+0	-1.790463E+0	-1.788132E+0	-1.788207E+0	-1.788224E+0	-1.788493E+0	-1.788604E+0	-1.789150E+0	-1.788539E+0	-1.787124E+0	-1.786597E+0	-1.788216E+0	-1.787993E+0	-1.788723E+0	-1.787762E+0	-1.786819E+0	-1.786042E+0	-1.786772E+0	-1.784016E+0	-1.785756E+0	-1.784580E+0	-1.785866E+0	-1.785774E+0	-1.784007E+0	-1.786329E+0	-1.783212E+0	-1.782499E+0	-1.782509E+0	-1.781381E+0	-1.782971E+0	-1.783018E+0	-1.781945E+0	-1.780595E+0	-1.781548E+0	-1.782426E+0
-1.794883E+0	-1.788558E+0	-1.789113E+0	-1.789593E+0	-1.788641E+0	-1.787799E+0	-1.788770E+0	-1.788317E+0	-1.787438E+0	-1.789501E+0	-1.790518E+0	-1.787087E+0	-1.787439E+0	-1.788660E+0	-1.787309E+0	-1.787346E+0	-1.785672E+0	-1.788022E+0	-1.788788E+0	-1.787494E+0	-1.786551E+0	-1.785903E+0	-1.786347E+0	-1.788798E+0	-1.786477E+0	-1.786329E+0	-1.787336E+0	-1.784618E+0	-1.787124E+0	-1.787623E+0	-1.786403E+0	-1.786810E+0	-1.787318E+0	-1.786726E+0	-1.785090E+0	-1.783767E+0	-1.784812E+0	-1.784026E+0	-1.782879E+0	-1.785894E+0	-1.784146E+0	-1.785025E+0	-1.786255E+0	-1.783702E+0	-1.783480E+0	-1.783535E+0	-1.784165E+0	-1.783914E+0	-1.785117E+0	-1.784433E+0	-1.783092E+0	-1.782426E+0	-1.783767E+0	-1.783314E+0	-1.784516E+0	-1.783138E+0	-1.782397E+0	-1.781501E+0	-1.782176E+0	-1.779790E+0	-1.781464E+0	-1.780316E+0	-1.781437E+0	-1.781223E+0	-1.780049E+0	-1.781566E+0	-1.778486E+0	-1.778606E+0	-1.778347E+0	-1.776923E+0	-1.778616E+0	-1.779086E+0	-1.777839E+0	-1.776368E+0	-1.777015E+0	-1.778319E+0
-1.790444E+0	-1.784156E+0	-1.784488E+0	-1.785191E+0	-1.784562E+0	-1.783286E+0	-1.784386E+0	-1.783850E+0	-1.783045E+0	-1.784923E+0	-1.786060E+0	-1.783258E+0	-1.783184E+0	-1.784645E+0	-1.782898E+0	-1.782722E+0	-1.781898E+0	-1.783767E+0	-1.784507E+0	-1.783324E+0	-1.782259E+0	-1.781824E+0	-1.782314E+0	-1.784460E+0	-1.782102E+0	-1.782259E+0	-1.783110E+0	-1.780243E+0	-1.783092E+0	-1.783434E+0	-1.782499E+0	-1.782555E+0	-1.783203E+0	-1.782722E+0	-1.780863E+0	-1.779253E+0	-1.780678E+0	-1.780160E+0	-1.779124E+0	-1.782158E+0	-1.780076E+0	-1.781130E+0	-1.781639E+0	-1.779346E+0	-1.779290E+0	-1.779679E+0	-1.779632E+0	-1.779670E+0	-1.780817E+0	-1.779623E+0	-1.778846E+0	-1.778209E+0	-1.779401E+0	-1.779577E+0	-1.780040E+0	-1.779022E+0	-1.778430E+0	-1.777487E+0	-1.777774E+0	-1.775656E+0	-1.776849E+0	-1.775878E+0	-1.777043E+0	-1.777496E+0	-1.775831E+0	-1.777672E+0	-1.774306E+0	-1.774268E+0	-1.774397E+0	-1.772501E+0	-1.774240E+0	-1.774934E+0	-1.773649E+0	-1.771929E+0	-1.773066E+0	-1.773261E+0
-1.786088E+0	-1.780511E+0	-1.780418E+0	-1.780900E+0	-1.780216E+0	-1.779160E+0	-1.780252E+0	-1.780048E+0	-1.778957E+0	-1.781113E+0	-1.782139E+0	-1.778846E+0	-1.779438E+0	-1.780715E+0	-1.778772E+0	-1.778735E+0	-1.778115E+0	-1.779402E+0	-1.780678E+0	-1.779115E+0	-1.778708E+0	-1.777857E+0	-1.778587E+0	-1.780715E+0	-1.778097E+0	-1.778384E+0	-1.779318E+0	-1.776266E+0	-1.778579E+0	-1.779559E+0	-1.778089E+0	-1.778097E+0	-1.778902E+0	-1.778300E+0	-1.776275E+0	-1.774887E+0	-1.776266E+0	-1.776016E+0	-1.775221E+0	-1.777783E+0	-1.776331E+0	-1.776673E+0	-1.777904E+0	-1.775193E+0	-1.775424E+0	-1.775248E+0	-1.775591E+0	-1.776081E+0	-1.776478E+0	-1.775803E+0	-1.774407E+0	-1.773936E+0	-1.775618E+0	-1.775424E+0	-1.776257E+0	-1.775415E+0	-1.774315E+0	-1.773500E+0	-1.774389E+0	-1.771225E+0	-1.773112E+0	-1.771985E+0	-1.773260E+0	-1.773270E+0	-1.771337E+0	-1.773750E+0	-1.770476E+0	-1.769866E+0	-1.769995E+0	-1.768932E+0	-1.770152E+0	-1.770485E+0	-1.769358E+0	-1.767951E+0	-1.769089E+0	-1.768747E+0
-1.782203E+0	-1.776386E+0	-1.776470E+0	-1.776571E+0	-1.776202E+0	-1.775239E+0	-1.776007E+0	-1.775859E+0	-1.774861E+0	-1.776970E+0	-1.777959E+0	-1.774518E+0	-1.775147E+0	-1.776266E+0	-1.774730E+0	-1.774601E+0	-1.773796E+0	-1.775387E+0	-1.776563E+0	-1.775092E+0	-1.774361E+0	-1.773732E+0	-1.774194E+0	-1.776432E+0	-1.774148E+0	-1.773871E+0	-1.775184E+0	-1.772150E+0	-1.774832E+0	-1.775147E+0	-1.773917E+0	-1.774333E+0	-1.774638E+0	-1.774315E+0	-1.772733E+0	-1.770883E+0	-1.772622E+0	-1.771595E+0	-1.770171E+0	-1.773417E+0	-1.772104E+0	-1.772529E+0	-1.773769E+0	-1.771272E+0	-1.771345E+0	-1.770680E+0	-1.771771E+0	-1.771540E+0	-1.772446E+0	-1.771910E+0	-1.770680E+0	-1.769884E+0	-1.771844E+0	-1.771031E+0	-1.771965E+0	-1.770985E+0	-1.769912E+0	-1.768913E+0	-1.770180E+0	-1.767331E+0	-1.769034E+0	-1.767961E+0	-1.769284E+0	-1.768821E+0	-1.767545E+0	-1.769265E+0	-1.766194E+0	-1.766166E+0	-1.766175E+0	-1.764640E+0	-1.766251E+0	-1.766370E+0	-1.765685E+0	-1.764058E+0	-1.764807E+0	-1.766065E+0
