-1.795819E+0	-1.802995E+0	-1.800784E+0	-1.803707E+0	-1.802347E+0	-1.804521E+0	-1.808044E+0	-1.806741E+0	-1.804262E+0	-1.805057E+0	-1.805075E+0	-1.806001E+0	-1.806630E+0	-1.804872E+0	-1.804835E+0	-1.805529E+0	-1.804817E+0	-1.802976E+0	-1.805344E+0	-1.803300E+0	-1.803920E+0	-1.802569E+0	-1.802348E+0	-1.800118E+0	-1.799268E+0	-1.799860E+0	-1.797890E+0	-1.795161E+0	-1.795929E+0	-1.794126E+0	-1.792174E+0	-1.793506E+0	-1.792950E+0	-1.792433E+0	-1.790018E+0	-1.789548E+0	-1.790158E+0	-1.788040E+0	-1.786837E+0	-1.785506E+0	-1.784063E+0	-1.782989E+0	-1.784313E+0	-1.782740E+0	-1.783203E+0	-1.781972E+0	-1.785949E+0	-1.782222E+0
-1.793191E+0	-1.800340E+0	-1.797797E+0	-1.800941E+0	-1.799527E+0	-1.801403E+0	-1.804705E+0	-1.804299E+0	-1.801117E+0	-1.801829E+0	-1.802153E+0	-1.802736E+0	-1.803698E+0	-1.802014E+0	-1.802033E+0	-1.802348E+0	-1.801968E+0	-1.800229E+0	-1.802865E+0	-1.800063E+0	-1.800747E+0	-1.799786E+0	-1.799091E+0	-1.797732E+0	-1.796327E+0	-1.796511E+0	-1.795050E+0	-1.792054E+0	-1.792950E+0	-1.791250E+0	-1.788863E+0	-1.790361E+0	-1.790278E+0	-1.789288E+0	-1.786902E+0	-1.786042E+0	-1.786902E+0	-1.784479E+0	-1.783165E+0	-1.782038E+0	-1.780252E+0	-1.778856E+0	-1.780807E+0	-1.778124E+0	-1.779808E+0	-1.778467E+0	-1.782869E+0	-1.779401E+0
-1.788798E+0	-1.795568E+0	-1.793931E+0	-1.796410E+0	-1.795402E+0	-1.796965E+0	-1.800693E+0	-1.799702E+0	-1.797196E+0	-1.797492E+0	-1.798112E+0	-1.798750E+0	-1.798879E+0	-1.797630E+0	-1.797566E+0	-1.798066E+0	-1.797612E+0	-1.795688E+0	-1.798204E+0	-1.796003E+0	-1.796243E+0	-1.795670E+0	-1.795448E+0	-1.793043E+0	-1.791915E+0	-1.792692E+0	-1.791138E+0	-1.787910E+0	-1.788558E+0	-1.787476E+0	-1.785311E+0	-1.786116E+0	-1.786384E+0	-1.785542E+0	-1.782509E+0	-1.782519E+0	-1.782658E+0	-1.780715E+0	-1.779309E+0	-1.777949E+0	-1.776460E+0	-1.774907E+0	-1.776867E+0	-1.774213E+0	-1.775758E+0	-1.774676E+0	-1.779060E+0	-1.774898E+0
-1.784479E+0	-1.791535E+0	-1.789316E+0	-1.792655E+0	-1.790925E+0	-1.793266E+0	-1.796725E+0	-1.795735E+0	-1.792627E+0	-1.793718E+0	-1.793441E+0	-1.794643E+0	-1.794986E+0	-1.793589E+0	-1.793561E+0	-1.794348E+0	-1.793856E+0	-1.791831E+0	-1.794264E+0	-1.791915E+0	-1.792618E+0	-1.791360E+0	-1.790925E+0	-1.789020E+0	-1.787994E+0	-1.788142E+0	-1.785284E+0	-1.783110E+0	-1.784636E+0	-1.783063E+0	-1.780835E+0	-1.782213E+0	-1.781742E+0	-1.781075E+0	-1.778633E+0	-1.778180E+0	-1.778745E+0	-1.776155E+0	-1.774851E+0	-1.774010E+0	-1.771864E+0	-1.770828E+0	-1.772409E+0	-1.770097E+0	-1.771845E+0	-1.770005E+0	-1.774620E+0	-1.770402E+0
-1.780604E+0	-1.787587E+0	-1.785302E+0	-1.788372E+0	-1.786911E+0	-1.788548E+0	-1.791980E+0	-1.791730E+0	-1.788918E+0	-1.789298E+0	-1.789723E+0	-1.789917E+0	-1.790685E+0	-1.789297E+0	-1.789344E+0	-1.789889E+0	-1.789584E+0	-1.787522E+0	-1.789944E+0	-1.787521E+0	-1.787984E+0	-1.787494E+0	-1.786708E+0	-1.784747E+0	-1.783591E+0	-1.783915E+0	-1.782620E+0	-1.779374E+0	-1.780336E+0	-1.778755E+0	-1.776535E+0	-1.777635E+0	-1.777930E+0	-1.776738E+0	-1.774120E+0	-1.774231E+0	-1.774158E+0	-1.771790E+0	-1.770588E+0	-1.769617E+0	-1.767609E+0	-1.766369E+0	-1.768590E+0	-1.765528E+0	-1.767322E+0	-1.766111E+0	-1.770468E+0	-1.766564E+0
-1.775813E+0	-1.782963E+0	-1.781159E+0	-1.783979E+0	-1.782611E+0	-1.784590E+0	-1.788169E+0	-1.787374E+0	-1.784627E+0	-1.785570E+0	-1.785561E+0	-1.786117E+0	-1.786412E+0	-1.785191E+0	-1.784950E+0	-1.785478E+0	-1.785265E+0	-1.783239E+0	-1.785644E+0	-1.783647E+0	-1.783933E+0	-1.783110E+0	-1.782814E+0	-1.780391E+0	-1.779419E+0	-1.780150E+0	-1.778282E+0	-1.775397E+0	-1.776155E+0	-1.774721E+0	-1.772826E+0	-1.773482E+0	-1.773704E+0	-1.773010E+0	-1.770125E+0	-1.770504E+0	-1.770098E+0	-1.767887E+0	-1.766611E+0	-1.765565E+0	-1.763827E+0	-1.762606E+0	-1.764270E+0	-1.761718E+0	-1.763428E+0	-1.761913E+0	-1.766620E+0	-1.762125E+0
-1.771808E+0	-1.779078E+0	-1.776479E+0	-1.779993E+0	-1.778189E+0	-1.780548E+0	-1.783869E+0	-1.782963E+0	-1.780216E+0	-1.781298E+0	-1.781177E+0	-1.781537E+0	-1.782508E+0	-1.781242E+0	-1.781075E+0	-1.781501E+0	-1.781343E+0	-1.779281E+0	-1.781936E+0	-1.779115E+0	-1.780012E+0	-1.779022E+0	-1.778199E+0	-1.776645E+0	-1.775527E+0	-1.775609E+0	-1.774306E+0	-1.771003E+0	-1.772067E+0	-1.770717E+0	-1.768100E+0	-1.769617E+0	-1.769329E+0	-1.768599E+0	-1.766139E+0	-1.765658E+0	-1.766139E+0	-1.763484E+0	-1.761977E+0	-1.761450E+0	-1.759322E+0	-1.758287E+0	-1.760137E+0	-1.757418E+0	-1.759202E+0	-1.757519E+0	-1.762005E+0	-1.757759E+0
-1.767498E+0	-1.774796E+0	-1.772696E+0	-1.775452E+0	-1.774139E+0	-1.776017E+0	-1.779327E+0	-1.779106E+0	-1.776387E+0	-1.776719E+0	-1.777357E+0	-1.777385E+0	-1.777977E+0	-1.776654E+0	-1.776765E+0	-1.776969E+0	-1.776802E+0	-1.774758E+0	-1.777543E+0	-1.775082E+0	-1.775323E+0	-1.775008E+0	-1.774111E+0	-1.772105E+0	-1.770773E+0	-1.771642E+0	-1.770125E+0	-1.767212E+0	-1.767628E+0	-1.766879E+0	-1.764197E+0	-1.765057E+0	-1.765491E+0	-1.764863E+0	-1.761515E+0	-1.761837E+0	-1.761532E+0	-1.759535E+0	-1.758194E+0	-1.756946E+0	-1.755105E+0	-1.753829E+0	-1.755854E+0	-1.753190E+0	-1.754652E+0	-1.753570E+0	-1.758157E+0	-1.753921E+0
-1.762939E+0	-1.770689E+0	-1.768220E+0	-1.771198E+0	-1.770070E+0	-1.771808E+0	-1.775553E+0	-1.774491E+0	-1.771882E+0	-1.772733E+0	-1.772613E+0	-1.773371E+0	-1.773972E+0	-1.772983E+0	-1.772418E+0	-1.773168E+0	-1.772807E+0	-1.770920E+0	-1.773335E+0	-1.770994E+0	-1.771281E+0	-1.770356E+0	-1.770273E+0	-1.768108E+0	-1.766869E+0	-1.767480E+0	-1.765815E+0	-1.762338E+0	-1.763863E+0	-1.762587E+0	-1.760053E+0	-1.761052E+0	-1.760997E+0	-1.760265E+0	-1.757685E+0	-1.757704E+0	-1.757694E+0	-1.754994E+0	-1.753681E+0	-1.752969E+0	-1.750813E+0	-1.750258E+0	-1.751415E+0	-1.749297E+0	-1.751044E+0	-1.749066E+0	-1.753607E+0	-1.749222E+0
-1.759064E+0	-1.766703E+0	-1.764122E+0	-1.767323E+0	-1.765723E+0	-1.768192E+0	-1.771078E+0	-1.770273E+0	-1.767665E+0	-1.768386E+0	-1.768432E+0	-1.768784E+0	-1.769885E+0	-1.768506E+0	-1.768469E+0	-1.768580E+0	-1.768478E+0	-1.766509E+0	-1.769440E+0	-1.766582E+0	-1.767027E+0	-1.766444E+0	-1.765685E+0	-1.764049E+0	-1.762513E+0	-1.763216E+0	-1.761717E+0	-1.759054E+0	-1.759165E+0	-1.758028E+0	-1.755539E+0	-1.757279E+0	-1.756964E+0	-1.756141E+0	-1.753209E+0	-1.753079E+0	-1.753219E+0	-1.750684E+0	-1.749565E+0	-1.748714E+0	-1.746356E+0	-1.745505E+0	-1.747281E+0	-1.746965E+0	-1.746458E+0	-1.745079E+0	-1.749547E+0	-1.745865E+0
