-1.145077E+0	-1.235540E+0	-1.338089E+0	-1.429170E+0	-1.525941E+0	-1.623681E+0	-1.728755E+0	-1.824147E+0	-1.924236E+0	-2.019480E+0	-2.113743E+0	-2.213721E+0	-2.308743E+0	-2.413975E+0	-2.511521E+0	-2.604748E+0	-2.703441E+0	-2.802958E+0	-2.899782E+0	-2.994683E+0	-3.095485E+0	-2.850523E+0	-3.093200E+0	-3.331114E+0	-3.576631E+0	-3.823368E+0	-4.061439E+0	-4.309138E+0	-4.553369E+0	-4.793401E+0	-5.028272E+0	-5.267387E+0	-5.515799E+0	-5.755562E+0	-5.999238E+0	-6.240176E+0	-6.473882E+0	-6.718215E+0	-6.955868E+0	-7.192357E+0	-7.434155E+0	-7.673189E+0	-7.910529E+0	-8.152632E+0	-8.391544E+0	-8.632149E+0	-8.866363E+0	-9.102260E+0	-9.344197E+0	-9.583960E+0	-9.816445E+0	-1.004063E+1	-1.016806E+1
-1.132268E+0	-1.239387E+0	-1.327037E+0	-1.429910E+0	-1.523840E+0	-1.625540E+0	-1.717037E+0	-1.823462E+0	-1.911880E+0	-2.022189E+0	-2.109849E+0	-2.213804E+0	-2.315189E+0	-2.408749E+0	-2.499489E+0	-2.602991E+0	-2.697235E+0	-2.803050E+0	-2.892059E+0	-2.995913E+0	-3.093913E+0	-2.848193E+0	-3.094588E+0	-3.335110E+0	-3.580062E+0	-3.816811E+0	-4.060700E+0	-4.301628E+0	-4.542104E+0	-4.786547E+0	-5.030556E+0	-5.273584E+0	-5.510333E+0	-5.753148E+0	-5.990202E+0	-6.236015E+0	-6.475722E+0	-6.709418E+0	-6.951014E+0	-7.194550E+0	-7.436848E+0	-7.673780E+0	-7.912517E+0	-8.147925E+0	-8.387780E+0	-8.623289E+0	-8.866142E+0	-9.107513E+0	-9.341644E+0	-9.577615E+0	-9.811422E+0	-1.004304E+1	-1.016715E+1
-1.139454E+0	-1.226420E+0	-1.326890E+0	-1.427081E+0	-1.523499E+0	-1.626067E+0	-1.721366E+0	-1.812789E+0	-1.919834E+0	-2.011618E+0	-2.112503E+0	-2.212602E+0	-2.307032E+0	-2.401841E+0	-2.501070E+0	-2.606958E+0	-2.703765E+0	-2.791544E+0	-2.897275E+0	-2.988505E+0	-3.084951E+0	-2.838195E+0	-3.082250E+0	-3.332464E+0	-3.574365E+0	-3.818504E+0	-4.060311E+0	-4.307205E+0	-4.547163E+0	-4.789415E+0	-5.029992E+0	-5.268174E+0	-5.510693E+0	-5.745620E+0	-5.996380E+0	-6.231473E+0	-6.473779E+0	-6.714709E+0	-6.956017E+0	-7.193486E+0	-7.428635E+0	-7.663293E+0	-7.903741E+0	-8.150819E+0	-8.388622E+0	-8.626831E+0	-8.865207E+0	-9.103157E+0	-9.336835E+0	-9.571890E+0	-9.807066E+0	-1.003799E+1	-1.015938E+1
-1.129927E+0	-1.226300E+0	-1.329155E+0	-1.418702E+0	-1.516358E+0	-1.613988E+0	-1.714337E+0	-1.816507E+0	-1.911168E+0	-2.010185E+0	-2.100268E+0	-2.204103E+0	-2.304081E+0	-2.405391E+0	-2.498767E+0	-2.593519E+0	-2.693591E+0	-2.793690E+0	-2.890164E+0	-2.987543E+0	-3.089946E+0	-2.844049E+0	-3.088845E+0	-3.325501E+0	-3.570915E+0	-3.808811E+0	-4.053929E+0	-4.297984E+0	-4.542908E+0	-4.777974E+0	-5.019366E+0	-5.262477E+0	-5.509825E+0	-5.753140E+0	-5.989860E+0	-6.235256E+0	-6.466529E+0	-6.709761E+0	-6.947443E+0	-7.183923E+0	-7.425925E+0	-7.668851E+0	-7.908975E+0	-8.140507E+0	-8.380621E+0	-8.623039E+0	-8.857928E+0	-9.095296E+0	-9.337759E+0	-9.577069E+0	-9.809388E+0	-1.003328E+1	-1.016140E+1
-1.128615E+0	-1.231008E+0	-1.319277E+0	-1.425425E+0	-1.521343E+0	-1.617826E+0	-1.712413E+0	-1.813973E+0	-1.912232E+0	-2.007854E+0	-2.108425E+0	-2.209217E+0	-2.303915E+0	-2.398270E+0	-2.495447E+0	-2.596932E+0	-2.687432E+0	-2.790241E+0	-2.885502E+0	-2.987516E+0	-3.079938E+0	-2.839073E+0	-3.079364E+0	-3.331558E+0	-3.571784E+0	-3.812510E+0	-4.058998E+0	-4.294507E+0	-4.534576E+0	-4.783782E+0	-5.021834E+0	-5.265446E+0	-5.501676E+0	-5.743835E+0	-5.983154E+0	-6.222585E+0	-6.468980E+0	-6.703416E+0	-6.947332E+0	-7.189749E+0	-7.430937E+0	-7.666308E+0	-7.903916E+0	-8.142125E+0	-8.383294E+0	-8.616972E+0	-8.862627E+0	-9.100198E+0	-9.328401E+0	-9.566258E+0	-9.802867E+0	-1.003563E+1	-1.015723E+1
-1.127635E+0	-1.219752E+0	-1.321636E+0	-1.416925E+0	-1.510430E+0	-1.611972E+0	-1.715196E+0	-1.804511E+0	-1.911149E+0	-2.000649E+0	-2.097113E+0	-2.200699E+0	-2.293722E+0	-2.394460E+0	-2.495557E+0	-2.594768E+0	-2.694155E+0	-2.784821E+0	-2.889895E+0	-2.978350E+0	-3.078707E+0	-2.831740E+0	-3.075156E+0	-3.321357E+0	-3.561556E+0	-3.810133E+0	-4.051608E+0	-4.298864E+0	-4.538636E+0	-4.781109E+0	-5.024082E+0	-5.264030E+0	-5.504358E+0	-5.741329E+0	-5.986530E+0	-6.225239E+0	-6.466150E+0	-6.709363E+0	-6.944798E+0	-7.180844E+0	-7.421170E+0	-7.657845E+0	-7.902298E+0	-8.143198E+0	-8.381371E+0	-8.621253E+0	-8.857003E+0	-9.091383E+0	-9.333580E+0	-9.565046E+0	-9.798927E+0	-1.002957E+1	-1.015670E+1
-1.118840E+0	-1.224755E+0	-1.316540E+0	-1.413855E+0	-1.514297E+0	-1.605757E+0	-1.703238E+0	-1.811162E+0	-1.900523E+0	-2.004607E+0	-2.096336E+0	-2.197120E+0	-2.297015E+0	-2.396855E+0	-2.486549E+0	-2.585649E+0	-2.683436E+0	-2.790249E+0	-2.878760E+0	-2.979247E+0	-3.081667E+0	-2.837640E+0	-3.080215E+0	-3.319082E+0	-3.566319E+0	-3.800487E+0	-4.043081E+0	-4.286932E+0	-4.532402E+0	-4.772980E+0	-5.014140E+0	-5.254976E+0	-5.500658E+0	-5.744631E+0	-5.979140E+0	-6.226358E+0	-6.460018E+0	-6.701687E+0	-6.938648E+0	-7.184137E+0	-7.420996E+0	-7.665041E+0	-7.901853E+0	-8.134412E+0	-8.374314E+0	-8.614178E+0	-8.849429E+0	-9.087619E+0	-9.325440E+0	-9.565916E+0	-9.804624E+0	-1.003329E+1	-1.015828E+1
-1.125341E+0	-1.216996E+0	-1.308660E+0	-1.414021E+0	-1.508867E+0	-1.612203E+0	-1.707410E+0	-1.799980E+0	-1.905175E+0	-1.997440E+0	-2.098325E+0	-2.197610E+0	-2.296460E+0	-2.385784E+0	-2.486531E+0	-2.589922E+0	-2.684980E+0	-2.777903E+0	-2.880748E+0	-2.973911E+0	-3.071410E+0	-2.830213E+0	-3.076553E+0	-3.320109E+0	-3.560363E+0	-3.805102E+0	-4.049602E+0	-4.292398E+0	-4.526622E+0	-4.775143E+0	-5.016951E+0	-5.260775E+0	-5.490041E+0	-5.735197E+0	-5.977180E+0	-6.216528E+0	-6.460332E+0	-6.699485E+0	-6.943475E+0	-7.181315E+0	-7.423465E+0	-7.652046E+0	-7.893345E+0	-8.137686E+0	-8.379529E+0	-8.611422E+0	-8.850492E+0	-9.092485E+0	-9.326588E+0	-9.558387E+0	-9.797124E+0	-1.002804E+1	-1.014918E+1
-1.116017E+0	-1.213194E+0	-1.315236E+0	-1.406862E+0	-1.505056E+0	-1.601826E+0	-1.705920E+0	-1.797436E+0	-1.901475E+0	-1.992548E+0	-2.090186E+0	-2.188934E+0	-2.284159E+0	-2.392092E+0	-2.486957E+0	-2.582495E+0	-2.684223E+0	-2.778004E+0	-2.878159E+0	-2.969397E+0	-3.073713E+0	-2.823110E+0	-3.070717E+0	-3.311322E+0	-3.555562E+0	-3.799997E+0	-4.042063E+0	-4.287468E+0	-4.532402E+0	-4.766570E+0	-5.013714E+0	-5.249168E+0	-5.496312E+0	-5.737028E+0	-5.979344E+0	-6.221947E+0	-6.459148E+0	-6.702149E+0	-6.932969E+0	-7.172862E+0	-7.416565E+0	-7.655367E+0	-7.894343E+0	-8.134699E+0	-8.371132E+0	-8.613291E+0	-8.850696E+0	-9.084846E+0	-9.320225E+0	-9.562188E+0	-9.791131E+0	-1.002342E+1	-1.015459E+1
-1.114723E+0	-1.215830E+0	-1.307383E+0	-1.408814E+0	-1.507461E+0	-1.600337E+0	-1.697226E+0	-1.801607E+0	-1.890783E+0	-1.998050E+0	-2.089695E+0	-2.192135E+0	-2.291966E+0	-2.385738E+0	-2.478567E+0	-2.582374E+0	-2.672957E+0	-2.780150E+0	-2.872480E+0	-2.975159E+0	-3.072696E+0	-2.829427E+0	-3.073316E+0	-3.307096E+0	-3.559206E+0	-3.791793E+0	-4.036422E+0	-4.281753E+0	-4.525799E+0	-4.761789E+0	-5.006676E+0	-5.250074E+0	-5.491789E+0	-5.737463E+0	-5.972731E+0	-6.215372E+0	-6.449752E+0	-6.690357E+0	-6.938148E+0	-7.176247E+0	-7.415677E+0	-7.653951E+0	-7.892900E+0	-8.126689E+0	-8.367987E+0	-8.603441E+0	-8.843518E+0	-9.083291E+0	-9.317857E+0	-9.555030E+0	-9.795218E+0	-1.002628E+1	-1.014936E+1
-1.117442E+0	-1.206536E+0	-1.304110E+0	-1.400897E+0	-1.501385E+0	-1.603213E+0	-1.698197E+0	-1.791259E+0	-1.894576E+0	-1.987507E+0	-2.088808E+0	-2.190720E+0	-2.281357E+0	-2.378978E+0	-2.484385E+0	-2.581478E+0	-2.681023E+0	-2.770013E+0	-2.875578E+0	-2.967631E+0	-3.064298E+0	-2.818782E+0	-3.063115E+0	-3.312534E+0	-3.548274E+0	-3.799293E+0	-4.040389E+0	-4.284277E+0	-4.517262E+0	-4.770354E+0	-5.007989E+0	-5.252377E+0	-5.483632E+0	-5.727114E+0	-5.973971E+0	-6.209878E+0	-6.455181E+0	-6.692336E+0	-6.933413E+0	-7.171160E+0	-7.416481E+0	-7.646442E+0	-7.886417E+0	-8.132285E+0	-8.371336E+0	-8.606346E+0	-8.846534E+0	-9.086315E+0	-9.321168E+0	-9.553912E+0	-9.791232E+0	-1.001757E+1	-1.014319E+1
-1.105170E+0	-1.208006E+0	-1.307948E+0	-1.405957E+0	-1.496752E+0	-1.592762E+0	-1.694618E+0	-1.793690E+0	-1.889831E+0	-1.989153E+0	-2.078690E+0	-2.179796E+0	-2.281848E+0	-2.384693E+0	-2.471502E+0	-2.572969E+0	-2.671635E+0	-2.772381E+0	-2.865173E+0	-2.961388E+0	-3.067156E+0	-2.820002E+0	-3.062560E+0	-3.303211E+0	-3.549449E+0	-3.787223E+0	-4.033398E+0	-4.276758E+0	-4.522460E+0	-4.764119E+0	-5.000101E+0	-5.240835E+0	-5.490421E+0	-5.728797E+0	-5.970169E+0	-6.213531E+0	-6.448873E+0	-6.693465E+0	-6.926079E+0	-7.165768E+0	-7.409350E+0	-7.645489E+0	-7.886741E+0	-8.122897E+0	-8.363031E+0	-8.606919E+0	-8.839662E+0	-9.076882E+0	-9.312973E+0	-9.554244E+0	-9.787006E+0	-1.001850E+1	-1.014759E+1
-1.108878E+0	-1.206720E+0	-1.295748E+0	-1.397530E+0	-1.501060E+0	-1.593724E+0	-1.688440E+0	-1.793552E+0	-1.883616E+0	-1.988524E+0	-2.080965E+0	-2.184801E+0	-2.281949E+0	-2.374852E+0	-2.473648E+0	-2.577538E+0	-2.674566E+0	-2.765434E+0	-2.865192E+0	-2.965374E+0	-3.060201E+0	-2.815332E+0	-3.062957E+0	-3.302203E+0	-3.549588E+0	-3.789037E+0	-4.031658E+0	-4.276379E+0	-4.511972E+0	-4.753428E+0	-5.003291E+0	-5.242564E+0	-5.482448E+0	-5.730518E+0	-5.962835E+0	-6.204643E+0	-6.447061E+0	-6.684854E+0	-6.931665E+0	-7.167701E+0	-7.406058E+0	-7.647671E+0	-7.885751E+0	-8.119466E+0	-8.361921E+0	-8.597401E+0	-8.835029E+0	-9.075735E+0	-9.318606E+0	-9.547788E+0	-9.790844E+0	-1.001873E+1	-1.014278E+1
-1.104623E+0	-1.196020E+0	-1.295443E+0	-1.391667E+0	-1.489482E+0	-1.594186E+0	-1.691973E+0	-1.781566E+0	-1.888943E+0	-1.978434E+0	-2.081789E+0	-2.175118E+0	-2.270518E+0	-2.371079E+0	-2.473804E+0	-2.568595E+0	-2.668406E+0	-2.761217E+0	-2.865136E+0	-2.954951E+0	-3.056585E+0	-2.811068E+0	-3.054023E+0	-3.303636E+0	-3.540487E+0	-3.789148E+0	-4.034581E+0	-4.275852E+0	-4.515283E+0	-4.759763E+0	-4.997649E+0	-5.242343E+0	-5.481255E+0	-5.718706E+0	-5.967552E+0	-6.205817E+0	-6.446662E+0	-6.685057E+0	-6.921334E+0	-7.162623E+0	-7.408889E+0	-7.638969E+0	-7.875865E+0	-8.125820E+0	-8.364482E+0	-8.599733E+0	-8.839015E+0	-9.076752E+0	-9.308303E+0	-9.548149E+0	-9.781087E+0	-1.001089E+1	-1.014037E+1
-1.102238E+0	-1.199904E+0	-1.300012E+0	-1.397938E+0	-1.492941E+0	-1.584050E+0	-1.680810E+0	-1.787336E+0	-1.880045E+0	-1.984159E+0	-2.070366E+0	-2.174303E+0	-2.276900E+0	-2.375555E+0	-2.464131E+0	-2.568242E+0	-2.661942E+0	-2.767081E+0	-2.855610E+0	-2.958298E+0	-3.061505E+0	-2.814749E+0	-3.056686E+0	-3.293500E+0	-3.544926E+0	-3.780796E+0	-4.024990E+0	-4.267445E+0	-4.513960E+0	-4.756526E+0	-4.995254E+0	-5.232678E+0	-5.482698E+0	-5.720390E+0	-5.961004E+0	-6.209073E+0	-6.441067E+0	-6.683642E+0	-6.923609E+0	-7.159321E+0	-7.399437E+0	-7.643676E+0	-7.882117E+0	-8.114278E+0	-8.353865E+0	-8.597106E+0	-8.829035E+0	-9.067624E+0	-9.311660E+0	-9.550008E+0	-9.784878E+0	-1.001210E+1	-1.014236E+1
-1.101460E+0	-1.194466E+0	-1.289478E+0	-1.387005E+0	-1.487696E+0	-1.587259E+0	-1.682530E+0	-1.782833E+0	-1.876069E+0	-1.977934E+0	-2.074750E+0	-2.176726E+0	-2.270073E+0	-2.366899E+0	-2.465887E+0	-2.566126E+0	-2.668610E+0	-2.758249E+0	-2.860595E+0	-2.950530E+0	-3.052044E+0	-2.804677E+0	-3.051859E+0	-3.297227E+0	-3.542134E+0	-3.783969E+0	-4.024093E+0	-4.271256E+0	-4.505535E+0	-4.747046E+0	-4.996567E+0	-5.233446E+0	-5.470036E+0	-5.720168E+0	-5.957148E+0	-6.196541E+0	-6.441705E+0	-6.676169E+0	-6.921047E+0	-7.163586E+0	-7.401406E+0	-7.638626E+0	-7.876142E+0	-8.114370E+0	-8.352830E+0	-8.589291E+0	-8.829656E+0	-9.071185E+0	-9.306989E+0	-9.540676E+0	-9.780375E+0	-1.001379E+1	-1.013545E+1
