-1.070000E-1	3.811566E-3
-1.069000E-1	3.764931E-3
-1.068000E-1	3.767887E-3
-1.067000E-1	3.770272E-3
-1.066000E-1	3.771608E-3
-1.065000E-1	3.772942E-3
-1.064000E-1	3.773895E-3
-1.063000E-1	3.775040E-3
-1.062000E-1	3.775135E-3
-1.061000E-1	3.776088E-3
-1.060000E-1	3.777042E-3
-1.059000E-1	3.778569E-3
-1.058000E-1	3.780380E-3
-1.057000E-1	3.782002E-3
-1.056000E-1	3.783719E-3
-1.055000E-1	3.784863E-3
-1.054000E-1	3.786389E-3
-1.053000E-1	3.787723E-3
-1.052000E-1	3.788963E-3
-1.051000E-1	3.790871E-3
-1.050000E-1	3.792872E-3
-1.049000E-1	3.794971E-3
-1.048000E-1	3.797069E-3
-1.047000E-1	3.798310E-3
-1.046000E-1	3.799073E-3
-1.045000E-1	3.799836E-3
-1.044000E-1	3.800978E-3
-1.043000E-1	3.802122E-3
-1.042000E-1	3.803173E-3
-1.041000E-1	3.804127E-3
-1.040000E-1	3.804794E-3
-1.039000E-1	3.806320E-3
-1.038000E-1	3.807655E-3
-1.037000E-1	3.809467E-3
-1.036000E-1	3.811850E-3
-1.035000E-1	3.814426E-3
-1.034000E-1	3.816047E-3
-1.033000E-1	3.817859E-3
-1.032000E-1	3.820051E-3
-1.031000E-1	3.821959E-3
-1.030000E-1	3.824248E-3
-1.029000E-1	3.826251E-3
-1.028000E-1	3.827301E-3
-1.027000E-1	3.827778E-3
-1.026000E-1	3.828732E-3
-1.025000E-1	3.829304E-3
-1.024000E-1	3.830544E-3
-1.023000E-1	3.832355E-3
-1.022000E-1	3.834168E-3
-1.021000E-1	3.836075E-3
-1.020000E-1	3.838079E-3
-1.019000E-1	3.840081E-3
-1.018000E-1	3.842464E-3
-1.017000E-1	3.844753E-3
-1.016000E-1	3.847520E-3
-1.015000E-1	3.850571E-3
-1.014000E-1	3.852955E-3
-1.013000E-1	3.855816E-3
-1.012000E-1	3.857819E-3
-1.011000E-1	3.859441E-3
-1.010000E-1	3.861443E-3
-1.009000E-1	3.863064E-3
-1.008000E-1	3.864971E-3
-1.007000E-1	3.866784E-3
-1.006000E-1	3.868404E-3
-1.005000E-1	3.870598E-3
-1.004000E-1	3.872983E-3
-1.003000E-1	3.876224E-3
-1.002000E-1	3.878799E-3
-1.001000E-1	3.882137E-3
-1.000000E-1	3.884997E-3
-9.990000E-2	3.887764E-3
-9.980000E-2	3.890910E-3
-9.970000E-2	3.893297E-3
-9.960000E-2	3.896253E-3
-9.950000E-2	3.898163E-3
-9.940000E-2	3.900071E-3
-9.930000E-2	3.901883E-3
-9.920000E-2	3.903410E-3
-9.910000E-2	3.904939E-3
-9.900000E-2	3.907229E-3
-9.890000E-2	3.909138E-3
-9.880000E-2	3.910949E-3
-9.870000E-2	3.912667E-3
-9.860000E-2	3.914576E-3
-9.850000E-2	3.916197E-3
-9.840000E-2	3.918106E-3
-9.830000E-2	3.920108E-3
-9.820000E-2	3.922206E-3
-9.810000E-2	3.924399E-3
-9.800000E-2	3.926690E-3
-9.790000E-2	3.929548E-3
-9.780000E-2	3.931456E-3
-9.770000E-2	3.933553E-3
-9.760000E-2	3.935461E-3
-9.750000E-2	3.937274E-3
-9.740000E-2	3.939085E-3
-9.730000E-2	3.941566E-3
-9.720000E-2	3.943950E-3
-9.710000E-2	3.945857E-3
-9.700000E-2	3.948240E-3
-9.690000E-2	3.950815E-3
-9.680000E-2	3.953105E-3
-9.670000E-2	3.956062E-3
-9.660000E-2	3.958827E-3
-9.650000E-2	3.961211E-3
-9.640000E-2	3.964264E-3
-9.630000E-2	3.967124E-3
-9.620000E-2	3.969986E-3
-9.610000E-2	3.972561E-3
-9.600000E-2	3.975134E-3
-9.590000E-2	3.977711E-3
-9.580000E-2	3.980285E-3
-9.570000E-2	3.983242E-3
-9.560000E-2	3.985817E-3
-9.550000E-2	3.989058E-3
-9.540000E-2	3.991825E-3
-9.530000E-2	3.995160E-3
-9.520000E-2	3.998787E-3
-9.510000E-2	4.002029E-3
-9.500000E-2	4.004889E-3
-9.490000E-2	4.007847E-3
-9.480000E-2	4.010039E-3
-9.470000E-2	4.012233E-3
-9.460000E-2	4.014903E-3
-9.450000E-2	4.017764E-3
-9.440000E-2	4.020911E-3
-9.430000E-2	4.024535E-3
-9.420000E-2	4.027683E-3
-9.410000E-2	4.031210E-3
-9.400000E-2	4.034454E-3
-9.390000E-2	4.037886E-3
-9.380000E-2	4.041131E-3
-9.370000E-2	4.044945E-3
-9.360000E-2	4.048855E-3
-9.350000E-2	4.052860E-3
-9.340000E-2	4.056485E-3
-9.330000E-2	4.059537E-3
-9.320000E-2	4.063064E-3
-9.310000E-2	4.066401E-3
-9.300000E-2	4.070216E-3
-9.290000E-2	4.074318E-3
-9.280000E-2	4.077560E-3
-9.270000E-2	4.080709E-3
-9.260000E-2	4.084140E-3
-9.250000E-2	4.086715E-3
-9.240000E-2	4.089767E-3
-9.230000E-2	4.092913E-3
-9.220000E-2	4.095965E-3
-9.210000E-2	4.100066E-3
-9.200000E-2	4.103880E-3
-9.190000E-2	4.107123E-3
-9.180000E-2	4.109984E-3
-9.170000E-2	4.112465E-3
-9.160000E-2	4.115421E-3
-9.150000E-2	4.118186E-3
-9.140000E-2	4.121620E-3
-9.130000E-2	4.124670E-3
-9.120000E-2	4.127723E-3
-9.110000E-2	4.131538E-3
-9.100000E-2	4.134494E-3
-9.090000E-2	4.137547E-3
-9.080000E-2	4.140502E-3
-9.070000E-2	4.143459E-3
-9.060000E-2	4.146225E-3
-9.050000E-2	4.149563E-3
-9.040000E-2	4.153092E-3
-9.030000E-2	4.156810E-3
-9.020000E-2	4.160626E-3
-9.010000E-2	4.164821E-3
-9.000000E-2	4.168445E-3
-8.990000E-2	4.172545E-3
-8.980000E-2	4.176647E-3
-8.970000E-2	4.180746E-3
-8.960000E-2	4.184942E-3
-8.950000E-2	4.189902E-3
-8.940000E-2	4.194768E-3
-8.930000E-2	4.199058E-3
-8.920000E-2	4.203730E-3
-8.910000E-2	4.208117E-3
-8.900000E-2	4.212505E-3
-8.890000E-2	4.216511E-3
-8.880000E-2	4.220039E-3
-8.870000E-2	4.224903E-3
-8.860000E-2	4.229195E-3
-8.850000E-2	4.233583E-3
-8.840000E-2	4.238349E-3
-8.830000E-2	4.242928E-3
-8.820000E-2	4.247695E-3
-8.810000E-2	4.252655E-3
-8.800000E-2	4.257327E-3
-8.790000E-2	4.262381E-3
-8.780000E-2	4.267056E-3
-8.770000E-2	4.272586E-3
-8.760000E-2	4.278117E-3
-8.750000E-2	4.283839E-3
-8.740000E-2	4.289848E-3
-8.730000E-2	4.296237E-3
-8.720000E-2	4.301674E-3
-8.710000E-2	4.307013E-3
-8.700000E-2	4.312926E-3
-8.690000E-2	4.318173E-3
-8.680000E-2	4.323798E-3
-8.670000E-2	4.329425E-3
-8.660000E-2	4.335242E-3
-8.650000E-2	4.341059E-3
